Year,TotalTDFDistance,Stages,Start,End,Winner of stage,Yellow Jersey,Green jersey,Polka-dot jersey,White jersey,Leader
1969,4117,1.1,Roubaix,Woluwé-Saint-Pierre,Marino Basso  (Molteni),Rudi Altig,Nan,Nan,,
1969,4117,1.2,Woluwé-Saint-Pierre,Woluwé-Saint-Pierre,Faema,Eddy Merckx,Nan,Nan,,
1969,4117,2.0,Woluwé-Saint-Pierre,Maastricht,Julien Stevens  (Faema),Julien Stevens,Nan,Nan,,
1969,4117,3.0,Maastricht,Charleville-Mézières,Eric Leman  (Flandria-De Clerck-Kruger),Julien Stevens,Nan,Nan,,
1969,4117,4.0,Charleville-Mézières,Nancy,Rik Van Looy  (Willem Ii-Gazelle),Julien Stevens,Nan,Nan,,
1969,4117,5.0,Nancy,Mulhouse,Joaquim Agostinho  (Frimatic-De Gribaldy-Viva-Wolber),Désiré Letort,Nan,Nan,,
1969,4117,6.0,Mulhouse,Ballon d'Alsace,Eddy Merckx  (Faema),Eddy Merckx,Nan,Nan,,
1969,4117,7.0,Belfort,Divonne,Mariano Diaz  (Fagor),Eddy Merckx,Nan,Nan,,
1969,4117,8.1,Divonne,Divonne,Eddy Merckx  (Faema),Eddy Merckx,Nan,Nan,,
1969,4117,8.2,Divonne,Thonon,Michele Dancelli  (Molteni),Eddy Merckx,Nan,Nan,,
1969,4117,9.0,Thonon,Chamonix,Roger Pingeon  (Peugeot-Bp-Michelin),Eddy Merckx,Nan,Nan,,
1969,4117,10.0,Chamonix,Briançon,Herman Vanspringel  (Mann-Grundig),Eddy Merckx,Nan,Nan,,
1969,4117,11.0,Briançon,Digne-les-Bains,Eddy Merckx  (Faema),Eddy Merckx,Nan,Nan,,
1969,4117,12.0,Digne-les-Bains,Aubagne,Felice Gimondi  (Salvarani),Eddy Merckx,Nan,Nan,,
1969,4117,13.0,Aubagne,La Grande-Motte,Guido Reybroeck  (Faema),Eddy Merckx,Nan,Nan,,
1969,4117,14.0,La Grande-Motte,Revel,Joaquim Agostinho  (Frimatic-De Gribaldy-Viva-Wolber),Eddy Merckx,Nan,Nan,,
1969,4117,15.0,Revel,Revel,Eddy Merckx  (Faema),Eddy Merckx,Nan,Nan,,
1969,4117,16.0,Castelnaudary,Luchon,Raymond Delisle  (Peugeot-Bp-Michelin),Eddy Merckx,Nan,Nan,,
1969,4117,17.0,Luchon,Mourenx,Eddy Merckx  (Faema),Eddy Merckx,Nan,Nan,,
1969,4117,18.0,Mourenx,Bordeaux,Barry Hoban  (Mercier-Bp-Hutchinson),Eddy Merckx,Nan,Nan,,
1969,4117,19.0,Libourne,Brive-la-Gaillarde,Barry Hoban  (Mercier-Bp-Hutchinson),Eddy Merckx,Nan,Nan,,
1969,4117,20.0,Brive-la-Gaillarde,Puy de Dôme,Pierre Matignon  (Frimatic-De Gribaldy-Viva-Wolber),Eddy Merckx,Nan,Nan,,
1969,4117,21.0,Clermont-Ferrand,Montargis,Herman Vanspringel  (Mann-Grundig),Eddy Merckx,Nan,Nan,,
1969,4117,22.1,Montargis,Créteil,Joseph Spruyt  (Faema),Eddy Merckx,Nan,Nan,,
1969,4117,22.2,Créteil,Paris,Eddy Merckx  (Faema),Eddy Merckx,Eddy Merckx,Eddy Merckx,,
1968,4492,0.0,Vittel,Vittel,Charly Grosskost  (France B),Charly Grosskost,Nan,Nan,,
1968,4492,1.0,Vittel,Esch-sur-Alzette,Charly Grosskost  (France B),Charly Grosskost,Nan,Nan,,
1968,4492,2.0,Arlon,Forest,Eric De Vlaeminck  (Belgique B),Charly Grosskost,Nan,Nan,,
1968,4492,3.1,Forest,Forest,Belgique A,Herman Vanspringel,Nan,Nan,,
1968,4492,3.2,Forest,Roubaix,Walter Godefroot  (Belgique B),Herman Vanspringel,Nan,Nan,,
1968,4492,4.0,Roubaix,Rouen,Georges Chappe  (France B),Jean-Pierre Genet,Nan,Nan,,
1968,4492,5.1,Rouen,Bagnoles-de-l'Orne,André Desvages  (France C),Georges Vandenberghe,Nan,Nan,,
1968,4492,5.2,Bagnoles-de-l'Orne,Dinard,Jean Dumont  (France C),Georges Vandenberghe,Nan,Nan,,
1968,4492,6.0,Dinard,Lorient,Aurelio Gonzalez  (Espana),Georges Vandenberghe,Nan,Nan,,
1968,4492,7.0,Lorient,Nantes,Severino Andreoli  (Italia),Georges Vandenberghe,Nan,Nan,,
1968,4492,8.0,Nantes,Royan,Daniel Van Ryckeghem  (Belgique A),Georges Vandenberghe,Nan,Nan,,
1968,4492,9.0,Royan,Bordeaux,Walter Godefroot  (Belgique B),Georges Vandenberghe,Nan,Nan,,
1968,4492,10.0,Bordeaux,Bayonne,Gilbert Bellone  (France B),Georges Vandenberghe,Nan,Nan,,
1968,4492,11.0,Bayonne,Pau,Daniel Van Ryckeghem  (Belgique A),Georges Vandenberghe,Nan,Nan,,
1968,4492,12.0,Pau,Saint Gaudens,Georges Pintens  (Belgique A),Georges Vandenberghe,Nan,Nan,,
1968,4492,13.0,Saint Gaudens,Seo de Urgel,Herman Vanspringel  (Belgique A),Georges Vandenberghe,Nan,Nan,,
1968,4492,14.0,Seo de Urgel,Canet-Plage,Jan Janssen  (Nederland),Georges Vandenberghe,Nan,Nan,,
1968,4492,15.0,Font Romeu,Albi,Roger Pingeon  (France A),Georges Vandenberghe,Nan,Nan,,
1968,4492,16.0,Albi,Aurillac,Severino Andreoli  (Italia),Rolf Wolfshohl,Nan,Nan,,
1968,4492,17.0,Aurillac,Saint-Etienne,Jean-Pierre Genet  (France A),Rolf Wolfshohl,Nan,Nan,,
1968,4492,18.0,Saint-Etienne,Grenoble,Roger Pingeon  (France A),Gregorio San Miguel,Nan,Nan,,
1968,4492,19.0,Grenoble,Sallanches,Barry Hoban  (Great Britain),Herman Vanspringel,Nan,Nan,,
1968,4492,20.0,Sallanches,Besançon,Joseph Huysmans  (Belgique A),Herman Vanspringel,Nan,Nan,,
1968,4492,21.0,Besançon,Auxerre,Eric Leman  (Belgique B),Herman Vanspringel,Nan,Nan,,
1968,4492,22.1,Auxerre,Melun,Maurice Izier  (France C),Herman Vanspringel,Nan,Nan,,
1968,4492,22.2,Melun,Paris,Jan Janssen  (Nederland),Jan Janssen,Franco Bitossi,Aurelio Gonzalez,,
1967,4779,0.0,Angers,Angers,José-Maria Errandonea  (Espana),José-Maria Errandonea,Nan,Nan,,
1967,4779,1.0,Angers,Saint-Malo,Walter Godefroot  (Diables Rouges),José-Maria Errandonea,Nan,Nan,,
1967,4779,2.0,Saint-Malo,Caen,Willy Van Neste  (Belgique),Willy Van Neste,Nan,Nan,,
1967,4779,3.0,Caen,Amiens,Marino Basso  (Primavera),Giancarlo Polidori,Nan,Nan,,
1967,4779,4.0,Amiens,Roubaix,Guido Reybroeck  (Diables Rouges),Joseph Spruyt,Nan,Nan,,
1967,4779,5.1,Roubaix,Jambes,Roger Pingeon  (France),Roger Pingeon,Nan,Nan,,
1967,4779,5.2,Jambes,Jambes,Belgique,Roger Pingeon,Nan,Nan,,
1967,4779,6.0,Jambes,Metz,Herman Vanspringel  (Belgique),Roger Pingeon,Nan,Nan,,
1967,4779,7.0,Metz,Strasbourg,Michaël Wright  (Great Britain),Raymond Riotte,Nan,Nan,,
1967,4779,8.0,Strasbourg,Ballon d'Alsace,Lucien Aimar  (France),Roger Pingeon,Nan,Nan,,
1967,4779,9.0,Belfort,Divonne,Guido Reybroeck  (Diables Rouges),Roger Pingeon,Nan,Nan,,
1967,4779,10.0,Divonne,Briançon,Felice Gimondi  (Italia),Roger Pingeon,Nan,Nan,,
1967,4779,11.0,Briançon,Digne-les-Bains,José Samyn  (Bleuets De France),Roger Pingeon,Nan,Nan,,
1967,4779,12.0,Digne-les-Bains,Marseille,Raymond Riotte  (France),Roger Pingeon,Nan,Nan,,
1967,4779,13.0,Marseille,Carpentras,Jan Janssen  (Nederland),Roger Pingeon,Nan,Nan,,
1967,4779,14.0,Carpentras,Sète,Barry Hoban  (Great Britain),Roger Pingeon,Nan,Nan,,
1967,4779,15.0,Sète,Toulouse,Rolf Wolfshohl  (Deutschland),Roger Pingeon,Nan,Nan,,
1967,4779,16.0,Toulouse,Luchon,Fernando Manzaneque  (Esperanza),Roger Pingeon,Nan,Nan,,
1967,4779,17.0,Luchon,Pau,Raymond Mastrotto  (Coqs De France),Roger Pingeon,Nan,Nan,,
1967,4779,18.0,Pau,Bordeaux,Marino Basso  (Primavera),Roger Pingeon,Nan,Nan,,
1967,4779,19.0,Bordeaux,Limoges,Jean Stablinski  (France),Roger Pingeon,Nan,Nan,,
1967,4779,20.0,Limoges,Puy de Dôme,Felice Gimondi  (Italia),Roger Pingeon,Nan,Nan,,
1967,4779,21.0,Clermont-Ferrand,Fontainebleau,Paul Lemetayer  (France),Roger Pingeon,Nan,Nan,,
1967,4779,22.1,Fontainebleau,Versailles,René Binggeli  (Suisse-Luxembourg),Roger Pingeon,Nan,Nan,,
1967,4779,22.2,Versailles,Paris,Raymond Poulidor  (France),Roger Pingeon,Jan Janssen,Julio Jimenez,,
1966,4329,1.0,Nancy,Charleville-Mézières,Rudi Altig  (Molteni-Hutchinson),Rudi Altig,,,,
1966,4329,2.0,Charleville-Mézières,Tournai,Guido Reybroeck  (Smiths),Rudi Altig,,,,
1966,4329,3.1,Tournai,Tournai,Televizier-Batavus,Rudi Altig,,,,
1966,4329,3.2,Tournai,Dunkerque,Gerben Karstens  (Televizier-Batavus),Rudi Altig,,,,
1966,4329,4.0,Dunkerque,Dieppe,Willy Planckaert  (Smiths),Rudi Altig,,,,
1966,4329,5.0,Dieppe,Caen,Franco Bitossi  (Filotex-Fiorelli),Rudi Altig,,,,
1966,4329,6.0,Caen,Angers,Edward Sels  (Solo-Superia),Rudi Altig,,,,
1966,4329,7.0,Angers,Royan,Albert Van Vlierberghe  (Smiths),Rudi Altig,,,,
1966,4329,8.0,Royan,Bordeaux,Willy Planckaert  (Smiths),Rudi Altig,,,,
1966,4329,9.0,Bordeaux,Bayonne,Gerben Karstens  (Televizier-Batavus),Rudi Altig,,,,
1966,4329,10.0,Bayonne,Pau,Tommaso De Pra  (Molteni-Hutchinson),Tommaso De Pra,,,,
1966,4329,11.0,Pau,Luchon,Marcello Mugnaini  (Filotex-Fiorelli),Jean-Claude Lebaube,,,,
1966,4329,12.0,Luchon,Revel,Rudi Altig  (Molteni-Hutchinson),Karl-Heinz Kunde,,,,
1966,4329,13.0,Revel,Sète,Georges Vandenberghe  (Smiths),Karl-Heinz Kunde,,,,
1966,4329,14.1,Montpellier,Aubenas,Johan De Roo  (Televizier-Batavus),Karl-Heinz Kunde,,,,
1966,4329,14.2,Aubenas,Vals-les-Bains,Raymond Poulidor  (Mercier-Bp-Hutchinson),Karl-Heinz Kunde,,,,
1966,4329,15.0,Privas,Bourg-d'Oisans,Luis Otano  (Fagor),Karl-Heinz Kunde,,,,
1966,4329,16.0,Bourg-d'Oisans,Briançon,Julio Jimenez  (Ford-France-Hutchinson),Jan Janssen,,,,
1966,4329,17.0,Briançon,Turin,Franco Bitossi  (Filotex-Fiorelli),Lucien Aimar,,,,
1966,4329,18.0,Ivrea,Chamonix,Eddy Schutz  (Smiths),Lucien Aimar,,,,
1966,4329,19.0,Chamonix,Saint-Etienne,Ferdinand Bracke  (Peugeot-Bp-Michelin),Lucien Aimar,,,,
1966,4329,20.0,Saint-Etienne,Montluçon,Henk Nijdam  (Televizier-Batavus),Lucien Aimar,,,,
1966,4329,21.0,Montluçon,Orléans,Pierre Beuffeuil  (Kamome-Dilecta-Dunlop),Lucien Aimar,,,,
1966,4329,22.1,Orléans,Rambouillet,Edward Sels  (Solo-Superia),Lucien Aimar,,,,
1966,4329,22.2,Rambouillet,Paris,Rudi Altig  (Molteni-Hutchinson),Lucien Aimar,,,,
1965,4188,1.1,Cologne,Liège,Rik Van Looy  (Solo-Superia),Rik Van Looy,Nan,Nan,,
1965,4188,1.2,Liège,Liège,Ford-France-Gitane-Dunlop,Rik Van Looy,Nan,Nan,,
1965,4188,2.0,Liège,Roubaix,Bernard Van De Kerkhove  (Solo-Superia),Bernard Van De Kerkhove,Nan,Nan,,
1965,4188,3.0,Roubaix,Rouen,Felice Gimondi  (Salvarani),Felice Gimondi,Nan,Nan,,
1965,4188,4.0,Caen,Saint-Brieuc,Edgard Sorgeloos  (Solo-Superia),Felice Gimondi,Nan,Nan,,
1965,4188,5.1,Saint-Brieuc,Chateaulin,Kees Van Espen  (Televizier),Felice Gimondi,Nan,Nan,,
1965,4188,5.2,Chateaulin,Chateaulin,Raymond Poulidor  (Mercier-Bp-Hutchinson),Felice Gimondi,Nan,Nan,,
1965,4188,6.0,Quimper,La Baule,Guido Reybroeck  (Flandria-Romeo),Felice Gimondi,Nan,Nan,,
1965,4188,7.0,La Baule,La Rochelle,Edward Sels  (Solo-Superia),Bernard Van De Kerkhove,Nan,Nan,,
1965,4188,8.0,La Rochelle,Bordeaux,Johan De Roo  (Televizier),Bernard Van De Kerkhove,Nan,Nan,,
1965,4188,9.0,Dax,Bagnères-de-Bigorre,Julio Jimenez  (Kas-Kaskol),Felice Gimondi,Nan,Nan,,
1965,4188,10.0,Bagnères-de-Bigorre,Ax-les-Thermes,Guido Reybroeck  (Flandria-Romeo),Felice Gimondi,Nan,Nan,,
1965,4188,11.0,Ax-les-Thermes,Barcelone,José Perez Llacer  (Ferrys),Felice Gimondi,Nan,Nan,,
1965,4188,12.0,Barcelone,Perpignan,Jan Janssen  (Pelforth-Sauvage-Lejeune-Wolber),Felice Gimondi,Nan,Nan,,
1965,4188,13.0,Perpignan,Montpellier,Adriano Durante  (Molteni-Ignis),Felice Gimondi,Nan,Nan,,
1965,4188,14.0,Montpellier,Mont Ventoux,Raymond Poulidor  (Mercier-Bp-Hutchinson),Felice Gimondi,Nan,Nan,,
1965,4188,15.0,Carpentras,Gap,Giuseppe Fezzardi  (Molteni-Ignis),Felice Gimondi,Nan,Nan,,
1965,4188,16.0,Gap,Briançon,Joaquim Galera  (Kas-Kaskol),Felice Gimondi,Nan,Nan,,
1965,4188,17.0,Briançon,Aix-les-Bains,Julio Jimenez  (Kas-Kaskol),Felice Gimondi,Nan,Nan,,
1965,4188,18.0,Aix-les-Bains,Mont Revard,Felice Gimondi  (Salvarani),Felice Gimondi,Nan,Nan,,
1965,4188,19.0,Mont Revard,Lyon,Rik Van Looy  (Solo-Superia),Felice Gimondi,Nan,Nan,,
1965,4188,20.0,Lyon,Auxerre,Michaël Wright  (Wiels-Groene Leeuw),Felice Gimondi,Nan,Nan,,
1965,4188,21.0,Auxerre,Versailles,Gerben Karstens  (Televizier),Felice Gimondi,Nan,Nan,,
1965,4188,22.0,Versailles,Paris,Felice Gimondi  (Salvarani),Felice Gimondi,Jan Janssen,Julio Jimenez,,
1964,4504,1.0,Rennes,Lisieux,Edward Sels  (Solo-Superia),Edward Sels,Nan,Nan,,
1964,4504,2.0,Lisieux,Amiens,André Darrigade  (Margnat-Paloma-Dunlop),Edward Sels,Nan,Nan,,
1964,4504,3.1,Amiens,Forest,Bernard Van De Kerkhove  (Solo-Superia),Edward Sels,Nan,Nan,,
1964,4504,3.2,Forest,Forest,Kas-Kaskol,Bernard Van De Kerkhove,Nan,Nan,,
1964,4504,4.0,Forest,Metz,Rudi Altig  (V.C. Xii-Saint Raphael-Gitane-Campagnolo),Bernard Van De Kerkhove,Nan,Nan,,
1964,4504,5.0,Lunéville,Fribourg,Willy Derboven  (Solo-Superia),Rudi Altig,Nan,Nan,,
1964,4504,6.0,Fribourg,Besançon,Henk Nijdam  (Televizier),Rudi Altig,Nan,Nan,,
1964,4504,7.0,Champagnole,Thonon,Jan Janssen  (Pelforth-Sauvage-Lejeune-Wolber),Rudi Altig,Nan,Nan,,
1964,4504,8.0,Thonon,Briançon,Federico Bahamontes  (Margnat-Paloma-Dunlop),Georges Groussard,Nan,Nan,,
1964,4504,9.0,Briançon,Monaco,Jacques Anquetil  (V.C. Xii-Saint Raphael-Gitane-Campagnolo),Georges Groussard,Nan,Nan,,
1964,4504,10.1,Monaco,Hyères,Jan Janssen  (Pelforth-Sauvage-Lejeune-Wolber),Georges Groussard,Nan,Nan,,
1964,4504,10.2,Hyères,Toulon,Jacques Anquetil  (V.C. Xii-Saint Raphael-Gitane-Campagnolo),Georges Groussard,Nan,Nan,,
1964,4504,11.0,Toulon,Montpellier,Edward Sels  (Solo-Superia),Georges Groussard,Nan,Nan,,
1964,4504,12.0,Montpellier,Perpignan,Johan De Roo  (V.C. Xii-Saint Raphael-Gitane-Campagnolo),Georges Groussard,Nan,Nan,,
1964,4504,13.0,Perpignan,Andorre,Julio Jimenez  (Kas-Kaskol),Georges Groussard,Nan,Nan,,
1964,4504,14.0,Andorre,Toulouse,Edward Sels  (Solo-Superia),Georges Groussard,Nan,Nan,,
1964,4504,15.0,Toulouse,Luchon,Raymond Poulidor  (Mercier-Bp-Hutchinson),Georges Groussard,Nan,Nan,,
1964,4504,16.0,Luchon,Pau,Federico Bahamontes  (Margnat-Paloma-Dunlop),Georges Groussard,Nan,Nan,,
1964,4504,17.0,Peyrehorade,Bayonne,Jacques Anquetil  (V.C. Xii-Saint Raphael-Gitane-Campagnolo),Jacques Anquetil,Nan,Nan,,
1964,4504,18.0,Bayonne,Bordeaux,André Darrigade  (Margnat-Paloma-Dunlop),Jacques Anquetil,Nan,Nan,,
1964,4504,19.0,Bordeaux,Brive-la-Gaillarde,Edward Sels  (Solo-Superia),Jacques Anquetil,Nan,Nan,,
1964,4504,20.0,Brive-la-Gaillarde,Puy de Dôme,Julio Jimenez  (Kas-Kaskol),Jacques Anquetil,Nan,Nan,,
1964,4504,21.0,Clermont-Ferrand,Orléans,Jean Stablinski  (V.C. Xii-Saint Raphael-Gitane-Campagnolo),Jacques Anquetil,Nan,Nan,,
1964,4504,22.1,Orléans,Versailles,Benoni Beheyt  (Wiels-Groene Leeuw),Jacques Anquetil,Nan,Nan,,
1964,4504,22.2,Versailles,Paris,Jacques Anquetil  (V.C. Xii-Saint Raphael-Gitane-Campagnolo),Jacques Anquetil,Jan Janssen,Federico Bahamontes,,
1963,4138,1.0,Paris,Épernay,Eddy Pauwels  (Wiels-Groene Leeuw),Eddy Pauwels,Nan,Nan,,
1963,4138,2.1,Reims,Jambes,Rik Van Looy  (G.B.C-Libertas),Eddy Pauwels,Nan,Nan,,
1963,4138,2.2,Jambes,Jambes,Pelforth-Sauvage-Lejeune-Wolber,Eddy Pauwels,Nan,Nan,,
1963,4138,3.0,Jambes,Roubaix,Seamus Elliott  (V.C. Xii-Saint Raphael-Gitane-Dunlop),Seamus Elliott,Nan,Nan,,
1963,4138,4.0,Roubaix,Rouen,Frans Melckenbeeck  (Mercier-Bp-Hutchinson),Seamus Elliott,Nan,Nan,,
1963,4138,5.0,Rouen,Rennes,Antonio Bailetti  (Carpano),Seamus Elliott,Nan,Nan,,
1963,4138,6.1,Rennes,Angers,Roger De Breuker  (Solo-Terrot-Englebert),Seamus Elliott,Nan,Nan,,
1963,4138,6.2,Angers,Angers,Jacques Anquetil  (V.C. Xii-Saint Raphael-Gitane-Dunlop),Gilbert Desmet,Nan,Nan,,
1963,4138,7.0,Angers,Limoges,Jan Janssen  (Pelforth-Sauvage-Lejeune-Wolber),Gilbert Desmet,Nan,Nan,,
1963,4138,8.0,Limoges,Bordeaux,Rik Van Looy  (G.B.C-Libertas),Gilbert Desmet,Nan,Nan,,
1963,4138,9.0,Bordeaux,Pau,Giuseppe 'Pino' Cerami  (Peugeot-Bp-Englebert),Gilbert Desmet,Nan,Nan,,
1963,4138,10.0,Pau,Bagnères-de-Bigorre,Jacques Anquetil  (V.C. Xii-Saint Raphael-Gitane-Dunlop),Gilbert Desmet,Nan,Nan,,
1963,4138,11.0,Bagnères-de-Bigorre,Luchon,Guy Ignolin  (V.C. Xii-Saint Raphael-Gitane-Dunlop),Gilbert Desmet,Nan,Nan,,
1963,4138,12.0,Luchon,Toulouse,André Darrigade  (Margnat-Paloma-Motul-Dunlop),Gilbert Desmet,Nan,Nan,,
1963,4138,13.0,Toulouse,Aurillac,Rik Van Looy  (G.B.C-Libertas),Gilbert Desmet,Nan,Nan,,
1963,4138,14.0,Aurillac,Saint-Etienne,Guy Ignolin  (V.C. Xii-Saint Raphael-Gitane-Dunlop),Gilbert Desmet,Nan,Nan,,
1963,4138,15.0,Saint-Etienne,Grenoble,Federico Bahamontes  (Margnat-Paloma-Motul-Dunlop),Gilbert Desmet,Nan,Nan,,
1963,4138,16.0,Grenoble,val_d_isere,Fernando Manzaneque  (Ferrys),Federico Bahamontes,Nan,Nan,,
1963,4138,17.0,val_d_isere,Chamonix,Jacques Anquetil  (V.C. Xii-Saint Raphael-Gitane-Dunlop),Jacques Anquetil,Nan,Nan,,
1963,4138,18.0,Chamonix,Lons-le-Saunier,Frans Brands  (Faema-Flandria),Jacques Anquetil,Nan,Nan,,
1963,4138,19.0,Arbois,Besançon,Jacques Anquetil  (V.C. Xii-Saint Raphael-Gitane-Dunlop),Jacques Anquetil,Nan,Nan,,
1963,4138,20.0,Besançon,Troyes,Roger De Breuker  (Solo-Terrot-Englebert),Jacques Anquetil,Nan,Nan,,
1963,4138,21.0,Troyes,Paris,Rik Van Looy  (G.B.C-Libertas),Jacques Anquetil,Rik Van Looy,Federico Bahamontes,,
1962,4274,1.0,Nancy,Spa,Rudi Altig  (Acbb-Saint Raphael-Helyett-Hutchinson),Rudi Altig,Nan,Nan,,
1962,4274,2.1,Spa,Herenthals,André Darrigade  (V.C. Xii-Leroux-Gitane-Dunlop),André Darrigade,Nan,Nan,,
1962,4274,2.2,Herenthals,Herenthals,Faema-Flandria-Clement,André Darrigade,Nan,Nan,,
1962,4274,3.0,Bruxelles,Amiens,Rudi Altig  (Acbb-Saint Raphael-Helyett-Hutchinson),Rudi Altig,Nan,Nan,,
1962,4274,4.0,Amiens,Le Havre,Willy Vanden Berghen  (Mercier-Bp-Hutchinson),Rudi Altig,Nan,Nan,,
1962,4274,5.0,Pont l'Evêque,Saint-Malo,Emile Daems  (G.S. Philco),Rudi Altig,Nan,Nan,,
1962,4274,6.0,Dinard,Brest,Robert Cazala  (Mercier-Bp-Hutchinson),Albertus Geldermans,Nan,Nan,,
1962,4274,7.0,Quimper,Saint Nazaire,Hubertus Zilverberg  (Faema-Flandria-Clement),Albertus Geldermans,Nan,Nan,,
1962,4274,8.1,Saint Nazaire,Luçon,Mario Minieri  (G.S. Ghizzi),André Darrigade,Nan,Nan,,
1962,4274,8.2,Luçon,La Rochelle,Jacques Anquetil  (Acbb-Saint Raphael-Helyett-Hutchinson),André Darrigade,Nan,Nan,,
1962,4274,9.0,La Rochelle,Bordeaux,Antonio Bailetti  (Carpano),Willy Schroeders,Nan,Nan,,
1962,4274,10.0,Bordeaux,Bayonne,Willy Vannitsen  (Wiels-Groene Loew),Willy Schroeders,Nan,Nan,,
1962,4274,11.0,Bayonne,Pau,Eddy Pauwels  (Wiels-Groene Loew),Willy Schroeders,Nan,Nan,,
1962,4274,12.0,Pau,Saint Gaudens,Robert Cazala  (Mercier-Bp-Hutchinson),Tom Simpson,Nan,Nan,,
1962,4274,13.0,Luchon,Superbagnères,Federico Bahamontes  (Margnat-Paloma-D'Alessandro),Joseph Planckaert,Nan,Nan,,
1962,4274,14.0,Luchon,Carcassonne,Jean Stablinski  (Acbb-Saint Raphael-Helyett-Hutchinson),Joseph Planckaert,Nan,Nan,,
1962,4274,15.0,Carcassonne,Montpellier,Willy Vannitsen  (Wiels-Groene Loew),Joseph Planckaert,Nan,Nan,,
1962,4274,16.0,Montpellier,Aix en Provence,Emile Daems  (G.S. Philco),Joseph Planckaert,Nan,Nan,,
1962,4274,17.0,Aix en Provence,Antibes,Rudi Altig  (Acbb-Saint Raphael-Helyett-Hutchinson),Joseph Planckaert,Nan,Nan,,
1962,4274,18.0,Antibes,Briançon,Emile Daems  (G.S. Philco),Joseph Planckaert,Nan,Nan,,
1962,4274,19.0,Briançon,Aix-les-Bains,Raymond Poulidor  (Mercier-Bp-Hutchinson),Joseph Planckaert,Nan,Nan,,
1962,4274,20.0,Bourgoin,Lyon,Jacques Anquetil  (Acbb-Saint Raphael-Helyett-Hutchinson),Jacques Anquetil,Nan,Nan,,
1962,4274,21.0,Lyon,Nevers,Dino Bruni  (G.S. Gazzola-Fiorelli-Hutchinson),Jacques Anquetil,Nan,Nan,,
1962,4274,22.0,Nevers,Paris,Rino Benedetti  (Moschettieri-Ignis),Jacques Anquetil,Rudi Altig,Federico Bahamontes,,
1961,4397,1.1,Rouen,Versailles,André Darrigade  (France),André Darrigade,Nan,Nan,,
1961,4397,1.2,Versailles,Versailles,Jacques Anquetil  (France),Jacques Anquetil,Nan,Nan,,
1961,4397,2.0,Pontoise,Roubaix,André Darrigade  (France),Jacques Anquetil,Nan,Nan,,
1961,4397,3.0,Roubaix,Charleroi,Emile Daems  (Belgique),Jacques Anquetil,Nan,Nan,,
1961,4397,4.0,Charleroi,Metz,Anatole Novak  (Centre-Midi),Jacques Anquetil,Nan,Nan,,
1961,4397,5.0,Metz,Strasbourg,Louis Bergaud  (Centre-Midi),Jacques Anquetil,Nan,Nan,,
1961,4397,6.0,Strasbourg,Belfort,Joseph Planckaert  (Belgique),Jacques Anquetil,Nan,Nan,,
1961,4397,7.0,Belfort,Chalon-sur-Saône,Jean Stablinski  (France),Jacques Anquetil,Nan,Nan,,
1961,4397,8.0,Chalon-sur-Saône,Saint-Etienne,Jean Forestier  (France),Jacques Anquetil,Nan,Nan,,
1961,4397,9.0,Saint-Etienne,Grenoble,Charly Gaul  (Suisse-Luxembourg),Jacques Anquetil,Nan,Nan,,
1961,4397,10.0,Grenoble,Turin,Guy Ignolin  (Ouest-Sud Ouest),Jacques Anquetil,Nan,Nan,,
1961,4397,11.0,Turin,Antibes,Guido Carlesi  (Italie),Jacques Anquetil,Nan,Nan,,
1961,4397,12.0,Antibes,Aix en Provence,Michel Van Aerde  (Belgique),Jacques Anquetil,Nan,Nan,,
1961,4397,13.0,Aix en Provence,Montpellier,André Darrigade  (France),Jacques Anquetil,Nan,Nan,,
1961,4397,14.0,Montpellier,Perpignan,Eddy Pauwels  (Belgique),Jacques Anquetil,Nan,Nan,,
1961,4397,15.0,Perpignan,Toulouse,Guido Carlesi  (Italie),Jacques Anquetil,Nan,Nan,,
1961,4397,16.0,Toulouse,Superbagnères,Imerio Massignan  (Italie),Jacques Anquetil,Nan,Nan,,
1961,4397,17.0,Luchon,Pau,Eddy Pauwels  (Belgique),Jacques Anquetil,Nan,Nan,,
1961,4397,18.0,Pau,Bordeaux,Martin Van Geneugden  (Belgique),Jacques Anquetil,Nan,Nan,,
1961,4397,19.0,Bergerac,Périgueux,Jacques Anquetil  (France),Jacques Anquetil,Nan,Nan,,
1961,4397,20.0,Périgueux,Tours,André Darrigade  (France),Jacques Anquetil,Nan,Nan,,
1961,4397,21.0,Tours,Paris,Robert Cazala  (France),Jacques Anquetil,André Darrigade,Imerio Massignan,,
1960,4173,1.1,Lille,Bruxelles,Julien Schepens  (Belgique),Julien Schepens,Nan,Nan,,
1960,4173,1.2,Bruxelles,Bruxelles,Roger Riviere  (France),Gastone Nencini,Nan,Nan,,
1960,4173,2.0,Bruxelles,Dunkerque,René Privat  (France),Gastone Nencini,Nan,Nan,,
1960,4173,3.0,Dunkerque,Dieppe,Nino Defilippis  (Italie),Joseph Groussard,Nan,Nan,,
1960,4173,4.0,Dieppe,Caen,Jean Graczyk  (France),Henri Anglade,Nan,Nan,,
1960,4173,5.0,Caen,Saint-Malo,André Darrigade  (France),Henri Anglade,Nan,Nan,,
1960,4173,6.0,Saint-Malo,Lorient,Roger Riviere  (France),Jean Adriaenssens,Nan,Nan,,
