Year,Rank,Rider,Rider No.,Team,Times,Gap,B,P,Distance (km),Number of stages,ResultType,TotalSeconds,GapSeconds
1952,30,FRANCISCO MASSIP,55,ESPAGNE,154h 38' 38'',+ 02h 41' 18'',,,4898,23,time,556718,9678
1952,31,JACQUES MARINELLI,76,PARIS,154h 42' 02'',+ 02h 44' 42'',,,4898,23,time,556922,9882
1952,32,GILBERT BAUVIN,81,NORD EST-CENTRE,154h 44' 41'',+ 02h 47' 21'',,,4898,23,time,557081,10041
1952,33,JEAN MALLEJAC,111,OUEST-SUD OUEST,154h 45' 23'',+ 02h 48' 03'',,,4898,23,time,557123,10083
1952,34,MAURICE QUENTIN,40,FRANCE,154h 46' 46'',+ 02h 49' 26'',,,4898,23,time,557206,10166
1952,35,LUCIANO PEZZI,32,ITALIE,154h 47' 17'',+ 02h 49' 57'',,,4898,23,time,557237,10197
1952,36,GEORGES DECAUX,73,PARIS,154h 47' 55'',+ 02h 50' 35'',,,4898,23,time,557275,10235
1952,37,RAOUL REMY,41,FRANCE,154h 49' 16'',+ 02h 51' 56'',,,4898,23,time,557356,10316
1952,38,ROGER DECOCK,11,BELGIQUE,154h 49' 36'',+ 02h 52' 16'',,,4898,23,time,557376,10336
1952,39,AHMED KEBAILI,119,AFRIQUE DU NORD,154h 50' 08'',+ 02h 52' 48'',,,4898,23,time,557408,10368
1952,40,JACQUES RENAUD,78,PARIS,154h 50' 21'',+ 02h 53' 01'',,,4898,23,time,557421,10381
1952,41,MARIO BARONI,21,ITALIE,154h 50' 29'',+ 02h 53' 09'',,,4898,23,time,557429,10389
1952,42,ANDRÈS TROBAT,59,ESPAGNE,154h 51' 08'',+ 02h 53' 48'',,,4898,23,time,557468,10428
1952,43,LUCIEN LAZARIDES,38,FRANCE,154h 51' 44'',+ 02h 54' 24'',,,4898,23,time,557504,10464
1952,44,SIRO BIANCHI,94,SUD EST,154h 56' 26'',+ 02h 59' 06'',,,4898,23,time,557786,10746
1952,45,JEAN DE GRIBALDY,84,NORD EST-CENTRE,154h 59' 46'',+ 03h 02' 26'',,,4898,23,time,557986,10946
1952,46,GIOVANNI CORRIERI,26,ITALIE,155h 00' 25'',+ 03h 03' 05'',,,4898,23,time,558025,10985
1952,47,JOSÉ GIL,54,ESPAGNE,155h 03' 21'',+ 03h 06' 01'',,,4898,23,time,558201,11161
1952,48,EUGÈNE TELOTTE,80,PARIS,155h 11' 59'',+ 03h 14' 39'',,,4898,23,time,558719,11679
1952,49,JACQUES VIVIER,116,OUEST-SUD OUEST,155h 12' 41'',+ 03h 15' 21'',,,4898,23,time,558761,11721
1952,50,WALTER DIGGELMANN,2,SUISSE,155h 18' 54'',+ 03h 21' 34'',,,4898,23,time,559134,12094
1952,51,ETTORE MILANO,31,ITALIE,155h 25' 24'',+ 03h 28' 04'',,,4898,23,time,559524,12484
1952,52,CARLO LAFRANCHI,5,SUISSE,155h 26' 02'',+ 03h 28' 42'',,,4898,23,time,559562,12522
1952,53,MATHIEU ''THIJS'' ROKS,48,PAYS-BAS,155h 26' 25'',+ 03h 29' 05'',,,4898,23,time,559585,12545
1952,54,MANUEL FERNANDEZ,118,AFRIQUE DU NORD,155h 28' 14'',+ 03h 30' 54'',,,4898,23,time,559694,12654
1952,55,PIERRE PARDOEN,90,NORD EST-CENTRE,155h 31' 51'',+ 03h 34' 31'',,,4898,23,time,559911,12871
1952,56,ALFREDO MARTINI,30,ITALIE,155h 34' 52'',+ 03h 37' 32'',,,4898,23,time,560092,13052
1952,57,JOHNNY GOEDERT,64,LUXEMBOURG,155h 35' 39'',+ 03h 38' 19'',,,4898,23,time,560139,13099
1952,58,FIORENZO CRIPPA,27,ITALIE,155h 38' 06'',+ 03h 40' 46'',,,4898,23,time,560286,13246
1952,59,LUCIEN TEISSEIRE,44,FRANCE,155h 38' 16'',+ 03h 40' 56'',,,4898,23,time,560296,13256
1952,60,HANS DEKKERS,45,PAYS-BAS,155h 39' 15'',+ 03h 41' 55'',,,4898,23,time,560355,13315
1952,61,ROGER ROSSINELLI,91,NORD EST-CENTRE,155h 40' 06'',+ 03h 42' 46'',,,4898,23,time,560406,13366
1952,62,GIULIO BRESCI,23,ITALIE,155h 47' 54'',+ 03h 50' 34'',,,4898,23,time,560874,13834
1952,63,BERNARD GAUTHIER,35,FRANCE,155h 54' 36'',+ 03h 57' 16'',,,4898,23,time,561276,14236
1952,64,ROBERT BONNAVENTURE,33,FRANCE,155h 59' 38'',+ 04h 02' 18'',,,4898,23,time,561578,14538
1952,65,JOSEPH MIRANDO,100,SUD EST,156h 03' 53'',+ 04h 06' 33'',,,4898,23,time,561833,14793
1952,66,PAUL GIGUET,98,SUD EST,156h 05' 55'',+ 04h 08' 35'',,,4898,23,time,561955,14915
1952,67,RENÉ ROTTA,103,SUD EST,156h 06' 18'',+ 04h 08' 58'',,,4898,23,time,561978,14938
1952,68,JEAN BERTAINA,93,SUD EST,156h 06' 50'',+ 04h 09' 30'',,,4898,23,time,562010,14970
1952,69,HEIN VAN BREENEN,49,PAYS-BAS,156h 16' 14'',+ 04h 18' 54'',,,4898,23,time,562574,15534
1952,70,TINO SABBADINI,114,OUEST-SUD OUEST,156h 31' 54'',+ 04h 34' 34'',,,4898,23,time,563514,16474
1952,71,ADOLPHE PEZZULI,102,SUD EST,156h 39' 19'',+ 04h 41' 59'',,,4898,23,time,563959,16919
1952,72,HEINRICH SPÜHLER,1,SUISSE,156h 43' 11'',+ 04h 45' 51'',,,4898,23,time,564191,17151
1952,73,JEAN DELAHAYE,107,OUEST-SUD OUEST,156h 55' 52'',+ 04h 58' 32'',,,4898,23,time,564952,17912
1952,74,RAYMOND SCARDIN,115,OUEST-SUD OUEST,156h 57' 08'',+ 04h 59' 48'',,,4898,23,time,565028,17988
1952,75,ANDRÉ BERNARD,105,OUEST-SUD OUEST,157h 16' 39'',+ 05h 19' 19'',,,4898,23,time,566199,19159
1952,76,HENK FAANHOF,46,PAYS-BAS,157h 18' 33'',+ 05h 21' 13'',,,4898,23,time,566313,19273
1952,77,VINCENT SOLER,122,AFRIQUE DU NORD,159h 08' 56'',+ 07h 11' 36'',,,4898,23,time,572936,25896
1952,78,HENRI PARET,121,AFRIQUE DU NORD,159h 12' 31'',+ 07h 15' 11'',,,4898,23,time,573151,26111
1953,1,LOUISON BOBET,61,FRANCE,129h 23' 25'',-,,,4476,22,time,465805,0
1953,2,JEAN MALLEJAC,106,OUEST,129h 37' 43'',+ 00h 14' 18'',,,4476,22,time,466663,858
1953,3,GIANCARLO ASTRUA,1,ITALIE,129h 38' 26'',+ 00h 15' 01'',,,4476,22,time,466706,901
1953,4,ALEXANDRE CLOSE,22,BELGIQUE,129h 41' 00'',+ 00h 17' 35'',,,4476,22,time,466860,1055
1953,5,WOUT WAGTMANS,58,PAYS-BAS,129h 41' 30'',+ 00h 18' 05'',,,4476,22,time,466890,1085
1953,6,FRITZ SCHAER,19,SUISSE,129h 42' 09'',+ 00h 18' 44'',,,4476,22,time,466929,1124
1953,7,ANTONIN ROLLAND,69,FRANCE,129h 46' 28'',+ 00h 23' 03'',,,4476,22,time,467188,1383
1953,8,NELLO LAUREDI,66,FRANCE,129h 49' 28'',+ 00h 26' 03'',,,4476,22,time,467368,1563
1953,9,RAPHAËL GEMINIANI,65,FRANCE,129h 50' 43'',+ 00h 27' 18'',,,4476,22,time,467443,1638
1953,10,FRANÇOIS MAHE,105,OUEST,129h 51' 51'',+ 00h 28' 26'',,,4476,22,time,467511,1706
1953,11,GINO BARTALI,3,ITALIE,129h 55' 25'',+ 00h 32' 00'',,,4476,22,time,467725,1920
1953,12,JOSEPH MIRANDO,95,SUD EST,130h 01' 46'',+ 00h 38' 21'',,,4476,22,time,468106,2301
1953,13,WIM VAN EST,57,PAYS-BAS,130h 02' 25'',+ 00h 39' 00'',,,4476,22,time,468145,2340
1953,14,JOSÉ SERRA,38,ESPAGNE,130h 03' 57'',+ 00h 40' 32'',,,4476,22,time,468237,2432
1953,15,FIORENZO MAGNI,8,ITALIE,130h 04' 12'',+ 00h 40' 47'',,,4476,22,time,468252,2447
1953,16,GILBERT BAUVIN,82,NORD EST-CENTRE,130h 05' 28'',+ 00h 42' 03'',,,4476,22,time,468328,2523
1953,17,GERRIT VOORTING,60,PAYS-BAS,130h 07' 27'',+ 00h 44' 02'',,,4476,22,time,468447,2642
1953,18,MARCEL ERNZER,43,LUXEMBOURG,130h 10' 06'',+ 00h 46' 41'',,,4476,22,time,468606,2801
1953,19,JAN NOLTEN,52,PAYS-BAS,130h 10' 54'',+ 00h 47' 29'',,,4476,22,time,468654,2849
1953,20,UGO ANZILE,81,NORD EST-CENTRE,130h 14' 03'',+ 00h 50' 38'',,,4476,22,time,468843,3038
1953,21,LUCIEN LAZARIDES,93,SUD EST,130h 15' 41'',+ 00h 52' 16'',,,4476,22,time,468941,3136
1953,22,VINCENZO ROSSELLO,10,ITALIE,130h 18' 12'',+ 00h 54' 47'',,,4476,22,time,469092,3287
1953,23,RAYMOND IMPANIS,27,BELGIQUE,130h 22' 37'',+ 00h 59' 12'',,,4476,22,time,469357,3552
1953,24,ANDRÈS TROBAT,39,ESPAGNE,130h 28' 00'',+ 01h 04' 35'',,,4476,22,time,469680,3875
1953,25,STANISLAS BOBER,71,ILE DE FRANCE,130h 31' 41'',+ 01h 08' 16'',,,4476,22,time,469901,4096
1953,26,LUCIEN TEISSEIRE,70,FRANCE,130h 36' 22'',+ 01h 12' 57'',,,4476,22,time,470182,4377
1953,27,GEORGES MEUNIER,88,NORD EST-CENTRE,130h 38' 08'',+ 01h 14' 43'',,,4476,22,time,470288,4483
1953,28,HILAIRE COUVREUR,23,BELGIQUE,130h 39' 29'',+ 01h 16' 04'',,,4476,22,time,470369,4564
1953,29,MATHIEU ''THIJS'' ROKS,53,PAYS-BAS,130h 45' 29'',+ 01h 22' 04'',,,4476,22,time,470729,4924
1953,30,JEAN LE GUILLY,67,FRANCE,130h 45' 40'',+ 01h 22' 15'',,,4476,22,time,470740,4935
1953,31,MAURICE QUENTIN,75,ILE DE FRANCE,130h 47' 40'',+ 01h 24' 15'',,,4476,22,time,470860,5055
1953,32,MARCEL HUBER,14,SUISSE,130h 48' 27'',+ 01h 25' 02'',,,4476,22,time,470907,5102
1953,33,MARTIN VAN GENEUGDEN,29,BELGIQUE,130h 53' 04'',+ 01h 29' 39'',,,4476,22,time,471184,5379
1953,34,RICHARD VAN GENECHTEN,30,BELGIQUE,130h 53' 42'',+ 01h 30' 17'',,,4476,22,time,471222,5417
1953,35,ADOLPHE DELEDDA,62,FRANCE,131h 00' 49'',+ 01h 37' 24'',,,4476,22,time,471649,5844
1953,36,HEIN VAN BREENEN,56,PAYS-BAS,131h 01' 06'',+ 01h 37' 41'',,,4476,22,time,471666,5861
1953,37,ANDRÉ DARRIGADE,114,SUD-OUEST,131h 02' 34'',+ 01h 39' 09'',,,4476,22,time,471754,5949
1953,38,PIERRE MOLINERIS,96,SUD EST,131h 02' 41'',+ 01h 39' 16'',,,4476,22,time,471761,5956
1953,39,JEAN FORESTIER,85,NORD EST-CENTRE,131h 03' 40'',+ 01h 40' 15'',,,4476,22,time,471820,6015
1953,40,ADRI SUYKERBUYK,55,PAYS-BAS,131h 03' 56'',+ 01h 40' 31'',,,4476,22,time,471836,6031
1953,41,JACQUES RENAUD,77,ILE DE FRANCE,131h 04' 07'',+ 01h 40' 42'',,,4476,22,time,471847,6042
1953,42,LIVIO ISOTI,7,ITALIE,131h 04' 28'',+ 01h 41' 03'',,,4476,22,time,471868,6063
1953,43,RENÉ DE SMET,26,BELGIQUE,131h 05' 50'',+ 01h 42' 25'',,,4476,22,time,471950,6145
1953,44,ROGER PONTET,109,OUEST,131h 07' 08'',+ 01h 43' 43'',,,4476,22,time,472028,6223
1953,45,JEAN ADRIAENSSENS,21,BELGIQUE,131h 07' 28'',+ 01h 44' 03'',,,4476,22,time,472048,6243
1953,46,FRANCISCO MASSIP,36,ESPAGNE,131h 08' 56'',+ 01h 45' 31'',,,4476,22,time,472136,6331
1953,47,ROGER WALKOWIAK,90,NORD EST-CENTRE,131h 16' 18'',+ 01h 52' 53'',,,4476,22,time,472578,6773
1953,48,ANTONIO GELABERT,33,ESPAGNE,131h 16' 21'',+ 01h 52' 56'',,,4476,22,time,472581,6776
1953,49,ALFRED TONELLO,80,ILE DE FRANCE,131h 17' 28'',+ 01h 54' 03'',,,4476,22,time,472648,6843
1953,50,JÉSUS LORONO,35,ESPAGNE,131h 21' 28'',+ 01h 58' 03'',,,4476,22,time,472888,7083
1953,51,RAOUL REMY,68,FRANCE,131h 25' 32'',+ 02h 02' 07'',,,4476,22,time,473132,7327
1953,52,FRED DE BRUYNE,24,BELGIQUE,131h 26' 11'',+ 02h 02' 46'',,,4476,22,time,473171,7366
1953,53,MARIO BARONI,2,ITALIE,131h 26' 31'',+ 02h 03' 06'',,,4476,22,time,473191,7386
1953,54,UMBERTO DREI,5,ITALIE,131h 35' 50'',+ 02h 12' 25'',,,4476,22,time,473750,7945
1953,55,JEAN DACQUAY,84,NORD EST-CENTRE,131h 35' 58'',+ 02h 12' 33'',,,4476,22,time,473758,7953
1953,56,GIOVANNI CORRIERI,4,ITALIE,131h 37' 30'',+ 02h 14' 05'',,,4476,22,time,473850,8045
1953,57,HENRI PARET,117,SUD-OUEST,131h 38' 59'',+ 02h 15' 34'',,,4476,22,time,473939,8134
1953,58,CLAUDE COLETTE,113,SUD-OUEST,131h 39' 43'',+ 02h 16' 18'',,,4476,22,time,473983,8178
1953,59,VINCENT VITETTA,99,SUD EST,131h 43' 25'',+ 02h 20' 00'',,,4476,22,time,474205,8400
1953,60,MAURICE DIOT,73,ILE DE FRANCE,131h 47' 34'',+ 02h 24' 09'',,,4476,22,time,474454,8649
1953,61,CARLO LAFRANCHI,13,SUISSE,131h 50' 13'',+ 02h 26' 48'',,,4476,22,time,474613,8808
1953,62,JOSEPH MORVAN,108,OUEST,131h 54' 34'',+ 02h 31' 09'',,,4476,22,time,474874,9069
1953,63,RENÉ ROTTA,98,SUD EST,131h 54' 49'',+ 02h 31' 24'',,,4476,22,time,474889,9084
1953,64,BERNARD QUENNEHEN,89,NORD EST-CENTRE,131h 55' 22'',+ 02h 31' 57'',,,4476,22,time,474922,9117
1953,65,ARMAND AUDAIRE,101,OUEST,131h 55' 24'',+ 02h 31' 59'',,,4476,22,time,474924,9119
1953,66,WILLY KEMP,48,LUXEMBOURG,132h 06' 14'',+ 02h 42' 49'',,,4476,22,time,475574,9769
1953,67,MAX SCHELLENBERG,20,SUISSE,132h 06' 57'',+ 02h 43' 32'',,,4476,22,time,475617,9812
1953,68,MARTIN METZGER,16,SUISSE,132h 19' 23'',+ 02h 55' 58'',,,4476,22,time,476363,10558
1953,69,SIRO BIANCHI,94,SUD EST,132h 21' 58'',+ 02h 58' 33'',,,4476,22,time,476518,10713
1953,70,BERNARD BULTEL,107,OUEST,132h 49' 31'',+ 03h 26' 06'',,,4476,22,time,478171,12366
1953,71,NORBERT ESNAULT,103,OUEST,132h 54' 46'',+ 03h 31' 21'',,,4476,22,time,478486,12681
1953,72,JEAN SCHMIT,50,LUXEMBOURG,132h 58' 23'',+ 03h 34' 58'',,,4476,22,time,478703,12898
1953,73,DALMACIO LANGARICA,37,ESPAGNE,133h 03' 24'',+ 03h 39' 59'',,,4476,22,time,479004,13199
1953,74,JOSÉ VIDAL PORCAR,40,ESPAGNE,133h 11' 36'',+ 03h 48' 11'',,,4476,22,time,479496,13691
1953,75,BERNARD GAUTHIER,64,FRANCE,133h 13' 14'',+ 03h 49' 49'',,,4476,22,time,479594,13789
1953,76,CLAUDE ROUER,78,ILE DE FRANCE,133h 32' 35'',+ 04h 09' 10'',,,4476,22,time,480755,14950
1954,1,LOUISON BOBET,1,FRANCE,140h 06' 05'',-,,,4656,25,time,504365,0
1954,2,FERDI KUBLER,57,SUISSE,140h 21' 54'',+ 00h 15' 49'',,,4656,25,time,505314,949
1954,3,FRITZ SCHAER,60,SUISSE,140h 27' 51'',+ 00h 21' 46'',,,4656,25,time,505671,1306
1954,4,JEAN DOTTO,92,SUD EST,140h 34' 28'',+ 00h 28' 23'',,,4656,25,time,506068,1703
1954,5,JEAN MALLEJAC,86,OUEST,140h 37' 43'',+ 00h 31' 38'',,,4656,25,time,506263,1898
1954,6,STAN OCKERS,28,BELGIQUE,140h 51' 57'',+ 00h 45' 52'',,,4656,25,time,507117,2752
1954,7,LOUIS BERGAUD,112,SUD-OUEST,140h 53' 50'',+ 00h 47' 45'',,,4656,25,time,507230,2865
1954,8,VINCENT VITETTA,100,SUD EST,140h 57' 09'',+ 00h 51' 04'',,,4656,25,time,507429,3064
1954,9,JEAN BRANKART,21,BELGIQUE,140h 58' 03'',+ 00h 51' 58'',,,4656,25,time,507483,3118
1954,10,GILBERT BAUVIN,71,NORD EST-CENTRE,140h 58' 16'',+ 00h 52' 11'',,,4656,25,time,507496,3131
1954,11,NELLO LAUREDI,6,FRANCE,140h 58' 37'',+ 00h 52' 32'',,,4656,25,time,507517,3152
1954,12,CARLO CLERICI,51,SUISSE,141h 02' 31'',+ 00h 56' 26'',,,4656,25,time,507751,3386
1954,13,JEAN-APO LAZARIDES,95,SUD EST,141h 09' 58'',+ 01h 03' 53'',,,4656,25,time,508198,3833
1954,14,JAN NOLTEN,13,PAYS-BAS,141h 10' 00'',+ 01h 03' 55'',,,4656,25,time,508200,3835
1954,15,FRANÇOIS MAHE,85,OUEST,141h 14' 58'',+ 01h 08' 53'',,,4656,25,time,508498,4133
1954,16,WIM VAN EST,18,PAYS-BAS,141h 15' 08'',+ 01h 09' 03'',,,4656,25,time,508508,4143
1954,17,GERRIT VOORTING,19,PAYS-BAS,141h 16' 05'',+ 01h 10' 00'',,,4656,25,time,508565,4200
1954,18,BERNARDO RUIZ,49,ESPAGNE,141h 18' 13'',+ 01h 12' 08'',,,4656,25,time,508693,4328
1954,19,ANTONIN ROLLAND,9,FRANCE,141h 19' 05'',+ 01h 13' 00'',,,4656,25,time,508745,4380
1954,20,HEIN VAN BREENEN,16,PAYS-BAS,141h 24' 55'',+ 01h 18' 50'',,,4656,25,time,509095,4730
1954,21,MARCEL DEMULDER,24,BELGIQUE,141h 26' 53'',+ 01h 20' 48'',,,4656,25,time,509213,4848
1954,22,RICHARD VAN GENECHTEN,30,BELGIQUE,141h 30' 53'',+ 01h 24' 48'',,,4656,25,time,509453,5088
1954,23,LUCIEN TEISSEIRE,10,FRANCE,141h 34' 47'',+ 01h 28' 42'',,,4656,25,time,509687,5322
1954,24,LUCIEN LAZARIDES,96,SUD EST,141h 37' 48'',+ 01h 31' 43'',,,4656,25,time,509868,5503
1954,25,FEDERICO BAHAMONTES,42,ESPAGNE,141h 43' 37'',+ 01h 37' 32'',,,4656,25,time,510217,5852
1954,26,ADOLPHE DELEDDA,3,FRANCE,141h 45' 23'',+ 01h 39' 18'',,,4656,25,time,510323,5958
1954,27,JEAN FORESTIER,4,FRANCE,141h 49' 43'',+ 01h 43' 38'',,,4656,25,time,510583,6218
1954,28,MAURICE QUENTIN,107,ILE DE FRANCE,141h 51' 09'',+ 01h 45' 04'',,,4656,25,time,510669,6304
1954,29,ALEXANDRE CLOSE,22,BELGIQUE,142h 01' 55'',+ 01h 55' 50'',,,4656,25,time,511315,6950
1954,30,WILLY KEMP,64,LUXEMBOURG MIXTE,142h 09' 06'',+ 02h 03' 01'',,,4656,25,time,511746,7381
1954,31,FRANCISCO ALOMAR FLORIT,41,ESPAGNE,142h 20' 57'',+ 02h 14' 52'',,,4656,25,time,512457,8092
1954,32,DOMINIQUE FORLINI,104,ILE DE FRANCE,142h 23' 53'',+ 02h 17' 48'',,,4656,25,time,512633,8268
1954,33,JEAN LE GUILLY,106,ILE DE FRANCE,142h 25' 43'',+ 02h 19' 38'',,,4656,25,time,512743,8378
1954,34,RENÉ DE SMET,26,BELGIQUE,142h 34' 34'',+ 02h 28' 29'',,,4656,25,time,513274,8909
1954,35,RAYMOND HOORELBEKE,105,ILE DE FRANCE,142h 35' 49'',+ 02h 29' 44'',,,4656,25,time,513349,8984
1954,36,FRED DE BRUYNE,23,BELGIQUE,142h 37' 56'',+ 02h 31' 51'',,,4656,25,time,513476,9111
1954,37,ANDRÈS TROBAT,50,ESPAGNE,142h 51' 05'',+ 02h 45' 00'',,,4656,25,time,514265,9900
1954,38,RAOUL REMY,8,FRANCE,142h 52' 59'',+ 02h 46' 54'',,,4656,25,time,514379,10014
1954,39,GEORGES MEUNIER,77,NORD EST-CENTRE,142h 55' 48'',+ 02h 49' 43'',,,4656,25,time,514548,10183
1954,40,JACQUES VIVIER,120,SUD-OUEST,142h 56' 16'',+ 02h 50' 11'',,,4656,25,time,514576,10211
1954,41,ROBERT VARNAJO,90,OUEST,143h 01' 46'',+ 02h 55' 41'',,,4656,25,time,514906,10541
1954,42,JOSEPH MIRANDO,97,SUD EST,143h 02' 13'',+ 02h 56' 08'',,,4656,25,time,514933,10568
1954,43,EMILIO RODRIGUEZ,47,ESPAGNE,143h 03' 13'',+ 02h 57' 08'',,,4656,25,time,514993,10628
1954,44,JOSÉ PEREZ LLACER,46,ESPAGNE,143h 06' 40'',+ 03h 00' 35'',,,4656,25,time,515200,10835
1954,45,MANUEL RODRIGUEZ,48,ESPAGNE,143h 09' 20'',+ 03h 03' 15'',,,4656,25,time,515360,10995
1954,46,JEAN-MARIE CIELESKA,73,NORD EST-CENTRE,143h 12' 22'',+ 03h 06' 17'',,,4656,25,time,515542,11177
1954,47,HENK FAANHOF,11,PAYS-BAS,143h 15' 43'',+ 03h 09' 38'',,,4656,25,time,515743,11378
1954,48,JEAN CARLE,103,ILE DE FRANCE,143h 23' 03'',+ 03h 16' 58'',,,4656,25,time,516183,11818
1954,49,ANDRÉ DARRIGADE,2,FRANCE,143h 23' 51'',+ 03h 17' 46'',,,4656,25,time,516231,11866
1954,50,REMO PIANEZZI,59,SUISSE,143h 25' 51'',+ 03h 19' 46'',,,4656,25,time,516351,11986
1954,51,STANISLAS BOBER,102,ILE DE FRANCE,143h 26' 57'',+ 03h 20' 52'',,,4656,25,time,516417,12052
1954,52,RENÉ PRIVAT,118,SUD-OUEST,143h 28' 26'',+ 03h 22' 21'',,,4656,25,time,516506,12141
1954,53,MARCEL GUITARD,116,SUD-OUEST,143h 29' 53'',+ 03h 23' 48'',,,4656,25,time,516593,12228
1954,54,SALVADOR BOTELLA,43,ESPAGNE,143h 32' 55'',+ 03h 26' 50'',,,4656,25,time,516775,12410
1954,55,FRANCISCO MASSIP,45,ESPAGNE,143h 34' 54'',+ 03h 28' 49'',,,4656,25,time,516894,12529
1954,56,EMILIO CROCI-TORTI,52,SUISSE,143h 39' 05'',+ 03h 33' 00'',,,4656,25,time,517145,12780
1954,57,EUGÈNE TELOTTE,80,NORD EST-CENTRE,143h 43' 36'',+ 03h 37' 31'',,,4656,25,time,517416,13051
1954,58,ALFRED TONELLO,110,ILE DE FRANCE,143h 44' 13'',+ 03h 38' 08'',,,4656,25,time,517453,13088
1954,59,PIERRE MOLINERIS,7,FRANCE,144h 15' 22'',+ 04h 09' 17'',,,4656,25,time,519322,14957
1954,60,GEORGES GILLES,83,OUEST,144h 21' 00'',+ 04h 14' 55'',,,4656,25,time,519660,15295
1954,61,FRANCIS SIGUENZA,99,SUD EST,144h 21' 04'',+ 04h 14' 59'',,,4656,25,time,519664,15299
1954,62,MARCEL DUSSAULT,115,SUD-OUEST,144h 24' 40'',+ 04h 18' 35'',,,4656,25,time,519880,15515
1954,63,ALBERT BOUVET,82,OUEST,144h 26' 01'',+ 04h 19' 56'',,,4656,25,time,519961,15596
1954,64,MARCEL HENDRICKX,27,BELGIQUE,144h 42' 24'',+ 04h 36' 19'',,,4656,25,time,520944,16579
1954,65,EMILE GUERINEL,84,OUEST,144h 46' 45'',+ 04h 40' 40'',,,4656,25,time,521205,16840
1954,66,JEAN BELLAY,72,NORD EST-CENTRE,144h 50' 51'',+ 04h 44' 46'',,,4656,25,time,521451,17086
1954,67,PHILIPPE AGUT,111,SUD-OUEST,144h 53' 16'',+ 04h 47' 11'',,,4656,25,time,521596,17231
1954,68,KURT SCHNEIDER,68,LUXEMBOURG MIXTE,145h 56' 07'',+ 05h 50' 02'',,,4656,25,time,525367,21002
1954,69,MARCEL DIERKSENS,61,LUXEMBOURG MIXTE,146h 13' 24'',+ 06h 07' 19'',,,4656,25,time,526404,22039
1955,1,LOUISON BOBET,1,FRANCE,130h 29' 26'',-,,,4495,23,time,469766,0
1955,2,JEAN BRANKART,12,BELGIQUE,130h 34' 19'',+ 00h 04' 53'',,,4495,23,time,470059,293
1955,3,CHARLY GAUL,61,LUXEMBOURG MIXTE,130h 40' 46'',+ 00h 11' 20'',,,4495,23,time,470446,680
1955,4,PASQUALE FORNARA,57,ITALIE,130h 42' 10'',+ 00h 12' 44'',,,4495,23,time,470530,764
1955,5,ANTONIN ROLLAND,10,FRANCE,130h 42' 44'',+ 00h 13' 18'',,,4495,23,time,470564,798
1955,6,RAPHAËL GEMINIANI,7,FRANCE,130h 44' 27'',+ 00h 15' 01'',,,4495,23,time,470667,901
1955,7,GIANCARLO ASTRUA,51,ITALIE,130h 47' 39'',+ 00h 18' 13'',,,4495,23,time,470859,1093
1955,8,STAN OCKERS,17,BELGIQUE,130h 56' 39'',+ 00h 27' 13'',,,4495,23,time,471399,1633
1955,9,ALEXANDRE CLOSE,13,BELGIQUE,131h 00' 36'',+ 00h 31' 10'',,,4495,23,time,471636,1870
1955,10,FRANÇOIS MAHE,8,FRANCE,131h 05' 53'',+ 00h 36' 27'',,,4495,23,time,471953,2187
1955,11,MAURICE QUENTIN,106,OUEST,131h 06' 18'',+ 00h 36' 52'',,,4495,23,time,471978,2212
1955,12,AGOSTINO COLETTO,55,ITALIE,131h 08' 40'',+ 00h 39' 14'',,,4495,23,time,472120,2354
1955,13,RAYMOND IMPANIS,16,BELGIQUE,131h 15' 29'',+ 00h 46' 03'',,,4495,23,time,472529,2763
1955,14,JEAN BOBET,2,FRANCE,131h 29' 31'',+ 01h 00' 05'',,,4495,23,time,473371,3605
1955,15,WIM VAN EST,47,PAYS-BAS,131h 34' 16'',+ 01h 04' 50'',,,4495,23,time,473656,3890
1955,16,VINCENT VITETTA,120,SUD EST,131h 34' 44'',+ 01h 05' 18'',,,4495,23,time,473684,3918
1955,17,FRED DE BRUYNE,15,BELGIQUE,131h 34' 55'',+ 01h 05' 29'',,,4495,23,time,473695,3929
1955,18,GILBERT BAUVIN,92,NORD EST-CENTRE,131h 39' 24'',+ 01h 09' 58'',,,4495,23,time,473964,4198
1955,19,WOUT WAGTMANS,50,PAYS-BAS,131h 39' 42'',+ 01h 10' 16'',,,4495,23,time,473982,4216
1955,20,JÉSUS LORONO,25,ESPAGNE,131h 48' 51'',+ 01h 19' 25'',,,4495,23,time,474531,4765
1955,21,JAN NOLTEN,44,PAYS-BAS,131h 51' 11'',+ 01h 21' 45'',,,4495,23,time,474671,4905
1955,22,BERNARDO RUIZ,30,ESPAGNE,131h 55' 14'',+ 01h 25' 48'',,,4495,23,time,474914,5148
1955,23,BRUNO MONTI,59,ITALIE,132h 05' 47'',+ 01h 36' 21'',,,4495,23,time,475547,5781
1955,24,CLAUDE COLETTE,103,OUEST,132h 09' 27'',+ 01h 40' 01'',,,4495,23,time,475767,6001
1955,25,ALESSANDRO FANTINI,56,ITALIE,132h 14' 11'',+ 01h 44' 45'',,,4495,23,time,476051,6285
1955,26,MIGUEL POBLET,29,ESPAGNE,132h 14' 56'',+ 01h 45' 30'',,,4495,23,time,476096,6330
1955,27,HEIN VAN BREENEN,45,PAYS-BAS,132h 19' 15'',+ 01h 49' 49'',,,4495,23,time,476355,6589
