Year,Stages,Rank,Rider,Team,Times,Gap,B,P,Ranking type,Points,Checkpoint,Distance (km),Number of stages,ResultType,TotalSeconds,GapSeconds
2023,8,84,SIGRID HAUGSET,TEAM COOP-HITEC PRODUCTS,00h 33' 11'',+ 00h 03' 56'',,,Individual (Stage),,,956,8,time,1991,236
2023,8,85,SANNE CANT,FENIX-DECEUNINCK,,,,,Climber (Stage),26h 29' 24'',,956,8,time,0,0
2023,8,85,SANNE CANT,FENIX-DECEUNINCK,26h 29' 24'',+ 01h 11' 49'',,,Combative (Stage),,,956,8,time,95364,4309
2023,8,85,DANIELLE DE FRANCESCO,ARKEA PRO CYCLING TEAM,00h 33' 11'',+ 00h 03' 56'',,,Individual (Stage),,,956,8,time,1991,236
2023,8,86,CAMILLE FAHY,ST MICHEL - MAVIC - AUBER93,,,,,Climber (Stage),26h 30' 22'',,956,8,time,0,0
2023,8,86,CAMILLE FAHY,ST MICHEL - MAVIC - AUBER93,26h 30' 22'',+ 01h 12' 47'',,,Combative (Stage),,,956,8,time,95422,4367
2023,8,86,JOSIE NELSON,TEAM COOP-HITEC PRODUCTS,00h 33' 17'',+ 00h 04' 02'',,,Individual (Stage),,,956,8,time,1997,242
2023,8,87,LAURETTA HANSON,LIDL - TREK,,,,,Climber (Stage),26h 30' 25'',,956,8,time,0,0
2023,8,87,LAURETTA HANSON,LIDL - TREK,26h 30' 25'',+ 01h 12' 50'',,,Combative (Stage),,,956,8,time,95425,4370
2023,8,87,ALICE ARZUFFI,CERATIZIT - WNT PRO CYCLING TEAM,00h 33' 19'',+ 00h 04' 04'',,,Individual (Stage),,,956,8,time,1999,244
2023,8,88,CELIA LE MOUEL,ST MICHEL - MAVIC - AUBER93,,,,,Climber (Stage),26h 31' 13'',,956,8,time,0,0
2023,8,88,CELIA LE MOUEL,ST MICHEL - MAVIC - AUBER93,26h 31' 13'',+ 01h 13' 38'',,,Combative (Stage),,,956,8,time,95473,4418
2023,8,88,HENRIETTA CHRISTIE,HUMAN POWERED HEALTH,00h 33' 20'',+ 00h 04' 05'',,,Individual (Stage),,,956,8,time,2000,245
2023,8,89,SHEYLA GUTIERREZ RUIZ,MOVISTAR TEAM WOMEN,,,,,Climber (Stage),26h 33' 28'',,956,8,time,0,0
2023,8,89,SHEYLA GUTIERREZ RUIZ,MOVISTAR TEAM WOMEN,26h 33' 28'',+ 01h 15' 53'',,,Combative (Stage),,,956,8,time,95608,4553
2023,8,89,CLARA EMOND,ARKEA PRO CYCLING TEAM,00h 33' 20'',+ 00h 04' 05'',,,Individual (Stage),,,956,8,time,2000,245
2023,8,90,SARAH ROY,CANYON//SRAM RACING,,,,,Climber (Stage),26h 33' 37'',,956,8,time,0,0
2023,8,90,SARAH ROY,CANYON//SRAM RACING,26h 33' 37'',+ 01h 16' 02'',,,Combative (Stage),,,956,8,time,95617,4562
2023,8,90,PAULA PATIÑO BEDOYA,MOVISTAR TEAM WOMEN,00h 33' 24'',+ 00h 04' 09'',,,Individual (Stage),,,956,8,time,2004,249
2023,8,91,MAAIKE BOOGAARD,AG INSURANCE - SOUDAL QUICK-STEP TEAM,,,,,Climber (Stage),26h 36' 55'',,956,8,time,0,0
2023,8,91,MAAIKE BOOGAARD,AG INSURANCE - SOUDAL QUICK-STEP TEAM,26h 36' 55'',+ 01h 19' 20'',,,Combative (Stage),,,956,8,time,95815,4760
2023,8,91,ARIANNA FIDANZA,CERATIZIT - WNT PRO CYCLING TEAM,00h 33' 25'',+ 00h 04' 10'',,,Individual (Stage),,,956,8,time,2005,250
2023,8,92,SANDRA ALONSO,CERATIZIT - WNT PRO CYCLING TEAM,,,,,Climber (Stage),26h 37' 00'',,956,8,time,0,0
2023,8,92,SANDRA ALONSO,CERATIZIT - WNT PRO CYCLING TEAM,26h 37' 00'',+ 01h 19' 25'',,,Combative (Stage),,,956,8,time,95820,4765
2023,8,92,MARTA CAVALLI,FDJ-SUEZ,00h 33' 26'',+ 00h 04' 11'',,,Individual (Stage),,,956,8,time,2006,251
2023,8,93,SUSANNE ANDERSEN,UNO-X PRO CYCLING TEAM,,,,,Climber (Stage),26h 40' 16'',,956,8,time,0,0
2023,8,93,SUSANNE ANDERSEN,UNO-X PRO CYCLING TEAM,26h 40' 16'',+ 01h 22' 41'',,,Combative (Stage),,,956,8,time,96016,4961
2023,8,93,SHEYLA GUTIERREZ RUIZ,MOVISTAR TEAM WOMEN,00h 33' 31'',+ 00h 04' 16'',,,Individual (Stage),,,956,8,time,2011,256
2023,8,94,NINA KESSLER,TEAM JAYCO ALULA,,,,,Climber (Stage),26h 40' 51'',,956,8,time,0,0
2023,8,94,NINA KESSLER,TEAM JAYCO ALULA,26h 40' 51'',+ 01h 23' 16'',,,Combative (Stage),,,956,8,time,96051,4996
2023,8,94,STINE DALE,TEAM COOP-HITEC PRODUCTS,00h 33' 34'',+ 00h 04' 19'',,,Individual (Stage),,,956,8,time,2014,259
2023,8,95,ELENA CECCHINI,TEAM SD WORX,,,,,Climber (Stage),26h 41' 17'',,956,8,time,0,0
2023,8,95,ELENA CECCHINI,TEAM SD WORX,26h 41' 17'',+ 01h 23' 42'',,,Combative (Stage),,,956,8,time,96077,5022
2023,8,95,CAROLINE ANDERSSON,LIV RACING TEQFIND,00h 33' 34'',+ 00h 04' 19'',,,Individual (Stage),,,956,8,time,2014,259
2023,8,96,GEORGINA HOWE,TEAM JAYCO ALULA,,,,,Climber (Stage),26h 41' 59'',,956,8,time,0,0
2023,8,96,GEORGINA HOWE,TEAM JAYCO ALULA,26h 41' 59'',+ 01h 24' 24'',,,Combative (Stage),,,956,8,time,96119,5064
2023,8,96,BARBARA MALCOTTI,HUMAN POWERED HEALTH,00h 33' 38'',+ 00h 04' 23'',,,Individual (Stage),,,956,8,time,2018,263
2023,8,97,MAGDELEINE VALLIERES,EF EDUCATION - TIBCO - SVB,,,,,Climber (Stage),26h 42' 23'',,956,8,time,0,0
2023,8,97,MAGDELEINE VALLIERES,EF EDUCATION - TIBCO - SVB,26h 42' 23'',+ 01h 24' 48'',,,Combative (Stage),,,956,8,time,96143,5088
2023,8,97,NINA BERTON,CERATIZIT - WNT PRO CYCLING TEAM,00h 33' 42'',+ 00h 04' 27'',,,Individual (Stage),,,956,8,time,2022,267
2023,8,98,ARIANNA FIDANZA,CERATIZIT - WNT PRO CYCLING TEAM,,,,,Climber (Stage),26h 42' 53'',,956,8,time,0,0
2023,8,98,ARIANNA FIDANZA,CERATIZIT - WNT PRO CYCLING TEAM,26h 42' 53'',+ 01h 25' 18'',,,Combative (Stage),,,956,8,time,96173,5118
2023,8,98,ELENA HARTMANN,ISRAEL PREMIER TECH ROLAND,00h 33' 43'',+ 00h 04' 28'',,,Individual (Stage),,,956,8,time,2023,268
2023,8,99,TENIEL CAMPBELL,TEAM JAYCO ALULA,,,,,Climber (Stage),26h 42' 59'',,956,8,time,0,0
2023,8,99,TENIEL CAMPBELL,TEAM JAYCO ALULA,26h 42' 59'',+ 01h 25' 24'',,,Combative (Stage),,,956,8,time,96179,5124
2023,8,99,MARGAUX VIGIE,LIFEPLUS WAHOO,00h 33' 47'',+ 00h 04' 32'',,,Individual (Stage),,,956,8,time,2027,272
2023,8,100,KATHRIN SCHWEINBERGER,CERATIZIT - WNT PRO CYCLING TEAM,,,,,Climber (Stage),26h 43' 15'',,956,8,time,0,0
2023,8,100,KATHRIN SCHWEINBERGER,CERATIZIT - WNT PRO CYCLING TEAM,26h 43' 15'',+ 01h 25' 40'',,,Combative (Stage),,,956,8,time,96195,5140
2023,8,100,SORAYA PALADIN,CANYON//SRAM RACING,00h 33' 48'',+ 00h 04' 33'',,,Individual (Stage),,,956,8,time,2028,273
2023,8,101,JEANNE KOREVAAR,LIV RACING TEQFIND,,,,,Climber (Stage),26h 44' 34'',,956,8,time,0,0
2023,8,101,JEANNE KOREVAAR,LIV RACING TEQFIND,26h 44' 34'',+ 01h 26' 59'',,,Combative (Stage),,,956,8,time,96274,5219
2023,8,101,MORGANE COSTON,COFIDIS WOMEN TEAM,00h 33' 50'',+ 00h 04' 35'',,,Individual (Stage),,,956,8,time,2030,275
2023,8,102,NATHALIE EKLUND,ISRAEL PREMIER TECH ROLAND,,,,,Climber (Stage),26h 45' 07'',,956,8,time,0,0
2023,8,102,NATHALIE EKLUND,ISRAEL PREMIER TECH ROLAND,26h 45' 07'',+ 01h 27' 32'',,,Combative (Stage),,,956,8,time,96307,5252
2023,8,102,CAMILLE FAHY,ST MICHEL - MAVIC - AUBER93,00h 33' 52'',+ 00h 04' 37'',,,Individual (Stage),,,956,8,time,2032,277
2023,8,103,CORYN LABECKI,TEAM JUMBO-VISMA,,,,,Climber (Stage),26h 45' 10'',,956,8,time,0,0
2023,8,103,CORYN LABECKI,TEAM JUMBO-VISMA,26h 45' 10'',+ 01h 27' 35'',,,Combative (Stage),,,956,8,time,96310,5255
2023,8,103,ERICA MAGNALDI,UAE TEAM ADQ,00h 33' 54'',+ 00h 04' 39'',,,Individual (Stage),,,956,8,time,2034,279
2023,8,104,EVY KUIJPERS,FENIX-DECEUNINCK,,,,,Climber (Stage),26h 47' 00'',,956,8,time,0,0
2023,8,104,EVY KUIJPERS,FENIX-DECEUNINCK,26h 47' 00'',+ 01h 29' 25'',,,Combative (Stage),,,956,8,time,96420,5365
2023,8,104,KATHRIN SCHWEINBERGER,CERATIZIT - WNT PRO CYCLING TEAM,00h 33' 54'',+ 00h 04' 39'',,,Individual (Stage),,,956,8,time,2034,279
2023,8,105,HENRIETTA CHRISTIE,HUMAN POWERED HEALTH,,,,,Climber (Stage),26h 47' 03'',,956,8,time,0,0
2023,8,105,HENRIETTA CHRISTIE,HUMAN POWERED HEALTH,26h 47' 03'',+ 01h 29' 28'',,,Combative (Stage),,,956,8,time,96423,5368
2023,8,105,APRIL TACEY,LIFEPLUS WAHOO,00h 33' 55'',+ 00h 04' 40'',,,Individual (Stage),,,956,8,time,2035,280
2023,8,106,WILMA OLAUSSON,UNO-X PRO CYCLING TEAM,,,,,Climber (Stage),26h 48' 01'',,956,8,time,0,0
2023,8,106,WILMA OLAUSSON,UNO-X PRO CYCLING TEAM,26h 48' 01'',+ 01h 30' 26'',,,Combative (Stage),,,956,8,time,96481,5426
2023,8,106,SANDRINE BIDEAU,ST MICHEL - MAVIC - AUBER93,00h 33' 55'',+ 00h 04' 40'',,,Individual (Stage),,,956,8,time,2035,280
2023,8,107,STINE DALE,TEAM COOP-HITEC PRODUCTS,,,,,Climber (Stage),26h 48' 31'',,956,8,time,0,0
2023,8,107,STINE DALE,TEAM COOP-HITEC PRODUCTS,26h 48' 31'',+ 01h 30' 56'',,,Combative (Stage),,,956,8,time,96511,5456
2023,8,107,WILMA OLAUSSON,UNO-X PRO CYCLING TEAM,00h 33' 56'',+ 00h 04' 41'',,,Individual (Stage),,,956,8,time,2036,281
2023,8,108,ALISON JACKSON,EF EDUCATION - TIBCO - SVB,,,,,Climber (Stage),26h 49' 25'',,956,8,time,0,0
2023,8,108,ALISON JACKSON,EF EDUCATION - TIBCO - SVB,26h 49' 25'',+ 01h 31' 50'',,,Combative (Stage),,,956,8,time,96565,5510
2023,8,108,TYPHAINE LAURANCE,LIFEPLUS WAHOO,00h 33' 58'',+ 00h 04' 43'',,,Individual (Stage),,,956,8,time,2038,283
2023,8,109,ILARIA SANGUINETI,LIDL - TREK,,,,,Climber (Stage),26h 53' 31'',,956,8,time,0,0
2023,8,109,ILARIA SANGUINETI,LIDL - TREK,26h 53' 31'',+ 01h 35' 56'',,,Combative (Stage),,,956,8,time,96811,5756
2023,8,109,INDIA GRANGIER,TEAM COOP-HITEC PRODUCTS,00h 33' 58'',+ 00h 04' 43'',,,Individual (Stage),,,956,8,time,2038,283
2023,8,110,MARGAUX VIGIE,LIFEPLUS WAHOO,,,,,Climber (Stage),26h 54' 12'',,956,8,time,0,0
2023,8,110,MARGAUX VIGIE,LIFEPLUS WAHOO,26h 54' 12'',+ 01h 36' 37'',,,Combative (Stage),,,956,8,time,96852,5797
2023,8,110,TIRIL JØRGENSEN,TEAM COOP-HITEC PRODUCTS,00h 34' 13'',+ 00h 04' 58'',,,Individual (Stage),,,956,8,time,2053,298
2023,8,111,MEGAN JASTRAB,TEAM DSM-FIRMENICH,,,,,Climber (Stage),26h 55' 22'',,956,8,time,0,0
2023,8,111,MEGAN JASTRAB,TEAM DSM-FIRMENICH,26h 55' 22'',+ 01h 37' 47'',,,Combative (Stage),,,956,8,time,96922,5867
2023,8,111,ANASTASIYA KOLESAVA,ARKEA PRO CYCLING TEAM,00h 34' 20'',+ 00h 05' 05'',,,Individual (Stage),,,956,8,time,2060,305
2023,8,112,SANDRINE BIDEAU,ST MICHEL - MAVIC - AUBER93,,,,,Climber (Stage),26h 55' 38'',,956,8,time,0,0
2023,8,112,SANDRINE BIDEAU,ST MICHEL - MAVIC - AUBER93,26h 55' 38'',+ 01h 38' 03'',,,Combative (Stage),,,956,8,time,96938,5883
2023,8,112,YARA KASTELIJN,FENIX-DECEUNINCK,00h 34' 29'',+ 00h 05' 14'',,,Individual (Stage),,,956,8,time,2069,314
2023,8,113,TIRIL JØRGENSEN,TEAM COOP-HITEC PRODUCTS,,,,,Climber (Stage),26h 58' 33'',,956,8,time,0,0
2023,8,113,TIRIL JØRGENSEN,TEAM COOP-HITEC PRODUCTS,26h 58' 33'',+ 01h 40' 58'',,,Combative (Stage),,,956,8,time,97113,6058
2023,8,113,SARA POIDEVIN,EF EDUCATION - TIBCO - SVB,00h 34' 32'',+ 00h 05' 17'',,,Individual (Stage),,,956,8,time,2072,317
2023,8,114,VITTORIA GUAZZINI,FDJ-SUEZ,,,,,Climber (Stage),26h 58' 57'',,956,8,time,0,0
2023,8,114,VITTORIA GUAZZINI,FDJ-SUEZ,26h 58' 57'',+ 01h 41' 22'',,,Combative (Stage),,,956,8,time,97137,6082
2023,8,114,NATALIE GRINCZER,LIFEPLUS WAHOO,00h 34' 35'',+ 00h 05' 20'',,,Individual (Stage),,,956,8,time,2075,320
2023,8,115,ANASTASIYA KOLESAVA,ARKEA PRO CYCLING TEAM,,,,,Climber (Stage),27h 00' 21'',,956,8,time,0,0
2023,8,115,ANASTASIYA KOLESAVA,ARKEA PRO CYCLING TEAM,27h 00' 21'',+ 01h 42' 46'',,,Combative (Stage),,,956,8,time,97221,6166
2023,8,115,ILARIA SANGUINETI,LIDL - TREK,00h 34' 36'',+ 00h 05' 21'',,,Individual (Stage),,,956,8,time,2076,321
2023,8,116,APRIL TACEY,LIFEPLUS WAHOO,,,,,Climber (Stage),27h 00' 50'',,956,8,time,0,0
2023,8,116,APRIL TACEY,LIFEPLUS WAHOO,27h 00' 50'',+ 01h 43' 15'',,,Combative (Stage),,,956,8,time,97250,6195
2023,8,116,CORYN LABECKI,TEAM JUMBO-VISMA,00h 34' 40'',+ 00h 05' 25'',,,Individual (Stage),,,956,8,time,2080,325
2023,8,117,INDIA GRANGIER,TEAM COOP-HITEC PRODUCTS,,,,,Climber (Stage),27h 02' 02'',,956,8,time,0,0
2023,8,117,INDIA GRANGIER,TEAM COOP-HITEC PRODUCTS,27h 02' 02'',+ 01h 44' 27'',,,Combative (Stage),,,956,8,time,97322,6267
2023,8,117,MARJOLEIN VAN 'T GELOOF,HUMAN POWERED HEALTH,00h 34' 43'',+ 00h 05' 28'',,,Individual (Stage),,,956,8,time,2083,328
2023,8,118,JESSICA ALLEN,TEAM JAYCO ALULA,,,,,Climber (Stage),27h 04' 36'',,956,8,time,0,0
2023,8,118,JESSICA ALLEN,TEAM JAYCO ALULA,27h 04' 36'',+ 01h 47' 01'',,,Combative (Stage),,,956,8,time,97476,6421
2023,8,118,SUSANNE ANDERSEN,UNO-X PRO CYCLING TEAM,00h 35' 05'',+ 00h 05' 50'',,,Individual (Stage),,,956,8,time,2105,350
2023,8,119,ANTRI CHRISTOFOROU,HUMAN POWERED HEALTH,,,,,Climber (Stage),27h 09' 01'',,956,8,time,0,0
2023,8,119,ANTRI CHRISTOFOROU,HUMAN POWERED HEALTH,27h 09' 01'',+ 01h 51' 26'',,,Combative (Stage),,,956,8,time,97741,6686
2023,8,119,JESSICA ALLEN,TEAM JAYCO ALULA,00h 35' 09'',+ 00h 05' 54'',,,Individual (Stage),,,956,8,time,2109,354
2023,8,120,TYPHAINE LAURANCE,LIFEPLUS WAHOO,,,,,Climber (Stage),27h 09' 24'',,956,8,time,0,0
2023,8,120,TYPHAINE LAURANCE,LIFEPLUS WAHOO,27h 09' 24'',+ 01h 51' 49'',,,Combative (Stage),,,956,8,time,97764,6709
2023,8,120,NINA KESSLER,TEAM JAYCO ALULA,00h 35' 10'',+ 00h 05' 55'',,,Individual (Stage),,,956,8,time,2110,355
2023,8,121,JOSIE NELSON,TEAM COOP-HITEC PRODUCTS,,,,,Climber (Stage),27h 10' 14'',,956,8,time,0,0
2023,8,121,JOSIE NELSON,TEAM COOP-HITEC PRODUCTS,27h 10' 14'',+ 01h 52' 39'',,,Combative (Stage),,,956,8,time,97814,6759
2023,8,121,ANTRI CHRISTOFOROU,HUMAN POWERED HEALTH,00h 35' 19'',+ 00h 06' 04'',,,Individual (Stage),,,956,8,time,2119,364
2023,8,122,JOSIE TALBOT,COFIDIS WOMEN TEAM,,,,,Climber (Stage),27h 13' 36'',,956,8,time,0,0
2023,8,122,JOSIE TALBOT,COFIDIS WOMEN TEAM,27h 13' 36'',+ 01h 56' 01'',,,Combative (Stage),,,956,8,time,98016,6961
2023,8,122,NATHALIE EKLUND,ISRAEL PREMIER TECH ROLAND,00h 35' 28'',+ 00h 06' 13'',,,Individual (Stage),,,956,8,time,2128,373
2023,8,123,MARJOLEIN VAN 'T GELOOF,HUMAN POWERED HEALTH,,,,,Climber (Stage),27h 27' 55'',,956,8,time,0,0
2023,8,123,MARJOLEIN VAN 'T GELOOF,HUMAN POWERED HEALTH,27h 27' 55'',+ 02h 10' 20'',,,Combative (Stage),,,956,8,time,98875,7820
2023,8,123,ERI YONAMINE,HUMAN POWERED HEALTH,00h 35' 32'',+ 00h 06' 17'',,,Individual (Stage),,,956,8,time,2132,377
2024,1,1,CRISTINA TONETTI,LABORAL KUTXA - FUNDACION EUSKADI,,,,,Climber (Stage),2 PTS,,946,8,time,0,0
2024,1,1,CHARLOTTE KOOL,TEAM DSM-FIRMENICH POSTNL,02h 47' 40'',-,10',,Individual (Stage),,,946,8,time,10060,0
2024,1,1,MARIANNE VOS,TEAM VISMA | LEASE A BIKE,,,,,Points (Stage),25 PTS,,946,8,time,0,0
2024,1,1,CHARLOTTE KOOL,TEAM DSM-FIRMENICH POSTNL,,,10',,Points (Stage),50 PTS,,946,8,time,0,0
2024,1,1,,CERATIZIT - WNT PRO CYCLING TEAM,08h 23' 00'',-,,,Team (Stage),,,946,8,time,30180,0
2024,1,1,ANNIINA AHTOSALO,UNO-X MOBILITY,02h 47' 40'',-,,,Youth (Stage),,,946,8,time,10060,0
2024,1,2,RUBY ROSEMAN-GANNON,LIV-ALULA-JAYCO,,,,,Climber (Stage),1 PTS,,946,8,time,0,0
2024,1,2,ANNIINA AHTOSALO,UNO-X MOBILITY,02h 47' 40'',-,06',,Individual (Stage),,,946,8,time,10060,0
2024,1,2,RUBY ROSEMAN-GANNON,LIV-ALULA-JAYCO,,,,,Points (Stage),20 PTS,,946,8,time,0,0
2024,1,2,ANNIINA AHTOSALO,UNO-X MOBILITY,,,06',,Points (Stage),30 PTS,,946,8,time,0,0
2024,1,2,,EF - OATLY - CANNONDALE,08h 23' 00'',-,,,Team (Stage),,,946,8,time,30180,0
2024,1,2,FEM VAN EMPEL,TEAM VISMA | LEASE A BIKE,02h 47' 40'',-,,,Youth (Stage),,,946,8,time,10060,0
2024,1,3,ELISA BALSAMO,LIDL - TREK,02h 47' 40'',-,04',,Individual (Stage),,,946,8,time,10060,0
2024,1,3,MARTHE TRUYEN,FENIX-DECEUNINCK,,,,,Points (Stage),17 PTS,,946,8,time,0,0
2024,1,3,ELISA BALSAMO,LIDL - TREK,,,04',,Points (Stage),20 PTS,,946,8,time,0,0
2024,1,3,,TEAM VISMA | LEASE A BIKE,08h 23' 00'',-,,,Team (Stage),,,946,8,time,30180,0
2024,1,3,LINDA RIEDMANN,TEAM VISMA | LEASE A BIKE,02h 47' 40'',-,,,Youth (Stage),,,946,8,time,10060,0
2024,1,4,LOTTA HENTTALA,EF - OATLY - CANNONDALE,02h 47' 40'',-,,,Individual (Stage),,,946,8,time,10060,0
2024,1,4,ANNA HENDERSON,TEAM VISMA | LEASE A BIKE,,,,,Points (Stage),15 PTS,,946,8,time,0,0
2024,1,4,LOTTA HENTTALA,EF - OATLY - CANNONDALE,,,,,Points (Stage),18 PTS,,946,8,time,0,0
2024,1,4,,TEAM SD WORX - PROTIME,08h 23' 00'',-,,,Team (Stage),,,946,8,time,30180,0
2024,1,4,PUCK PIETERSE,FENIX-DECEUNINCK,02h 47' 40'',-,,,Youth (Stage),,,946,8,time,10060,0
2024,1,5,MARIANNE VOS,TEAM VISMA | LEASE A BIKE,02h 47' 40'',-,,,Individual (Stage),,,946,8,time,10060,0
2024,1,5,FEM VAN EMPEL,TEAM VISMA | LEASE A BIKE,,,,,Points (Stage),13 PTS,,946,8,time,0,0
2024,1,5,MARIANNE VOS,TEAM VISMA | LEASE A BIKE,,,,,Points (Stage),16 PTS,,946,8,time,0,0
2024,1,5,,LIV-ALULA-JAYCO,08h 23' 00'',-,,,Team (Stage),,,946,8,time,30180,0
2024,1,5,ILSE PLUIMERS,AG INSURANCE - SOUDAL TEAM,02h 47' 40'',-,,,Youth (Stage),,,946,8,time,10060,0
2024,1,6,DARIA PIKULIK,HUMAN POWERED HEALTH,02h 47' 40'',-,,,Individual (Stage),,,946,8,time,10060,0
2024,1,6,CAROLINE ANDERSSON,LIV-ALULA-JAYCO,,,,,Points (Stage),11 PTS,,946,8,time,0,0
2024,1,6,DARIA PIKULIK,HUMAN POWERED HEALTH,,,,,Points (Stage),14 PTS,,946,8,time,0,0
2024,1,6,,TEAM DSM-FIRMENICH POSTNL,08h 23' 00'',-,,,Team (Stage),,,946,8,time,30180,0
2024,1,6,JULIE DE WILDE,FENIX-DECEUNINCK,02h 47' 40'',-,,,Youth (Stage),,,946,8,time,10060,0
2024,1,7,MYLENE DE ZOETE,CERATIZIT - WNT PRO CYCLING TEAM,02h 47' 40'',-,,,Individual (Stage),,,946,8,time,10060,0
2024,1,7,FRANZISKA KOCH,TEAM DSM-FIRMENICH POSTNL,,,,,Points (Stage),10 PTS,,946,8,time,0,0
2024,1,7,MYLENE DE ZOETE,CERATIZIT - WNT PRO CYCLING TEAM,,,,,Points (Stage),12 PTS,,946,8,time,0,0
2024,1,7,,HUMAN POWERED HEALTH,08h 23' 00'',-,,,Team (Stage),,,946,8,time,30180,0
2024,1,7,MARION BUNEL,ST MICHEL - MAVIC - AUBER93,02h 47' 40'',-,,,Youth (Stage),,,946,8,time,10060,0
2024,1,8,KIM LE COURT PIENAAR,AG INSURANCE - SOUDAL TEAM,02h 47' 40'',-,,,Individual (Stage),,,946,8,time,10060,0
2024,1,8,FRANCESCA BARALE,TEAM DSM-FIRMENICH POSTNL,,,,,Points (Stage),9 PTS,,946,8,time,0,0
2024,1,8,KIM LE COURT PIENAAR,AG INSURANCE - SOUDAL TEAM,,,,,Points (Stage),10 PTS,,946,8,time,0,0
2024,1,8,,UNO-X MOBILITY,08h 23' 00'',-,,,Team (Stage),,,946,8,time,30180,0
2024,1,8,SHIRIN VAN ANROOIJ,LIDL - TREK,02h 47' 40'',-,,,Youth (Stage),,,946,8,time,10060,0
2024,1,9,EMILIA FAHLIN,ARKEA - B&B HOTELS WOMEN,02h 47' 40'',-,,,Individual (Stage),,,946,8,time,10060,0
2024,1,9,MISCHA BREDEWOLD,TEAM SD WORX - PROTIME,,,,,Points (Stage),8 PTS,,946,8,time,0,0
2024,1,9,EMILIA FAHLIN,ARKEA - B&B HOTELS WOMEN,,,,,Points (Stage),8 PTS,,946,8,time,0,0
2024,1,9,,AG INSURANCE - SOUDAL TEAM,08h 23' 00'',-,,,Team (Stage),,,946,8,time,30180,0
2024,1,9,NEVE SUMMER BRADBURY,CANYON//SRAM RACING,02h 47' 40'',-,,,Youth (Stage),,,946,8,time,10060,0
2024,1,10,BLANKA VAS,TEAM SD WORX - PROTIME,02h 47' 40'',-,,,Individual (Stage),,,946,8,time,10060,0
2024,1,10,ELISE CHABBEY,CANYON//SRAM RACING,,,,,Points (Stage),7 PTS,,946,8,time,0,0
2024,1,10,BLANKA VAS,TEAM SD WORX - PROTIME,,,,,Points (Stage),7 PTS,,946,8,time,0,0
2024,1,10,,FENIX-DECEUNINCK,08h 23' 00'',-,,,Team (Stage),,,946,8,time,30180,0
2024,1,10,FRANCESCA BARALE,TEAM DSM-FIRMENICH POSTNL,02h 47' 40'',-,,,Youth (Stage),,,946,8,time,10060,0
2024,1,11,KATHRIN SCHWEINBERGER,CERATIZIT - WNT PRO CYCLING TEAM,02h 47' 40'',-,,,Individual (Stage),,,946,8,time,10060,0
2024,1,11,KATARZYNA Niewiadoma-Phinney,CANYON//SRAM RACING,,,,,Points (Stage),6 PTS,,946,8,time,0,0
2024,1,11,KATHRIN SCHWEINBERGER,CERATIZIT - WNT PRO CYCLING TEAM,,,,,Points (Stage),6 PTS,,946,8,time,0,0
2024,1,11,,MOVISTAR TEAM,08h 23' 00'',-,,,Team (Stage),,,946,8,time,30180,0
2024,1,11,MAUREEN ARENS,LOTTO DSTNY LADIES,02h 47' 40'',-,,,Youth (Stage),,,946,8,time,10060,0
2024,1,12,EMMA NORSGAARD BJERG,MOVISTAR TEAM,02h 47' 40'',-,,,Individual (Stage),,,946,8,time,10060,0
2024,1,12,NEVE SUMMER BRADBURY,CANYON//SRAM RACING,,,,,Points (Stage),5 PTS,,946,8,time,0,0
2024,1,12,EMMA NORSGAARD BJERG,MOVISTAR TEAM,,,,,Points (Stage),5 PTS,,946,8,time,0,0
2024,1,12,,UAE TEAM ADQ,08h 23' 00'',-,,,Team (Stage),,,946,8,time,30180,0
2024,1,12,CRISTINA TONETTI,LABORAL KUTXA - FUNDACION EUSKADI,02h 47' 40'',-,,,Youth (Stage),,,946,8,time,10060,0
2024,1,13,QUINTY TON,LIV-ALULA-JAYCO,02h 47' 40'',-,,,Individual (Stage),,,946,8,time,10060,0
2024,1,13,PFEIFFER GEORGI,TEAM DSM-FIRMENICH POSTNL,,,,,Points (Stage),4 PTS,,946,8,time,0,0
2024,1,13,QUINTY TON,LIV-ALULA-JAYCO,,,,,Points (Stage),4 PTS,,946,8,time,0,0
2024,1,13,,LOTTO DSTNY LADIES,08h 23' 00'',-,,,Team (Stage),,,946,8,time,30180,0
2024,1,13,CAMILLE FAHY,ST MICHEL - MAVIC - AUBER93,02h 47' 40'',-,,,Youth (Stage),,,946,8,time,10060,0
2024,1,14,KARLIJN SWINKELS,UAE TEAM ADQ,02h 47' 40'',-,,,Individual (Stage),,,946,8,time,10060,0
2024,1,14,ELLEN VAN DIJK,LIDL - TREK,,,,,Points (Stage),3 PTS,,946,8,time,0,0
2024,1,14,KARLIJN SWINKELS,UAE TEAM ADQ,,,,,Points (Stage),3 PTS,,946,8,time,0,0
2024,1,14,,CANYON//SRAM RACING,08h 23' 00'',-,,,Team (Stage),,,946,8,time,30180,0
2024,1,14,WILMA AINTILA,LOTTO DSTNY LADIES,02h 47' 40'',-,,,Youth (Stage),,,946,8,time,10060,0
2024,1,15,OLIVIA BARIL,MOVISTAR TEAM,02h 47' 40'',-,,,Individual (Stage),,,946,8,time,10060,0
2024,1,15,CHRISTINE MAJERUS,TEAM SD WORX - PROTIME,,,,,Points (Stage),2 PTS,,946,8,time,0,0
