Stages,Parcours,Winner of stage,Year,Start,Finish,Rider,Team
15.0,Dunkerque > Paris,JEAN ROSSIUS  (TDF 1920 ***),1920,Dunkerque,Paris,JEAN ROSSIUS,TDF 1920 ***
1.0,Paris > Le Havre,LOUIS MOTTIAT  (TDF 1921 ***),1921,Paris,Le Havre,LOUIS MOTTIAT,TDF 1921 ***
2.0,Le Havre > Cherbourg-en-Cotentin,ROMAIN BELLENGER  (TDF 1921 ***),1921,Le Havre,Cherbourg-en-Cotentin,ROMAIN BELLENGER,TDF 1921 ***
3.0,Cherbourg-en-Cotentin > Brest,LÉON SCIEUR  (TDF 1921 ***),1921,Cherbourg-en-Cotentin,Brest,LÉON SCIEUR,TDF 1921 ***
4.0,Brest > Les Sables,LOUIS MOTTIAT  (TDF 1921 ***),1921,Brest,Les Sables,LOUIS MOTTIAT,TDF 1921 ***
5.0,Les Sables > Bayonne,LOUIS MOTTIAT  (TDF 1921 ***),1921,Les Sables,Bayonne,LOUIS MOTTIAT,TDF 1921 ***
6.0,Bayonne > Luchon,HECTOR HEUSGHEM  (TDF 1921 ***),1921,Bayonne,Luchon,HECTOR HEUSGHEM,TDF 1921 ***
7.0,Luchon > Perpignan,LOUIS MOTTIAT  (TDF 1921 ***),1921,Luchon,Perpignan,LOUIS MOTTIAT,TDF 1921 ***
8.0,Perpignan > Toulon,LUIGI LUCOTTI  (TDF 1921 ***),1921,Perpignan,Toulon,LUIGI LUCOTTI,TDF 1921 ***
9.0,Toulon > Nice,FIRMIN LAMBOT  (TDF 1921 ***),1921,Toulon,Nice,FIRMIN LAMBOT,TDF 1921 ***
10.0,Nice > Grenoble,LÉON SCIEUR  (TDF 1921 ***),1921,Nice,Grenoble,LÉON SCIEUR,TDF 1921 ***
11.0,Grenoble > Genève,FÉLIX GOETHALS  (TDF 1921 ***),1921,Grenoble,Genève,FÉLIX GOETHALS,TDF 1921 ***
13.0,Strasbourg > Metz,FÉLIX SELLIER  (TDF 1921 ***),1921,Strasbourg,Metz,FÉLIX SELLIER,TDF 1921 ***
14.0,Metz > Dunkerque,FÉLIX GOETHALS  (TDF 1921 ***),1921,Metz,Dunkerque,FÉLIX GOETHALS,TDF 1921 ***
15.0,Dunkerque > Paris,FÉLIX GOETHALS  (TDF 1921 ***),1921,Dunkerque,Paris,FÉLIX GOETHALS,TDF 1921 ***
1.0,Paris > Le Havre,ROBERT JACQUINOT  (TDF 1922 ***),1922,Paris,Le Havre,ROBERT JACQUINOT,TDF 1922 ***
2.0,Le Havre > Cherbourg-en-Cotentin,ROMAIN BELLENGER  (TDF 1922 ***),1922,Le Havre,Cherbourg-en-Cotentin,ROMAIN BELLENGER,TDF 1922 ***
3.0,Cherbourg-en-Cotentin > Brest,ROBERT JACQUINOT  (TDF 1922 ***),1922,Cherbourg-en-Cotentin,Brest,ROBERT JACQUINOT,TDF 1922 ***
4.0,Brest > Les Sables,PHILIPPE THYS  (TDF 1922 ***),1922,Brest,Les Sables,PHILIPPE THYS,TDF 1922 ***
5.0,Les Sables > Bayonne,JEAN ALAVOINE  (TDF 1922 ***),1922,Les Sables,Bayonne,JEAN ALAVOINE,TDF 1922 ***
6.0,Bayonne > Luchon,JEAN ALAVOINE  (TDF 1922 ***),1922,Bayonne,Luchon,JEAN ALAVOINE,TDF 1922 ***
7.0,Luchon > Perpignan,JEAN ALAVOINE  (TDF 1922 ***),1922,Luchon,Perpignan,JEAN ALAVOINE,TDF 1922 ***
8.0,Perpignan > Toulon,PHILIPPE THYS  (TDF 1922 ***),1922,Perpignan,Toulon,PHILIPPE THYS,TDF 1922 ***
9.0,Toulon > Nice,PHILIPPE THYS  (TDF 1922 ***),1922,Toulon,Nice,PHILIPPE THYS,TDF 1922 ***
10.0,Nice > Briançon,PHILIPPE THYS  (TDF 1922 ***),1922,Nice,Briançon,PHILIPPE THYS,TDF 1922 ***
11.0,Briançon > Genève,EMILE ''SENIOR'' MASSON  (TDF 1922 ***),1922,Briançon,Genève,EMILE ''SENIOR'' MASSON,TDF 1922 ***
12.0,Genève > Strasbourg,EMILE ''SENIOR'' MASSON  (TDF 1922 ***),1922,Genève,Strasbourg,EMILE ''SENIOR'' MASSON,TDF 1922 ***
13.0,Strasbourg > Metz,FEDERICO GAY  (TDF 1922 ***),1922,Strasbourg,Metz,FEDERICO GAY,TDF 1922 ***
14.0,Metz > Dunkerque,FÉLIX SELLIER  (TDF 1922 ***),1922,Metz,Dunkerque,FÉLIX SELLIER,TDF 1922 ***
15.0,Dunkerque > Paris,PHILIPPE THYS  (TDF 1922 ***),1922,Dunkerque,Paris,PHILIPPE THYS,TDF 1922 ***
1.0,Paris > Le Havre,ROBERT JACQUINOT  (TDF 1923 ***),1923,Paris,Le Havre,ROBERT JACQUINOT,TDF 1923 ***
2.0,Le Havre > Cherbourg-en-Cotentin,OTTAVIO BOTTECCHIA  (TDF 1923 ***),1923,Le Havre,Cherbourg-en-Cotentin,OTTAVIO BOTTECCHIA,TDF 1923 ***
3.0,Cherbourg-en-Cotentin > Brest,HENRI PELISSIER  (TDF 1923 ***),1923,Cherbourg-en-Cotentin,Brest,HENRI PELISSIER,TDF 1923 ***
4.0,Brest > Les Sables,ALBERT DEJONGHE  (TDF 1923 ***),1923,Brest,Les Sables,ALBERT DEJONGHE,TDF 1923 ***
5.0,Les Sables > Bayonne,ROBERT JACQUINOT  (TDF 1923 ***),1923,Les Sables,Bayonne,ROBERT JACQUINOT,TDF 1923 ***
6.0,Bayonne > Luchon,JEAN ALAVOINE  (TDF 1923 ***),1923,Bayonne,Luchon,JEAN ALAVOINE,TDF 1923 ***
7.0,Luchon > Perpignan,JEAN ALAVOINE  (TDF 1923 ***),1923,Luchon,Perpignan,JEAN ALAVOINE,TDF 1923 ***
8.0,Perpignan > Toulon,LUCIEN BUYSSE  (TDF 1923 ***),1923,Perpignan,Toulon,LUCIEN BUYSSE,TDF 1923 ***
9.0,Toulon > Nice,JEAN ALAVOINE  (TDF 1923 ***),1923,Toulon,Nice,JEAN ALAVOINE,TDF 1923 ***
10.0,Nice > Briançon,HENRI PELISSIER  (TDF 1923 ***),1923,Nice,Briançon,HENRI PELISSIER,TDF 1923 ***
11.0,Briançon > Genève,HENRI PELISSIER  (TDF 1923 ***),1923,Briançon,Genève,HENRI PELISSIER,TDF 1923 ***
12.0,Genève > Strasbourg,JOSEPH MULLER  (TDF 1923 ***),1923,Genève,Strasbourg,JOSEPH MULLER,TDF 1923 ***
13.0,Strasbourg > Metz,ROMAIN BELLENGER  (TDF 1923 ***),1923,Strasbourg,Metz,ROMAIN BELLENGER,TDF 1923 ***
14.0,Metz > Dunkerque,FÉLIX GOETHALS  (TDF 1923 ***),1923,Metz,Dunkerque,FÉLIX GOETHALS,TDF 1923 ***
15.0,Dunkerque > Paris,FÉLIX GOETHALS  (TDF 1923 ***),1923,Dunkerque,Paris,FÉLIX GOETHALS,TDF 1923 ***
1.0,Paris > Le Havre,OTTAVIO BOTTECCHIA  (PREMIERE CLASSE),1924,Paris,Le Havre,OTTAVIO BOTTECCHIA,PREMIERE CLASSE
2.0,Le Havre > Cherbourg-en-Cotentin,ROMAIN BELLENGER  (PREMIERE CLASSE),1924,Le Havre,Cherbourg-en-Cotentin,ROMAIN BELLENGER,PREMIERE CLASSE
3.0,Cherbourg-en-Cotentin > Brest,PHILIPPE THYS  (PREMIERE CLASSE),1924,Cherbourg-en-Cotentin,Brest,PHILIPPE THYS,PREMIERE CLASSE
3.0,Cherbourg-en-Cotentin > Brest,THÉOPHILE BEECKMAN  (PREMIERE CLASSE),1924,Cherbourg-en-Cotentin,Brest,THÉOPHILE BEECKMAN,PREMIERE CLASSE
4.0,Brest > Les Sables,FÉLIX GOETHALS  (PREMIERE CLASSE),1924,Brest,Les Sables,FÉLIX GOETHALS,PREMIERE CLASSE
5.0,Les Sables > Bayonne,OMER HUYSE  (DEUXIEME CLASSE),1924,Les Sables,Bayonne,OMER HUYSE,DEUXIEME CLASSE
6.0,Bayonne > Luchon,OTTAVIO BOTTECCHIA  (PREMIERE CLASSE),1924,Bayonne,Luchon,OTTAVIO BOTTECCHIA,PREMIERE CLASSE
7.0,Luchon > Perpignan,OTTAVIO BOTTECCHIA  (PREMIERE CLASSE),1924,Luchon,Perpignan,OTTAVIO BOTTECCHIA,PREMIERE CLASSE
8.0,Perpignan > Toulon,LOUIS MOTTIAT  (PREMIERE CLASSE),1924,Perpignan,Toulon,LOUIS MOTTIAT,PREMIERE CLASSE
9.0,Toulon > Nice,PHILIPPE THYS  (PREMIERE CLASSE),1924,Toulon,Nice,PHILIPPE THYS,PREMIERE CLASSE
10.0,Nice > Briançon,GIOVANNI BRUNERO  (PREMIERE CLASSE),1924,Nice,Briançon,GIOVANNI BRUNERO,PREMIERE CLASSE
11.0,Briançon > Gex,NICOLAS FRANTZ  (PREMIERE CLASSE),1924,Briançon,Gex,NICOLAS FRANTZ,PREMIERE CLASSE
12.0,Gex > Strasbourg,NICOLAS FRANTZ  (PREMIERE CLASSE),1924,Gex,Strasbourg,NICOLAS FRANTZ,PREMIERE CLASSE
13.0,Strasbourg > Metz,ARSÈNE ALANCOURT  (PREMIERE CLASSE),1924,Strasbourg,Metz,ARSÈNE ALANCOURT,PREMIERE CLASSE
14.0,Metz > Dunkerque,ROMAIN BELLENGER  (PREMIERE CLASSE),1924,Metz,Dunkerque,ROMAIN BELLENGER,PREMIERE CLASSE
15.0,Dunkerque > Paris,OTTAVIO BOTTECCHIA  (PREMIERE CLASSE),1924,Dunkerque,Paris,OTTAVIO BOTTECCHIA,PREMIERE CLASSE
1.0,Paris > Le Havre,OTTAVIO BOTTECCHIA  (AUTOMOTO-HUTCHINSON),1925,Paris,Le Havre,OTTAVIO BOTTECCHIA,AUTOMOTO-HUTCHINSON
2.0,Le Havre > Cherbourg-en-Cotentin,ROMAIN BELLENGER  (ALCYON-DUNLOP),1925,Le Havre,Cherbourg-en-Cotentin,ROMAIN BELLENGER,ALCYON-DUNLOP
3.0,Cherbourg-en-Cotentin > Brest,LOUIS MOTTIAT  (ALCYON-DUNLOP),1925,Cherbourg-en-Cotentin,Brest,LOUIS MOTTIAT,ALCYON-DUNLOP
4.0,Brest > Vannes,NICOLAS FRANTZ  (ALCYON-DUNLOP),1925,Brest,Vannes,NICOLAS FRANTZ,ALCYON-DUNLOP
5.0,Vannes > Les Sables,NICOLAS FRANTZ  (ALCYON-DUNLOP),1925,Vannes,Les Sables,NICOLAS FRANTZ,ALCYON-DUNLOP
6.0,Les Sables > Bordeaux,OTTAVIO BOTTECCHIA  (AUTOMOTO-HUTCHINSON),1925,Les Sables,Bordeaux,OTTAVIO BOTTECCHIA,AUTOMOTO-HUTCHINSON
7.0,Bordeaux > Bayonne,OTTAVIO BOTTECCHIA  (AUTOMOTO-HUTCHINSON),1925,Bordeaux,Bayonne,OTTAVIO BOTTECCHIA,AUTOMOTO-HUTCHINSON
8.0,Bayonne > Luchon,ADELIN BENOIT  (THOMANN-DUNLOP),1925,Bayonne,Luchon,ADELIN BENOIT,THOMANN-DUNLOP
9.0,Luchon > Perpignan,NICOLAS FRANTZ  (ALCYON-DUNLOP),1925,Luchon,Perpignan,NICOLAS FRANTZ,ALCYON-DUNLOP
10.0,Perpignan > Nimes,THÉOPHILE BEECKMAN  (THOMANN-DUNLOP),1925,Perpignan,Nimes,THÉOPHILE BEECKMAN,THOMANN-DUNLOP
11.0,Nimes > Toulon,LUCIEN BUYSSE  (AUTOMOTO-HUTCHINSON),1925,Nimes,Toulon,LUCIEN BUYSSE,AUTOMOTO-HUTCHINSON
12.0,Toulon > Nice,LUCIEN BUYSSE  (AUTOMOTO-HUTCHINSON),1925,Toulon,Nice,LUCIEN BUYSSE,AUTOMOTO-HUTCHINSON
13.0,Nice > Briançon,BARTOLOMEO AIMO  (ALCYON-DUNLOP),1925,Nice,Briançon,BARTOLOMEO AIMO,ALCYON-DUNLOP
14.0,Briançon > Evian-les-Bains,HECTOR MARTIN  (J.B.LOUVET-POUCHOIS),1925,Briançon,Evian-les-Bains,HECTOR MARTIN,J.B.LOUVET-POUCHOIS
15.0,Evian-les-Bains > Mulhouse,NICOLAS FRANTZ  (ALCYON-DUNLOP),1925,Evian-les-Bains,Mulhouse,NICOLAS FRANTZ,ALCYON-DUNLOP
16.0,Mulhouse > Metz,HECTOR MARTIN  (J.B.LOUVET-POUCHOIS),1925,Mulhouse,Metz,HECTOR MARTIN,J.B.LOUVET-POUCHOIS
17.0,Metz > Dunkerque,HECTOR MARTIN  (J.B.LOUVET-POUCHOIS),1925,Metz,Dunkerque,HECTOR MARTIN,J.B.LOUVET-POUCHOIS
18.0,Dunkerque > Paris,OTTAVIO BOTTECCHIA  (AUTOMOTO-HUTCHINSON),1925,Dunkerque,Paris,OTTAVIO BOTTECCHIA,AUTOMOTO-HUTCHINSON
1.0,Evian-les-Bains > Mulhouse,JULES BUYSSE  (AUTOMOTO-HUTCHINSON),1926,Evian-les-Bains,Mulhouse,JULES BUYSSE,AUTOMOTO-HUTCHINSON
2.0,Mulhouse > Metz,AIMÉ DOSSCHE  (CHRISTOPHE-HUTCHINSON),1926,Mulhouse,Metz,AIMÉ DOSSCHE,CHRISTOPHE-HUTCHINSON
3.0,Metz > Dunkerque,GUSTAAF VAN SLEMBROUCK  (J.B.LOUVET-WOLBER),1926,Metz,Dunkerque,GUSTAAF VAN SLEMBROUCK,J.B.LOUVET-WOLBER
4.0,Dunkerque > Le Havre,FÉLIX SELLIER  (ALCYON-DUNLOP),1926,Dunkerque,Le Havre,FÉLIX SELLIER,ALCYON-DUNLOP
5.0,Le Havre > Cherbourg-en-Cotentin,ADELIN BENOIT  (ALCYON-DUNLOP),1926,Le Havre,Cherbourg-en-Cotentin,ADELIN BENOIT,ALCYON-DUNLOP
6.0,Cherbourg-en-Cotentin > Brest,JOSEPH VAN DAM  (AUTOMOTO-HUTCHINSON),1926,Cherbourg-en-Cotentin,Brest,JOSEPH VAN DAM,AUTOMOTO-HUTCHINSON
7.0,Brest > Les Sables,NICOLAS FRANTZ  (ALCYON-DUNLOP),1926,Brest,Les Sables,NICOLAS FRANTZ,ALCYON-DUNLOP
8.0,Les Sables > Bordeaux,JOSEPH VAN DAM  (AUTOMOTO-HUTCHINSON),1926,Les Sables,Bordeaux,JOSEPH VAN DAM,AUTOMOTO-HUTCHINSON
9.0,Bordeaux > Bayonne,NICOLAS FRANTZ  (ALCYON-DUNLOP),1926,Bordeaux,Bayonne,NICOLAS FRANTZ,ALCYON-DUNLOP
10.0,Bayonne > Luchon,LUCIEN BUYSSE  (AUTOMOTO-HUTCHINSON),1926,Bayonne,Luchon,LUCIEN BUYSSE,AUTOMOTO-HUTCHINSON
11.0,Luchon > Perpignan,LUCIEN BUYSSE  (AUTOMOTO-HUTCHINSON),1926,Luchon,Perpignan,LUCIEN BUYSSE,AUTOMOTO-HUTCHINSON
12.0,Perpignan > Toulon,NICOLAS FRANTZ  (ALCYON-DUNLOP),1926,Perpignan,Toulon,NICOLAS FRANTZ,ALCYON-DUNLOP
13.0,Toulon > Nice,NICOLAS FRANTZ  (ALCYON-DUNLOP),1926,Toulon,Nice,NICOLAS FRANTZ,ALCYON-DUNLOP
14.0,Nice > Briançon,BARTOLOMEO AIMO  (ALCYON-DUNLOP),1926,Nice,Briançon,BARTOLOMEO AIMO,ALCYON-DUNLOP
15.0,Briançon > Evian-les-Bains,JOSEPH VAN DAM  (AUTOMOTO-HUTCHINSON),1926,Briançon,Evian-les-Bains,JOSEPH VAN DAM,AUTOMOTO-HUTCHINSON
16.0,Evian-les-Bains > Dijon,CAMILLE VAN DE CASTEELE  (J.B.LOUVET-WOLBER),1926,Evian-les-Bains,Dijon,CAMILLE VAN DE CASTEELE,J.B.LOUVET-WOLBER
17.0,Dijon > Paris,AIMÉ DOSSCHE  (CHRISTOPHE-HUTCHINSON),1926,Dijon,Paris,AIMÉ DOSSCHE,CHRISTOPHE-HUTCHINSON
1.0,Paris > Dieppe,FRANCIS PELISSIER  (DILECTA-WOLBER),1927,Paris,Dieppe,FRANCIS PELISSIER,DILECTA-WOLBER
2.0,Dieppe > Le Havre,MAURICE DE WAELE  (LABOR-DUNLOP),1927,Dieppe,Le Havre,MAURICE DE WAELE,LABOR-DUNLOP
3.0,Le Havre > Caen,HECTOR MARTIN  (J.B.LOUVET),1927,Le Havre,Caen,HECTOR MARTIN,J.B.LOUVET
4.0,Caen > Cherbourg-en-Cotentin,CAMILLE VAN DE CASTEELE  (J.B.LOUVET),1927,Caen,Cherbourg-en-Cotentin,CAMILLE VAN DE CASTEELE,J.B.LOUVET
5.0,Cherbourg-en-Cotentin > Dinan,FERDINAND LE DROGO  (DILECTA-WOLBER),1927,Cherbourg-en-Cotentin,Dinan,FERDINAND LE DROGO,DILECTA-WOLBER
6.0,Dinan > Brest,ANDRÉ LEDUCQ  (THOMANN-DUNLOP),1927,Dinan,Brest,ANDRÉ LEDUCQ,THOMANN-DUNLOP
7.0,Brest > Vannes,GUSTAAF VAN SLEMBROUCK  (J.B.LOUVET),1927,Brest,Vannes,GUSTAAF VAN SLEMBROUCK,J.B.LOUVET
8.0,Vannes > Les Sables,RAYMOND DECORTE  (J.B.LOUVET),1927,Vannes,Les Sables,RAYMOND DECORTE,J.B.LOUVET
9.0,Les Sables > Bordeaux,ADELIN BENOIT  (ALCYON-DUNLOP),1927,Les Sables,Bordeaux,ADELIN BENOIT,ALCYON-DUNLOP
10.0,Bordeaux > Bayonne,PÉ VERHAEGEN  (J.B.LOUVET),1927,Bordeaux,Bayonne,PÉ VERHAEGEN,J.B.LOUVET
11.0,Bayonne > Luchon,NICOLAS FRANTZ  (ALCYON-DUNLOP),1927,Bayonne,Luchon,NICOLAS FRANTZ,ALCYON-DUNLOP
12.0,Luchon > Perpignan,GUSTAAF VAN SLEMBROUCK  (J.B.LOUVET),1927,Luchon,Perpignan,GUSTAAF VAN SLEMBROUCK,J.B.LOUVET
13.0,Perpignan > Marseille,MAURICE DE WAELE  (LABOR-DUNLOP),1927,Perpignan,Marseille,MAURICE DE WAELE,LABOR-DUNLOP
14.0,Marseille > Toulon,MARIUS GALLORINI  (ALLELUIA-WOLBER),1927,Marseille,Toulon,MARIUS GALLORINI,ALLELUIA-WOLBER
15.0,Toulon > Nice,NICOLAS FRANTZ  (ALCYON-DUNLOP),1927,Toulon,Nice,NICOLAS FRANTZ,ALCYON-DUNLOP
16.0,Nice > Briançon,JULIEN VERVAECKE  (ARMOR-DUNLOP),1927,Nice,Briançon,JULIEN VERVAECKE,ARMOR-DUNLOP
17.0,Briançon > Evian-les-Bains,PÉ VERHAEGEN  (J.B.LOUVET),1927,Briançon,Evian-les-Bains,PÉ VERHAEGEN,J.B.LOUVET
18.0,Evian-les-Bains > Pontarlier,ADELIN BENOIT  (ALCYON-DUNLOP),1927,Evian-les-Bains,Pontarlier,ADELIN BENOIT,ALCYON-DUNLOP
19.0,Pontarlier > Belfort,MAURICE GELDHOF  (J.B.LOUVET),1927,Pontarlier,Belfort,MAURICE GELDHOF,J.B.LOUVET
20.0,Belfort > Strasbourg,RAYMOND DECORTE  (J.B.LOUVET),1927,Belfort,Strasbourg,RAYMOND DECORTE,J.B.LOUVET
21.0,Strasbourg > Metz,NICOLAS FRANTZ  (ALCYON-DUNLOP),1927,Strasbourg,Metz,NICOLAS FRANTZ,ALCYON-DUNLOP
22.0,Metz > Charleville-Mézières,HECTOR MARTIN  (J.B.LOUVET),1927,Metz,Charleville-Mézières,HECTOR MARTIN,J.B.LOUVET
23.0,Charleville-Mézières > Dunkerque,ANDRÉ LEDUCQ  (THOMANN-DUNLOP),1927,Charleville-Mézières,Dunkerque,ANDRÉ LEDUCQ,THOMANN-DUNLOP
24.0,Dunkerque > Paris,ANDRÉ LEDUCQ  (THOMANN-DUNLOP),1927,Dunkerque,Paris,ANDRÉ LEDUCQ,THOMANN-DUNLOP
1.0,Paris > Caen,NICOLAS FRANTZ  (ALCYON-DUNLOP),1928,Paris,Caen,NICOLAS FRANTZ,ALCYON-DUNLOP
2.0,Caen > Cherbourg-en-Cotentin,ANDRÉ LEDUCQ  (ALCYON-DUNLOP),1928,Caen,Cherbourg-en-Cotentin,ANDRÉ LEDUCQ,ALCYON-DUNLOP
3.0,Cherbourg-en-Cotentin > Dinan,GASTON REBRY  (ALCYON-DUNLOP),1928,Cherbourg-en-Cotentin,Dinan,GASTON REBRY,ALCYON-DUNLOP
4.0,Dinan > Brest,PÉ VERHAEGEN  (J.B. LOUVET-HUTCHINSON),1928,Dinan,Brest,PÉ VERHAEGEN,J.B. LOUVET-HUTCHINSON
5.0,Brest > Vannes,MARCEL BIDOT  (ALLELUIA-WOLBER),1928,Brest,Vannes,MARCEL BIDOT,ALLELUIA-WOLBER
6.0,Vannes > Les Sables,NICOLAS FRANTZ  (ALCYON-DUNLOP),1928,Vannes,Les Sables,NICOLAS FRANTZ,ALCYON-DUNLOP
7.0,Les Sables > Bordeaux,VICTOR FONTAN  (ELWISH-WOLBER),1928,Les Sables,Bordeaux,VICTOR FONTAN,ELWISH-WOLBER
8.0,Bordeaux > Hendaye,MAURICE DE WAELE  (ALCYON-DUNLOP),1928,Bordeaux,Hendaye,MAURICE DE WAELE,ALCYON-DUNLOP
9.0,Hendaye > Luchon,VICTOR FONTAN  (ELWISH-WOLBER),1928,Hendaye,Luchon,VICTOR FONTAN,ELWISH-WOLBER
10.0,Luchon > Perpignan,ANDRÉ LEDUCQ  (ALCYON-DUNLOP),1928,Luchon,Perpignan,ANDRÉ LEDUCQ,ALCYON-DUNLOP
11.0,Perpignan > Marseille,ANDRÉ LEDUCQ  (ALCYON-DUNLOP),1928,Perpignan,Marseille,ANDRÉ LEDUCQ,ALCYON-DUNLOP
12.0,Marseille > Nice,NICOLAS FRANTZ  (ALCYON-DUNLOP),1928,Marseille,Nice,NICOLAS FRANTZ,ALCYON-DUNLOP
13.0,Nice > Grenoble,ANTONIN MAGNE  (ALLELUIA-WOLBER),1928,Nice,Grenoble,ANTONIN MAGNE,ALLELUIA-WOLBER
14.0,Grenoble > Evian-les-Bains,JULIEN MOINEAU  (ALLELUIA-WOLBER),1928,Grenoble,Evian-les-Bains,JULIEN MOINEAU,ALLELUIA-WOLBER
15.0,Evian-les-Bains > Pontarlier,PIERRE MAGNE  (ALLELUIA-WOLBER),1928,Evian-les-Bains,Pontarlier,PIERRE MAGNE,ALLELUIA-WOLBER
16.0,Pontarlier > Belfort,ANDRÉ LEDUCQ  (ALCYON-DUNLOP),1928,Pontarlier,Belfort,ANDRÉ LEDUCQ,ALCYON-DUNLOP
17.0,Belfort > Strasbourg,JOSEPH MAUCLAIR  (ARMOR-DUNLOP),1928,Belfort,Strasbourg,JOSEPH MAUCLAIR,ARMOR-DUNLOP
18.0,Strasbourg > Metz,NICOLAS FRANTZ  (ALCYON-DUNLOP),1928,Strasbourg,Metz,NICOLAS FRANTZ,ALCYON-DUNLOP
19.0,Metz > Charleville-Mézières,MARCEL HUOT  (ALLELUIA-WOLBER),1928,Metz,Charleville-Mézières,MARCEL HUOT,ALLELUIA-WOLBER
20.0,Charleville-Mézières > Malo,MAURICE DE WAELE  (ALCYON-DUNLOP),1928,Charleville-Mézières,Malo,MAURICE DE WAELE,ALCYON-DUNLOP
21.0,Malo > Dieppe,ANTONIN MAGNE  (ALLELUIA-WOLBER),1928,Malo,Dieppe,ANTONIN MAGNE,ALLELUIA-WOLBER
22.0,Dieppe > Paris,NICOLAS FRANTZ  (ALCYON-DUNLOP),1928,Dieppe,Paris,NICOLAS FRANTZ,ALCYON-DUNLOP
1.0,Paris > Caen,AIMÉ DOSSCHE  (AS),1929,Paris,Caen,AIMÉ DOSSCHE,AS
2.0,Caen > Cherbourg-en-Cotentin,ANDRÉ LEDUCQ  (AS),1929,Caen,Cherbourg-en-Cotentin,ANDRÉ LEDUCQ,AS
3.0,Cherbourg-en-Cotentin > Dinan,OMER TAVERNE  (TOURISTES-ROUTIERS),1929,Cherbourg-en-Cotentin,Dinan,OMER TAVERNE,TOURISTES-ROUTIERS
4.0,Dinan > Brest,LOUIS DE LANNOY  (AS),1929,Dinan,Brest,LOUIS DE LANNOY,AS
5.0,Brest > Vannes,GUSTAAF VAN SLEMBROUCK  (AS),1929,Brest,Vannes,GUSTAAF VAN SLEMBROUCK,AS
6.0,Vannes > Les Sables,PAUL LE DROGO  (AS),1929,Vannes,Les Sables,PAUL LE DROGO,AS
7.0,Les Sables > Bordeaux,NICOLAS FRANTZ  (AS),1929,Les Sables,Bordeaux,NICOLAS FRANTZ,AS
8.0,Bordeaux > Bayonne,JULIEN MOINEAU  (AS),1929,Bordeaux,Bayonne,JULIEN MOINEAU,AS
9.0,Bayonne > Luchon,SALVADOR CARDONA BALBASTRE  (AS),1929,Bayonne,Luchon,SALVADOR CARDONA BALBASTRE,AS
10.0,Luchon > Perpignan,JEF DEMUYSERE  (AS),1929,Luchon,Perpignan,JEF DEMUYSERE,AS
11.0,Perpignan > Marseille,ANDRÉ LEDUCQ  (AS),1929,Perpignan,Marseille,ANDRÉ LEDUCQ,AS
12.0,Marseille > Cannes,MARCEL BIDOT  (AS),1929,Marseille,Cannes,MARCEL BIDOT,AS
13.0,Cannes > Nice,BENOÎT FAURE  (TOURISTES-ROUTIERS),1929,Cannes,Nice,BENOÎT FAURE,TOURISTES-ROUTIERS
14.0,Nice > Grenoble,GASTON REBRY  (AS),1929,Nice,Grenoble,GASTON REBRY,AS
15.0,Grenoble > Evian-les-Bains,JULIEN VERVAECKE  (AS),1929,Grenoble,Evian-les-Bains,JULIEN VERVAECKE,AS
16.0,Evian-les-Bains > Belfort,CHARLES PELISSIER  (AS),1929,Evian-les-Bains,Belfort,CHARLES PELISSIER,AS
17.0,Belfort > Strasbourg,ANDRÉ LEDUCQ  (AS),1929,Belfort,Strasbourg,ANDRÉ LEDUCQ,AS
18.0,Strasbourg > Metz,ANDRÉ LEDUCQ  (AS),1929,Strasbourg,Metz,ANDRÉ LEDUCQ,AS
19.0,Metz > Charleville-Mézières,BERNARD VAN RYSSELBERGHE  (AS),1929,Metz,Charleville-Mézières,BERNARD VAN RYSSELBERGHE,AS
20.0,Charleville-Mézières > Malo,MAURICE DE WAELE  (AS),1929,Charleville-Mézières,Malo,MAURICE DE WAELE,AS
21.0,Malo > Dieppe,ANDRÉ LEDUCQ  (AS),1929,Malo,Dieppe,ANDRÉ LEDUCQ,AS
22.0,Dieppe > Paris,NICOLAS FRANTZ  (AS),1929,Dieppe,Paris,NICOLAS FRANTZ,AS
1.0,Paris > Caen,CHARLES PELISSIER  (FRANCE),1930,Paris,Caen,CHARLES PELISSIER,FRANCE
2.0,Caen > Dinan,LEARCO GUERRA  (ITALIE),1930,Caen,Dinan,LEARCO GUERRA,ITALIE
3.0,Dinan > Brest,CHARLES PELISSIER  (FRANCE),1930,Dinan,Brest,CHARLES PELISSIER,FRANCE
4.0,Brest > Vannes,OMER TAVERNE  (BELGIQUE),1930,Brest,Vannes,OMER TAVERNE,BELGIQUE
5.0,Vannes > Les Sables,ANDRÉ LEDUCQ  (FRANCE),1930,Vannes,Les Sables,ANDRÉ LEDUCQ,FRANCE
6.0,Les Sables > Bordeaux,JEAN AERTS  (BELGIQUE),1930,Les Sables,Bordeaux,JEAN AERTS,BELGIQUE
7.0,Bordeaux > Hendaye,JULES MERVIEL  (FRANCE),1930,Bordeaux,Hendaye,JULES MERVIEL,FRANCE
8.0,Hendaye > Pau,ALFREDO BINDA  (ITALIE),1930,Hendaye,Pau,ALFREDO BINDA,ITALIE
9.0,Pau > Luchon,ALFREDO BINDA  (ITALIE),1930,Pau,Luchon,ALFREDO BINDA,ITALIE
