Stages,Date,Start,Finish,Year
Stage 18,2003-07-25,Bordeaux,Saint-Maixent-L'Ecole,2003
Stage 19,2003-07-26,Pornic,Nantes,2003
Stage 20,2003-07-27,Ville d'Avray,Paris,2003
Prologue,2004-07-03,Liège,Liège,2004
Stage 1,2004-07-04,Liège,Charleroi,2004
Stage 2,2004-07-05,Charleroi,Namur,2004
Stage 3,2004-07-06,Waterloo,Wasquehal,2004
Stage 4,2004-07-07,Cambrai,Arras Citadelle,2004
Stage 5,2004-07-08,Amiens,Chartres,2004
Stage 6,2004-07-09,Bonneval,Angers,2004
Stage 7,2004-07-10,Châteaubriant,Saint-Brieuc,2004
Stage 8,2004-07-11,Lamballe,Quimper,2004
Stage 9,2004-07-13,Saint-Léonard-de-Noblat,Guéret,2004
Stage 10,2004-07-14,Limoges,Saint-Flour,2004
Stage 11,2004-07-15,Saint-Flour,Figeac,2004
Stage 12,2004-07-16,Castelsarrasin,La Mongie,2004
Stage 13,2004-07-17,Lannemezan,plateau_de_beille,2004
Stage 14,2004-07-18,Carcassonne,Nimes,2004
Stage 15,2004-07-20,Valréas,Villard-de-Lans,2004
Stage 16,2004-07-21,Bourg-d'Oisans,L'Alpe-d'Huez,2004
Stage 17,2004-07-22,Bourg-d'Oisans,le_grand_bornand,2004
Stage 18,2004-07-23,Annemasse,Lons-le-Saunier,2004
Stage 19,2004-07-24,Besançon,Besançon,2004
Stage 20,2004-07-25,Montereau,Paris,2004
Stage 1,2005-07-02,Fromentine,Noirmoutier-en-l'Île,2005
Stage 2,2005-07-03,Challans,Les Essarts,2005
Stage 3,2005-07-04,La Châtaigneraie,Tours,2005
Stage 4,2005-07-05,Tours,Blois,2005
Stage 5,2005-07-06,Chambord,Montargis,2005
Stage 6,2005-07-07,Troyes,Nancy,2005
Stage 7,2005-07-08,Lunéville,Karlsruhe,2005
Stage 8,2005-07-09,Pforzheim,Gérardmer,2005
Stage 9,2005-07-10,Gérardmer,Mulhouse,2005
Stage 10,2005-07-12,Grenoble,Courchevel,2005
Stage 11,2005-07-13,Courchevel,Briançon,2005
Stage 12,2005-07-14,Briançon,Digne-les-Bains,2005
Stage 13,2005-07-15,Miramas,Montpellier,2005
Stage 14,2005-07-16,Le Cap d'Agde,Ax 3 Domaines,2005
Stage 15,2005-07-17,Lézat-sur-Leze,Saint-Lary-Soulan Col du Portet,2005
Stage 16,2005-07-19,Mourenx,Pau,2005
Stage 17,2005-07-20,Pau,Revel,2005
Stage 18,2005-07-21,Albi,Mende,2005
Stage 19,2005-07-22,Issoire,Le Puy-en-Velay,2005
Stage 20,2005-07-23,Saint-Etienne,Saint-Etienne,2005
Stage 21,2005-07-24,Corbeil-Essonnes,Paris,2005
Prologue,2006-07-01,Strasbourg,Strasbourg,2006
Stage 1,2006-07-02,Strasbourg,Strasbourg,2006
Stage 2,2006-07-03,Obernai,Esch-sur-Alzette,2006
Stage 3,2006-07-04,Esch-sur-Alzette,Valkenburg,2006
Stage 4,2006-07-05,Huy,Saint-Quentin,2006
Stage 5,2006-07-06,Beauvais,Caen,2006
Stage 6,2006-07-07,Lisieux,Vitré,2006
Stage 7,2006-07-08,Saint-Grégoire,Rennes,2006
Stage 8,2006-07-09,Saint-Meen-le-Grand,Lorient,2006
Stage 9,2006-07-11,Bordeaux,Dax,2006
Stage 10,2006-07-12,Cambo-les-Bains,Pau,2006
Stage 11,2006-07-13,Tarbes,Val d'Aran - Pla-de-Beret,2006
Stage 12,2006-07-14,Luchon,Carcassonne,2006
Stage 13,2006-07-15,Béziers,Montélimar,2006
Stage 14,2006-07-16,Montélimar,Gap,2006
Stage 15,2006-07-18,Gap,L'Alpe-d'Huez,2006
Stage 16,2006-07-19,Bourg-d'Oisans,La Toussuire,2006
Stage 17,2006-07-20,Saint-Jean-de-Maurienne,Morzine,2006
Stage 18,2006-07-21,Morzine,Macon,2006
Stage 19,2006-07-22,Le Creusot,Montceau-les-Mines,2006
Stage 20,2006-07-23,Sceaux,Paris Champs-Élysées,2006
Prologue,2007-07-07,Londres,Londres,2007
Stage 1,2007-07-08,Londres,Canterbury,2007
Stage 2,2007-07-09,Dunkerque,Gand,2007
Stage 3,2007-07-10,Waregem,Compiègne,2007
Stage 4,2007-07-11,villers_cotterets,Joigny,2007
Stage 5,2007-07-12,Chablis,Autun,2007
Stage 6,2007-07-13,semur_en_auxois,Bourg-en-Bresse,2007
Stage 7,2007-07-14,Bourg-en-Bresse,le_grand_bornand,2007
Stage 8,2007-07-15,le_grand_bornand,Tignes,2007
Stage 9,2007-07-17,val_d_isere,Briançon,2007
Stage 10,2007-07-18,Tallard,Marseille,2007
Stage 11,2007-07-19,Marseille,Montpellier,2007
Stage 12,2007-07-20,Montpellier,Castres,2007
Stage 13,2007-07-21,Albi,Albi,2007
Stage 14,2007-07-22,Mazamet,plateau_de_beille,2007
Stage 15,2007-07-23,Foix,loudenvielle_le_louron,2007
Stage 16,2007-07-25,Orthez,gourette_col_d_aubisque,2007
Stage 17,2007-07-26,Pau,Castelsarrasin,2007
Stage 18,2007-07-27,Cahors,Angoulême,2007
Stage 19,2007-07-28,Cognac,Angoulême,2007
Stage 20,2007-07-29,Marcoussis,Paris Champs-Élysées,2007
Stage 1,2008-07-05,Brest,Plumelec,2008
Stage 2,2008-07-06,Auray,Saint-Brieuc,2008
Stage 3,2008-07-07,Saint-Malo,Nantes,2008
Stage 4,2008-07-08,Cholet,Cholet,2008
Stage 5,2008-07-09,Cholet,Chateauroux,2008
Stage 6,2008-07-10,Aigurande,Super-Besse,2008
Stage 7,2008-07-11,Brioude,Aurillac,2008
Stage 8,2008-07-12,Figeac,Toulouse,2008
Stage 9,2008-07-13,Toulouse,Bagnères-de-Bigorre,2008
Stage 10,2008-07-14,Pau,Hautacam,2008
Stage 11,2008-07-16,Lannemezan,Foix,2008
Stage 12,2008-07-17,Lavelanet,Narbonne,2008
Stage 13,2008-07-18,Narbonne,Nimes,2008
Stage 14,2008-07-19,Nimes,Digne-les-Bains,2008
Stage 15,2008-07-20,Embrun,Prato Nevoso,2008
Stage 16,2008-07-22,Cuneo,Jausiers,2008
Stage 17,2008-07-23,Embrun,L'Alpe-d'Huez,2008
Stage 18,2008-07-24,Bourg-d'Oisans,Saint-Etienne,2008
Stage 19,2008-07-25,Roanne,Montluçon,2008
Stage 20,2008-07-26,Cérilly,Saint-Amand-Montrond,2008
Stage 21,2008-07-27,Etampes,Paris Champs-Élysées,2008
Stage 1,2009-07-04,Monaco,Monaco,2009
Stage 2,2009-07-05,Monaco,Brignoles,2009
Stage 3,2009-07-06,Marseille,La Grande-Motte,2009
Stage 4,2009-07-07,Montpellier,Montpellier,2009
Stage 5,2009-07-08,Le Cap d'Agde,Perpignan,2009
Stage 6,2009-07-09,Gérone,Barcelone,2009
Stage 7,2009-07-10,Barcelone,Andorre,2009
Stage 8,2009-07-11,Andorre-la-Vieille,Saint-Girons,2009
Stage 9,2009-07-12,Saint Gaudens,Tarbes,2009
Stage 10,2009-07-14,Limoges,Issoudun,2009
Stage 11,2009-07-15,Vatan,Saint-Fargeau,2009
Stage 12,2009-07-16,Tonnerre,Vittel,2009
Stage 13,2009-07-17,Vittel,Colmar,2009
Stage 14,2009-07-18,Colmar,Besançon,2009
Stage 15,2009-07-19,Pontarlier,Verbier,2009
Stage 16,2009-07-21,Martigny,Bourg Saint Maurice,2009
Stage 17,2009-07-22,Bourg Saint Maurice,le_grand_bornand,2009
Stage 18,2009-07-23,Annecy,Annecy,2009
Stage 19,2009-07-24,Bourgoin-Jallieu,Aubenas,2009
Stage 20,2009-07-25,Montélimar,Mont Ventoux,2009
Stage 21,2009-07-26,Montereau-Fault-Yonne,Paris Champs-Élysées,2009
Prologue,2010-07-03,Rotterdam,Rotterdam,2010
Stage 1,2010-07-04,Rotterdam,Bruxelles,2010
Stage 2,2010-07-05,Bruxelles,Spa,2010
Stage 3,2010-07-06,Wanze,Arenberg Porte du Hainaut,2010
Stage 4,2010-07-07,Cambrai,Reims,2010
Stage 5,2010-07-08,Épernay,Montargis,2010
Stage 6,2010-07-09,Montargis,Gueugnon,2010
Stage 7,2010-07-10,Tournus,Station des Rousses,2010
Stage 8,2010-07-11,Station des Rousses,Morzine,2010
Stage 9,2010-07-13,Morzine,Saint-Jean-de-Maurienne,2010
Stage 10,2010-07-14,Chambéry,Gap,2010
Stage 11,2010-07-15,Sisteron,Bourg-lès-Valence,2010
Stage 12,2010-07-16,Bourg-de-Péage,Mende,2010
Stage 13,2010-07-17,Rodez,Revel,2010
Stage 14,2010-07-18,Revel,Ax 3 Domaines,2010
Stage 15,2010-07-19,Pamiers,Bagnères-de-Luchon,2010
Stage 16,2010-07-20,Bagnères-de-Luchon,Pau,2010
Stage 17,2010-07-22,Pau,Col du Tourmalet,2010
Stage 18,2010-07-23,Salies-de-Béarn,Bordeaux,2010
Stage 19,2010-07-24,Bordeaux,Pauillac,2010
Stage 20,2010-07-25,Longjumeau,Paris Champs-Élysées,2010
Stage 1,2011-07-02,Passage du Gois,Mont des Alouettes,2011
Stage 2,2011-07-03,Les Essarts,Les Essarts,2011
Stage 3,2011-07-04,Olonne-sur-Mer,Redon,2011
Stage 4,2011-07-05,Lorient,Mûr-de-Bretagne Guerlédan,2011
Stage 5,2011-07-06,Carhaix,Cap Fréhel,2011
Stage 6,2011-07-07,Dinan,Lisieux,2011
Stage 7,2011-07-08,Le Mans,Chateauroux,2011
Stage 8,2011-07-09,Aigurande,Super-Besse Sancy,2011
Stage 9,2011-07-10,Issoire,Saint-Flour,2011
Stage 10,2011-07-12,Aurillac,Carmaux,2011
Stage 11,2011-07-13,Blaye-les-Mines,Lavaur,2011
Stage 12,2011-07-14,Cugnaux,Luz-Ardiden,2011
Stage 13,2011-07-15,Pau,Lourdes,2011
Stage 14,2011-07-16,Saint Gaudens,plateau_de_beille,2011
Stage 15,2011-07-17,Limoux,Montpellier,2011
Stage 16,2011-07-19,Saint-Paul -Trois-Châteaux,Gap,2011
Stage 17,2011-07-20,Gap,Pinerolo,2011
Stage 18,2011-07-21,Pinerolo,Galibier Serre-Chevalier,2011
Stage 19,2011-07-22,Modane Valfréjus,L'Alpe-d'Huez,2011
Stage 20,2011-07-23,Grenoble,Grenoble,2011
Stage 21,2011-07-24,Créteil,Paris Champs-Élysées,2011
Prologue,2012-06-30,Liège,Liège,2012
Stage 1,2012-07-01,Liège,Seraing,2012
Stage 2,2012-07-02,Visé,Tournai,2012
Stage 3,2012-07-03,Orchies,Boulogne-sur-Mer,2012
Stage 4,2012-07-04,Abbeville,Rouen,2012
Stage 5,2012-07-05,Rouen,St-Quentin,2012
Stage 6,2012-07-06,Épernay,Metz,2012
Stage 7,2012-07-07,Tomblaine,La Planche des Belles Filles,2012
Stage 8,2012-07-08,Belfort,Porrentruy,2012
Stage 9,2012-07-09,Arc-et-Senans,Besançon,2012
Stage 10,2012-07-11,Macon,Bellegarde-sur-Valserine,2012
Stage 11,2012-07-12,Albertville,La Toussuire,2012
Stage 12,2012-07-13,Saint-Jean-de-Maurienne,Annonay Davézieux,2012
Stage 13,2012-07-14,Saint-Paul -Trois-Châteaux,Le Cap d'Agde,2012
Stage 14,2012-07-15,Limoux,Foix,2012
Stage 15,2012-07-16,Samatan,Pau,2012
Stage 16,2012-07-18,Pau,Bagnères-de-Luchon,2012
Stage 17,2012-07-19,Bagnères-de-Luchon,Peyragudes,2012
Stage 18,2012-07-20,Blagnac,Brive-la-Gaillarde,2012
Stage 19,2012-07-21,Bonneval,Chartres,2012
Stage 20,2012-07-22,Rambouillet,Paris Champs-Élysées,2012
Stage 1,2013-06-29,porto_vecchio,Bastia,2013
Stage 2,2013-06-30,Bastia,Ajaccio,2013
Stage 3,2013-07-01,Ajaccio,Calvi,2013
Stage 4,2013-07-02,Nice,Nice,2013
Stage 5,2013-07-03,Cagnes-sur-Mer,Marseille,2013
Stage 6,2013-07-04,Aix en Provence,Montpellier,2013
Stage 7,2013-07-05,Montpellier,Albi,2013
Stage 8,2013-07-06,Castres,Ax 3 Domaines,2013
Stage 9,2013-07-07,Saint-Girons,Bagnères-de-Bigorre,2013
Stage 10,2013-07-09,Saint-Gildas-des-Bois,Saint-Malo,2013
Stage 11,2013-07-10,Avranches,Mont-Saint-Michel,2013
Stage 12,2013-07-11,Fougères,Tours,2013
Stage 13,2013-07-12,Tours,Saint-Amand-Montrond,2013
Stage 14,2013-07-13,Saint-Pourçain-sur-Sioule,Lyon,2013
Stage 15,2013-07-14,Givors,Mont Ventoux,2013
Stage 16,2013-07-16,Vaison-la-Romaine,Gap,2013
Stage 17,2013-07-17,Embrun,Chorges,2013
Stage 18,2013-07-18,Gap,Alpe d'Huez,2013
Stage 19,2013-07-19,Bourg-d'Oisans,le_grand_bornand,2013
Stage 20,2013-07-20,Annecy,Annecy - Semnoz,2013
Stage 21,2013-07-21,Versailles,Paris Champs-Élysées,2013
Stage 1,2014-07-05,Leeds,Harrogate,2014
Stage 2,2014-07-06,York,Sheffield,2014
Stage 3,2014-07-07,Cambridge,Londres,2014
Stage 4,2014-07-08,Le Touquet-Paris-Plage,Lille,2014
Stage 5,2014-07-09,Ypres,Arenberg Porte du Hainaut,2014
Stage 6,2014-07-10,Arras Citadelle,Reims,2014
Stage 7,2014-07-11,Épernay,Nancy,2014
Stage 8,2014-07-12,Tomblaine,Gérardmer,2014
Stage 9,2014-07-13,Gérardmer,Mulhouse,2014
Stage 10,2014-07-14,Mulhouse,La Planche des Belles Filles,2014
Stage 11,2014-07-16,Besançon,Oyonnax,2014
Stage 12,2014-07-17,Bourg-en-Bresse,Saint-Etienne,2014
Stage 13,2014-07-18,Saint-Etienne,Chamrousse,2014
Stage 14,2014-07-19,Grenoble,Risoul,2014
Stage 15,2014-07-20,Tallard,Nimes,2014
Stage 16,2014-07-22,Carcassonne,Bagnères-de-Luchon,2014
Stage 17,2014-07-23,Saint Gaudens,Saint-Lary-Soulan Col du Portet,2014
Stage 18,2014-07-24,Pau,Hautacam,2014
Stage 19,2014-07-25,Maubourguet Pays du Val d'Adour,Bergerac,2014
Stage 20,2014-07-26,Bergerac,Périgueux,2014
Stage 21,2014-07-27,Evry,Paris Champs-Élysées,2014
Stage 1,2015-07-04,Utrecht,Utrecht,2015
Stage 2,2015-07-05,Utrecht,Zélande,2015
Stage 3,2015-07-06,Anvers,Huy,2015
Stage 4,2015-07-07,Seraing,Cambrai,2015
Stage 5,2015-07-08,Arras Communauté Urbaine,Amiens,2015
Stage 6,2015-07-09,Abbeville,Le Havre,2015
Stage 7,2015-07-10,Livarot,Fougères,2015
Stage 8,2015-07-11,Rennes,Mûr-de-Bretagne Guerlédan,2015
Stage 9,2015-07-12,Vannes,Plumelec,2015
Stage 10,2015-07-14,Tarbes,La Pierre-Saint-Martin,2015
Stage 11,2015-07-15,Pau,Cauterets,2015
Stage 12,2015-07-16,Lannemezan,plateau_de_beille,2015
Stage 13,2015-07-17,Muret,Rodez,2015
Stage 14,2015-07-18,Rodez,Mende,2015
Stage 15,2015-07-19,Mende,Valence,2015
Stage 16,2015-07-20,Bourg-de-Péage,Gap,2015
Stage 17,2015-07-22,Digne-les-Bains,Pra Loup,2015
Stage 18,2015-07-23,Gap,Saint-Jean-de-Maurienne,2015
Stage 19,2015-07-24,Saint-Jean-de-Maurienne,La Toussuire,2015
Stage 20,2015-07-25,Modane Valfréjus,Alpe d'Huez,2015
Stage 21,2015-07-26,Sèvres - Grand Paris Seine Ouest,Paris Champs-Élysées,2015
Stage 1,2016-07-02,Mont-Saint-Michel,Utah Beach Sainte-Marie-du-Mont,2016
Stage 2,2016-07-03,Saint-Lô,Cherbourg-en-Cotentin,2016
Stage 3,2016-07-04,Granville,Angers,2016
Stage 4,2016-07-05,Saumur,Limoges,2016
Stage 5,2016-07-06,Limoges,Le Lioran,2016
Stage 6,2016-07-07,Arpajon-sur-Cère,Montauban,2016
Stage 7,2016-07-08,L'Isle-Jourdain,Lac de Payolle,2016
Stage 8,2016-07-09,Pau,Bagnères-de-Luchon,2016
Stage 9,2016-07-10,Vielha Val d'Aran,Andorre,2016
Stage 10,2016-07-12,Escaldes-Engordany,Revel,2016
Stage 11,2016-07-13,Carcassonne,Montpellier,2016
Stage 12,2016-07-14,Montpellier,Mont Ventoux,2016
Stage 13,2016-07-15,Bourg-Saint-Andéol,La Caverne du Pont-d'Arc,2016
Stage 14,2016-07-16,Montélimar,Villars-les-Dombes Parc des Oiseaux,2016
Stage 15,2016-07-17,Bourg-en-Bresse,Culoz,2016
Stage 16,2016-07-18,Moirans-en-Montagne,Berne,2016
Stage 17,2016-07-20,Berne,Finhaut-Emosson,2016
Stage 18,2016-07-21,Sallanches,Megève,2016
Stage 19,2016-07-22,Albertville,Saint-Gervais Mont Blanc,2016
Stage 20,2016-07-23,Megève,Morzine,2016
Stage 21,2016-07-24,Chantilly,Paris Champs-Élysées,2016
Stage 1,2017-07-01,Düsseldorf,Düsseldorf,2017
Stage 2,2017-07-02,Düsseldorf,Liège,2017
Stage 3,2017-07-03,Verviers,Longwy,2017
Stage 4,2017-07-04,Mondorf-les-Bains,Vittel,2017
Stage 5,2017-07-05,Vittel,La Planche des Belles Filles,2017
Stage 6,2017-07-06,Vesoul,Troyes,2017
Stage 7,2017-07-07,Troyes,Nuits-Saint-Georges,2017
Stage 8,2017-07-08,Dole,Station des Rousses,2017
Stage 9,2017-07-09,Nantua,Chambéry,2017
Stage 10,2017-07-11,Périgueux,Bergerac,2017
Stage 11,2017-07-12,Eymet,Pau,2017
Stage 12,2017-07-13,Pau,Peyragudes,2017
Stage 13,2017-07-14,Saint-Girons,Foix,2017
Stage 14,2017-07-15,Blagnac,Rodez,2017
Stage 15,2017-07-16,Laissac-Sévérac l'Église,Le Puy-en-Velay,2017
Stage 16,2017-07-18,Le Puy-en-Velay,Romans-sur-Isère,2017
Stage 17,2017-07-19,La Mure,Serre-Chevalier,2017
Stage 18,2017-07-20,Briançon,Izoard,2017
Stage 19,2017-07-21,Embrun,Salon-de-Provence,2017
Stage 20,2017-07-22,Marseille,Marseille,2017
Stage 21,2017-07-23,Montgeron,Paris Champs-Élysées,2017
Stage 1,2018-07-07,Noirmoutier-en-l'Île,Fontenay-le-Comte,2018
Stage 2,2018-07-08,Mouilleron-Saint-Germain,La Roche-sur-Yon,2018
Stage 3,2018-07-09,Cholet,Cholet,2018
Stage 4,2018-07-10,La Baule,Sarzeau,2018
Stage 5,2018-07-11,Lorient,Quimper,2018
Stage 6,2018-07-12,Brest,Mûr-de-Bretagne Guerlédan,2018
Stage 7,2018-07-13,Fougères,Chartres,2018
Stage 8,2018-07-14,Dreux,Amiens,2018
Stage 9,2018-07-15,Arras Citadelle,Roubaix,2018
Stage 10,2018-07-17,Annecy,Le Grand-Bornand,2018
Stage 11,2018-07-18,Albertville,La Rosière Espace San Bernardo,2018
Stage 12,2018-07-19,Bourg-Saint-Maurice Les Arcs,Alpe d'Huez,2018
Stage 13,2018-07-20,Le Bourg d'Oisans,Valence,2018
Stage 14,2018-07-21,Saint-Paul-Trois-Châteaux,Mende,2018
Stage 15,2018-07-22,Millau,Carcassonne,2018
Stage 16,2018-07-24,Carcassonne,Bagnères-de-Luchon,2018
Stage 17,2018-07-25,Bagnères-de-Luchon,Saint-Lary-Soulan Col du Portet,2018
Stage 18,2018-07-26,Trie-sur-Baïse,Pau,2018
Stage 19,2018-07-27,Lourdes,Laruns,2018
Stage 20,2018-07-28,Saint-Pée-sur-Nivelle,Espelette,2018
Stage 21,2018-07-29,Houilles,Paris Champs-Élysées,2018
Stage 1,2019-07-06,Bruxelles,Brussel,2019
Stage 2,2019-07-07,Bruxelles Palais Royal,Brussel Atomium,2019
Stage 3,2019-07-08,Binche,Épernay,2019
Stage 4,2019-07-09,Reims,Nancy,2019
Stage 5,2019-07-10,Saint-Dié-des-Vosges,Colmar,2019
Stage 6,2019-07-11,Mulhouse,La Planche des Belles Filles,2019
Stage 7,2019-07-12,Belfort,Chalon-sur-Saône,2019
Stage 8,2019-07-13,Mâcon,Saint-Étienne,2019
Stage 9,2019-07-14,Saint-Étienne,Brioude,2019
Stage 10,2019-07-15,Saint-Flour,Albi,2019
Stage 11,2019-07-17,Albi,Toulouse,2019
Stage 12,2019-07-18,Toulouse,Bagnères-de-Bigorre,2019
Stage 13,2019-07-19,Pau,Pau,2019
Stage 14,2019-07-20,Tarbes,Tourmalet Barèges,2019
Stage 15,2019-07-21,Limoux,Foix Prat d'Albis,2019
Stage 16,2019-07-23,Nîmes,Nîmes,2019
Stage 17,2019-07-24,Pont du Gard,Gap,2019
Stage 18,2019-07-25,Embrun,Valloire,2019
Stage 19,2019-07-26,Saint-Jean-de-Maurienne,Tignes,2019
Stage 20,2019-07-27,Albertville,Val Thorens,2019
Stage 21,2019-07-28,Rambouillet,Paris Champs-Élysées,2019
Stage 1,2020-08-29,Nice Moyen Pays,Nice,2020
Stage 2,2020-08-30,Nice Haut Pays,Nice,2020
Stage 3,2020-08-31,Nice,Sisteron,2020
Stage 4,2020-09-01,Sisteron,Orcières-Merlette,2020
Stage 5,2020-09-02,Gap,Privas,2020
Stage 6,2020-09-03,Le Teil,Mont Aigoual,2020
Stage 7,2020-09-04,Millau,Lavaur,2020
Stage 8,2020-09-05,Cazères-sur-Garonne,Loudenvielle,2020
Stage 9,2020-09-06,Pau,Laruns,2020
Stage 10,2020-09-08,Île d'Oléron Le Château-d'Oléron,Île de Ré Saint-Martin-de-Ré,2020
Stage 11,2020-09-09,Châtelaillon-Plage,Poitiers,2020
Stage 12,2020-09-10,Chauvigny,Sarran Corrèze,2020
Stage 13,2020-09-11,Châtel-Guyon,Puy Mary Cantal,2020
Stage 14,2020-09-12,Clermont-Ferrand,Lyon,2020
Stage 15,2020-09-13,Lyon,Grand Colombier,2020
Stage 16,2020-09-15,La Tour-du-Pin,Villard-de-Lans,2020
Stage 17,2020-09-16,Grenoble,Méribel Col de la Loze,2020
Stage 18,2020-09-17,Méribel,La Roche-sur-Foron,2020
Stage 19,2020-09-18,Bourg-en-Bresse,Champagnole,2020
Stage 20,2020-09-19,Lure,La Planche des Belles Filles,2020
Stage 21,2020-09-20,Mantes-la-Jolie,Paris Champs-Élysées,2020
Stage 1,2021-06-26,Brest,Landerneau,2021
Stage 2,2021-06-27,Perros-Guirec,Mûr-de-Bretagne Guerlédan,2021
Stage 3,2021-06-28,Lorient,Pontivy,2021
Stage 4,2021-06-29,Redon,Fougères,2021
Stage 5,2021-06-30,Changé,Laval Espace Mayenne,2021
Stage 6,2021-07-01,Tours,Châteauroux,2021
Stage 7,2021-07-02,Vierzon,Le Creusot,2021
Stage 8,2021-07-03,Oyonnax,Le Grand-Bornand,2021
Stage 9,2021-07-04,Cluses,Tignes,2021
Stage 10,2021-07-06,Albertville,Valence,2021
Stage 11,2021-07-07,Sorgues,Malaucène,2021
Stage 12,2021-07-08,Saint-Paul-Trois-Châteaux,Nîmes,2021
Stage 13,2021-07-09,Nîmes,Carcassonne,2021
Stage 14,2021-07-10,Carcassonne,Quillan,2021
Stage 15,2021-07-11,Céret,Andorre-la-Vieille,2021
Stage 16,2021-07-13,Pas de la Case,Saint-Gaudens,2021
Stage 17,2021-07-14,Muret,Saint-Lary-Soulan Col du Portet,2021
Stage 18,2021-07-15,Pau,Luz Ardiden,2021
Stage 19,2021-07-16,Mourenx,Libourne,2021
Stage 20,2021-07-17,Libourne,Saint-Emilion,2021
Stage 21,2021-07-18,Chatou,Paris Champs-Élysées,2021
Stage 1,2022-07-01,Copenhague,Copenhague,2022
Stage 2,2022-07-02,Roskilde,Nyborg,2022
Stage 3,2022-07-03,Vejle,Sønderborg,2022
Transfer 1,2022-07-04,Transfert,Transfert,2022
Stage 4,2022-07-05,Dunkerque,Calais,2022
Stage 5,2022-07-06,Lille Métropole,Arenberg Porte du Hainaut,2022
Stage 6,2022-07-07,Binche,Longwy,2022
Stage 7,2022-07-08,Tomblaine,La Super Planche des Belles Filles,2022
Stage 8,2022-07-09,Dole,Lausanne,2022
Stage 9,2022-07-10,Aigle,Châtel Les Portes du Soleil,2022
Stage 10,2022-07-12,Morzine Les Portes du Soleil,Megève,2022
Stage 11,2022-07-13,Albertville,Col du Granon Serre Chevalier,2022
Stage 12,2022-07-14,Briançon,Alpe d'Huez,2022
Stage 13,2022-07-15,Le Bourg d'Oisans,Saint-Étienne,2022
Stage 14,2022-07-16,Saint-Étienne,Mende,2022
Stage 15,2022-07-17,Rodez,Carcassonne,2022
Stage 16,2022-07-19,Carcassonne,Foix,2022
Stage 17,2022-07-20,Saint-Gaudens,Peyragudes,2022
Stage 18,2022-07-21,Lourdes,Hautacam,2022
Stage 19,2022-07-22,Castelnau-Magnoac,Cahors,2022
Stage 20,2022-07-23,Lacapelle-Marival,Rocamadour,2022
Stage 21,2022-07-24,Paris La Défense Arena,Paris Champs-Élysées,2022
