,Rank,Rider,Team,Times,Gap,B,P,Year,Distance (km),Number of stages,TotalSeconds,GapSeconds,ResultType
7615,82,CHRISTOPHE RIBLON,AG2R LA MONDIALE,88h 01' 18'',+ 02h 12' 43'',,,2009,3460,21,316878,7963,time
7616,83,STIJN DEVOLDER,QUICK STEP,88h 02' 31'',+ 02h 13' 56'',,,2009,3460,21,316951,8036,time
7617,84,JOSÉ ROJAS,CAISSE D’EPARGNE,88h 02' 51'',+ 02h 14' 16'',,,2009,3460,21,316971,8056,time
7618,85,DAVID MILLAR,GARMIN - SLIPSTREAM,88h 03' 39'',+ 02h 15' 04'',,,2009,3460,21,317019,8104,time
7619,86,FREDERIK WILLEMS,LIQUIGAS,88h 04' 46'',+ 02h 16' 11'',,,2009,3460,21,317086,8171,time
7620,87,INIGO CUESTA,CERVELO TEST TEAM,88h 05' 14'',+ 02h 16' 39'',,,2009,3460,21,317114,8199,time
7621,88,JÉRÔME PINEAU,QUICK STEP,88h 06' 11'',+ 02h 17' 36'',,,2009,3460,21,317171,8256,time
7622,89,GREG VAN AVERMAET,SILENCE - LOTTO,88h 08' 49'',+ 02h 20' 14'',,,2009,3460,21,317329,8414,time
7623,90,THIERRY HUPOND,SKIL-SHIMANO,88h 11' 33'',+ 02h 22' 58'',,,2009,3460,21,317493,8578,time
7624,91,FABIAN CANCELLARA,TEAM SAXO BANK,88h 12' 30'',+ 02h 23' 55'',,,2009,3460,21,317550,8635,time
7625,92,ALIAKSANDR KUSCHYNSKI,LIQUIGAS,88h 12' 33'',+ 02h 23' 58'',,,2009,3460,21,317553,8638,time
7626,93,JOHAN VAN SUMMEREN,SILENCE - LOTTO,88h 14' 13'',+ 02h 25' 38'',,,2009,3460,21,317653,8738,time
7627,94,LEONARDO DUQUE,COFIDIS LE CREDIT EN LIGNE,88h 14' 27'',+ 02h 25' 52'',,,2009,3460,21,317667,8752,time
7628,95,ALESSANDRO BALLAN,LAMPRE - N.G.C,88h 14' 57'',+ 02h 26' 22'',,,2009,3460,21,317697,8782,time
7629,96,STIJN VANDENBERGH,TEAM KATUSHA,88h 15' 09'',+ 02h 26' 34'',,,2009,3460,21,317709,8794,time
7630,97,HEINRICH HAUSSLER,CERVELO TEST TEAM,88h 17' 10'',+ 02h 28' 35'',,,2009,3460,21,317830,8915,time
7631,98,MARTIJN MAASKANT,GARMIN - SLIPSTREAM,88h 18' 28'',+ 02h 29' 53'',,,2009,3460,21,317908,8993,time
7632,99,OSCAR FREIRE,RABOBANK,88h 28' 00'',+ 02h 39' 25'',,,2009,3460,21,318480,9565,time
7633,100,FILIPPO POZZATO,TEAM KATUSHA,88h 28' 14'',+ 02h 39' 39'',,,2009,3460,21,318494,9579,time
7634,101,MICKAEL DELAGE,SILENCE - LOTTO,88h 30' 55'',+ 02h 42' 20'',,,2009,3460,21,318655,9740,time
7635,102,JUAN ANTONIO FLECHA GIANNONI,RABOBANK,88h 31' 20'',+ 02h 42' 45'',,,2009,3460,21,318680,9765,time
7636,103,MICHAEL ROGERS,TEAM COLUMBIA - HTC,88h 31' 32'',+ 02h 42' 57'',,,2009,3460,21,318692,9777,time
7637,104,SÉBASTIEN ROSSELER,QUICK STEP,88h 31' 57'',+ 02h 43' 22'',,,2009,3460,21,318717,9802,time
7638,105,BINGEN FERNANDEZ,COFIDIS LE CREDIT EN LIGNE,88h 34' 03'',+ 02h 45' 28'',,,2009,3460,21,318843,9928,time
7639,106,THOR HUSHOVD,CERVELO TEST TEAM,88h 34' 35'',+ 02h 46' 00'',,,2009,3460,21,318875,9960,time
7640,107,JUAN JOSÉ OROZ UGALDE,EUSKALTEL - EUSKADI,88h 34' 52'',+ 02h 46' 17'',,,2009,3460,21,318892,9977,time
7641,108,JUSSI VEIKKANEN,FRANCAISE DES JEUX,88h 35' 56'',+ 02h 47' 21'',,,2009,3460,21,318956,10041,time
7642,109,SIMON SPILAK,LAMPRE - N.G.C,88h 40' 59'',+ 02h 52' 24'',,,2009,3460,21,319259,10344,time
7643,110,DANIELE RIGHI,LAMPRE - N.G.C,88h 41' 19'',+ 02h 52' 44'',,,2009,3460,21,319279,10364,time
7644,111,KOEN DE KORT,SKIL-SHIMANO,88h 42' 00'',+ 02h 53' 25'',,,2009,3460,21,319320,10405,time
7645,112,FUMIYUKI BEPPU,SKIL-SHIMANO,88h 43' 56'',+ 02h 55' 21'',,,2009,3460,21,319436,10521,time
7646,113,SIMON GESCHKE,SKIL-SHIMANO,88h 44' 03'',+ 02h 55' 28'',,,2009,3460,21,319443,10528,time
7647,114,MATTEO TOSATTO,QUICK STEP,88h 47' 03'',+ 02h 58' 28'',,,2009,3460,21,319623,10708,time
7648,115,ARNAUD COYOT,CAISSE D’EPARGNE,88h 47' 45'',+ 02h 59' 10'',,,2009,3460,21,319665,10750,time
7649,116,BRIAN VANDBORG,LIQUIGAS,88h 48' 32'',+ 02h 59' 57'',,,2009,3460,21,319712,10797,time
7650,117,ALEXANDRE PICHOT,BBOX BOUYGUES TELECOM,88h 50' 36'',+ 03h 02' 01'',,,2009,3460,21,319836,10921,time
7651,118,STEF CLEMENT,RABOBANK,88h 50' 46'',+ 03h 02' 11'',,,2009,3460,21,319846,10931,time
7652,119,ANTHONY GESLIN,FRANCAISE DES JEUX,88h 51' 01'',+ 03h 02' 26'',,,2009,3460,21,319861,10946,time
7653,120,ALESSANDRO VANOTTI,LIQUIGAS,88h 52' 35'',+ 03h 04' 00'',,,2009,3460,21,319955,11040,time
7654,121,JULIAN DEAN,GARMIN - SLIPSTREAM,88h 53' 16'',+ 03h 04' 41'',,,2009,3460,21,319996,11081,time
7655,122,NIKOLAY TRUSSOV,TEAM KATUSHA,88h 53' 45'',+ 03h 05' 10'',,,2009,3460,21,320025,11110,time
7656,123,STAF SCHEIRLINCKX,SILENCE - LOTTO,88h 53' 46'',+ 03h 05' 11'',,,2009,3460,21,320026,11111,time
7657,124,STUART O'GRADY,TEAM SAXO BANK,88h 57' 14'',+ 03h 08' 39'',,,2009,3460,21,320234,11319,time
7658,125,MARKUS FOTHEN,TEAM MILRAM,89h 01' 20'',+ 03h 12' 45'',,,2009,3460,21,320480,11565,time
7659,126,GERALD CIOLEK,TEAM MILRAM,89h 03' 47'',+ 03h 15' 12'',,,2009,3460,21,320627,11712,time
7660,127,BRETT DANIEL LANCASTER,CERVELO TEST TEAM,89h 04' 08'',+ 03h 15' 33'',,,2009,3460,21,320648,11733,time
7661,128,WILLIAM BONNET,BBOX BOUYGUES TELECOM,89h 05' 04'',+ 03h 16' 29'',,,2009,3460,21,320704,11789,time
7662,129,YUKIYA ARASHIRO,BBOX BOUYGUES TELECOM,89h 05' 19'',+ 03h 16' 44'',,,2009,3460,21,320719,11804,time
7663,130,ALBERT TIMMER,SKIL-SHIMANO,89h 05' 25'',+ 03h 16' 50'',,,2009,3460,21,320725,11810,time
7664,131,MARK CAVENDISH,TEAM COLUMBIA - HTC,89h 10' 29'',+ 03h 21' 54'',,,2009,3460,21,321029,12114,time
7665,132,MAURO SANTAMBROGIO,LAMPRE - N.G.C,89h 12' 04'',+ 03h 23' 29'',,,2009,3460,21,321124,12209,time
7666,133,LLOYD MONDORY,AG2R LA MONDIALE,89h 14' 14'',+ 03h 25' 39'',,,2009,3460,21,321254,12339,time
7667,134,BERT GRABSCH,TEAM COLUMBIA - HTC,89h 15' 41'',+ 03h 27' 06'',,,2009,3460,21,321341,12426,time
7668,135,DANIELE BENNATI,LIQUIGAS,89h 15' 49'',+ 03h 27' 14'',,,2009,3460,21,321349,12434,time
7669,136,STÉPHANE AUGE,COFIDIS LE CREDIT EN LIGNE,89h 15' 53'',+ 03h 27' 18'',,,2009,3460,21,321353,12438,time
7670,137,FABIAN WEGMANN,TEAM MILRAM,89h 18' 29'',+ 03h 29' 54'',,,2009,3460,21,321509,12594,time
7671,138,GREGORY RAST,ASTANA,89h 18' 42'',+ 03h 30' 07'',,,2009,3460,21,321522,12607,time
7672,139,SAMUEL DUMOULIN,COFIDIS LE CREDIT EN LIGNE,89h 18' 58'',+ 03h 30' 23'',,,2009,3460,21,321538,12623,time
7673,140,MIKHAIL IGNATYEV,TEAM KATUSHA,89h 20' 44'',+ 03h 32' 09'',,,2009,3460,21,321644,12729,time
7674,141,DANNY PATE,GARMIN - SLIPSTREAM,89h 21' 14'',+ 03h 32' 39'',,,2009,3460,21,321674,12759,time
7675,142,BENOÎT VAUGRENARD,FRANCAISE DES JEUX,89h 23' 10'',+ 03h 34' 35'',,,2009,3460,21,321790,12875,time
7676,143,SAÏD HADDOU,BBOX BOUYGUES TELECOM,89h 23' 30'',+ 03h 34' 55'',,,2009,3460,21,321810,12895,time
7677,144,CYRIL LEMOINE,SKIL-SHIMANO,89h 24' 49'',+ 03h 36' 14'',,,2009,3460,21,321889,12974,time
7678,145,MARCO BANDIERA,LAMPRE - N.G.C,89h 27' 49'',+ 03h 39' 14'',,,2009,3460,21,322069,13154,time
7679,146,MARCIN SAPA,LAMPRE - N.G.C,89h 30' 21'',+ 03h 41' 46'',,,2009,3460,21,322221,13306,time
7680,147,FABIO SABATINI,LIQUIGAS,89h 30' 46'',+ 03h 42' 11'',,,2009,3460,21,322246,13331,time
7681,148,DMITRIY MURAVYEV,ASTANA,89h 31' 50'',+ 03h 43' 15'',,,2009,3460,21,322310,13395,time
7682,149,MARK RENSHAW,TEAM COLUMBIA - HTC,89h 34' 55'',+ 03h 46' 20'',,,2009,3460,21,322495,13580,time
7683,150,BERNHARD EISEL,TEAM COLUMBIA - HTC,89h 36' 18'',+ 03h 47' 43'',,,2009,3460,21,322578,13663,time
7684,151,TYLER FARRAR,GARMIN - SLIPSTREAM,89h 36' 48'',+ 03h 48' 13'',,,2009,3460,21,322608,13693,time
7685,152,NIKI TERPSTRA,TEAM MILRAM,89h 37' 13'',+ 03h 48' 38'',,,2009,3460,21,322633,13718,time
7686,153,STEVEN DE JONGH,QUICK STEP,89h 37' 56'',+ 03h 49' 21'',,,2009,3460,21,322676,13761,time
7687,154,JONATHAN HIVERT,SKIL-SHIMANO,89h 38' 14'',+ 03h 49' 39'',,,2009,3460,21,322694,13779,time
7688,155,ANDREAS KLIER,CERVELO TEST TEAM,89h 42' 43'',+ 03h 54' 08'',,,2009,3460,21,322963,14048,time
7689,156,YAUHENI HUTAROVICH,FRANCAISE DES JEUX,90h 05' 02'',+ 04h 16' 27'',,,2009,3460,21,324302,15387,time
7690,1,ANDY SCHLECK,TEAM SAXO BANK,91h 59' 27'',-,,,2010,3642,21,331167,0,time
7691,2,SAMUEL SANCHEZ,EUSKALTEL - EUSKADI,92h 02' 28'',+ 00h 03' 01'',,,2010,3642,21,331348,181,time
7692,3,JURGEN VAN DEN BROECK,OMEGA PHARMA - LOTTO,92h 05' 42'',+ 00h 06' 15'',,,2010,3642,21,331542,375,time
7693,5,ROBERT GESINK,RABOBANK,92h 08' 19'',+ 00h 08' 52'',,,2010,3642,21,331699,532,time
7694,6,RYDER HESJEDAL,GARMIN - TRANSITIONS,92h 09' 03'',+ 00h 09' 36'',,,2010,3642,21,331743,576,time
7695,7,JOAQUIN RODRIGUEZ OLIVER,KATUSHA TEAM,92h 10' 25'',+ 00h 10' 58'',,,2010,3642,21,331825,658,time
7696,8,ROMAN KREUZIGER,LIQUIGAS-DOIMO,92h 10' 42'',+ 00h 11' 15'',,,2010,3642,21,331842,675,time
7697,9,CHRISTOPHER HORNER,TEAM RADIOSHACK,92h 10' 50'',+ 00h 11' 23'',,,2010,3642,21,331850,683,time
7698,10,LUIS LEON SANCHEZ,CAISSE D'EPARGNE,92h 13' 09'',+ 00h 13' 42'',,,2010,3642,21,331989,822,time
7699,11,RUBEN PLAZA MOLINA,CAISSE D'EPARGNE,92h 13' 17'',+ 00h 13' 50'',,,2010,3642,21,331997,830,time
7700,12,LEVI LEIPHEIMER,TEAM RADIOSHACK,92h 13' 28'',+ 00h 14' 01'',,,2010,3642,21,332008,841,time
7701,13,ANDREAS KLÖDEN,TEAM RADIOSHACK,92h 15' 24'',+ 00h 15' 57'',,,2010,3642,21,332124,957,time
7702,14,NICOLAS ROCHE,AG2R LA MONDIALE,92h 15' 47'',+ 00h 16' 20'',,,2010,3642,21,332147,980,time
7703,15,ALEXANDRE VINOKOUROV,ASTANA,92h 16' 34'',+ 00h 17' 07'',,,2010,3642,21,332194,1027,time
7704,16,THOMAS LÖVKVIST,SKY PRO CYCLING,92h 19' 34'',+ 00h 20' 07'',,,2010,3642,21,332374,1207,time
7705,17,KEVIN DE WEERT,QUICK STEP,92h 20' 42'',+ 00h 21' 15'',,,2010,3642,21,332442,1275,time
7706,18,JOHN GADRET,AG2R LA MONDIALE,92h 22' 52'',+ 00h 23' 25'',,,2010,3642,21,332572,1405,time
7707,19,CARLOS SASTRE,CERVELO TEST TEAM,92h 25' 25'',+ 00h 25' 58'',,,2010,3642,21,332725,1558,time
7708,21,DANIEL MORENO FERNANDEZ,OMEGA PHARMA - LOTTO,92h 28' 26'',+ 00h 28' 59'',,,2010,3642,21,332906,1739,time
7709,22,CHRISTOPHE MOREAU,CAISSE D'EPARGNE,92h 32' 49'',+ 00h 33' 22'',,,2010,3642,21,333169,2002,time
7710,24,BRADLEY WIGGINS,SKY PRO CYCLING,92h 38' 12'',+ 00h 38' 45'',,,2010,3642,21,333492,2325,time
7711,25,SANDY CASAR,FDJ,92h 44' 40'',+ 00h 45' 13'',,,2010,3642,21,333880,2713,time
7712,26,CADEL EVANS,BMC RACING TEAM,92h 49' 15'',+ 00h 49' 48'',,,2010,3642,21,334155,2988,time
7713,27,JULIEN EL FARES,COFIDIS LE CREDIT EN LIGNE,92h 52' 10'',+ 00h 52' 43'',,,2010,3642,21,334330,3163,time
7714,28,CHRISTOPHE RIBLON,AG2R LA MONDIALE,92h 54' 01'',+ 00h 54' 34'',,,2010,3642,21,334441,3274,time
7715,29,DAMIANO CUNEGO,LAMPRE - FARNESE,92h 55' 41'',+ 00h 56' 14'',,,2010,3642,21,334541,3374,time
7716,30,JOHAN VAN SUMMEREN,GARMIN - TRANSITIONS,92h 57' 41'',+ 00h 58' 14'',,,2010,3642,21,334661,3494,time
7717,31,SYLVAIN CHAVANEL,QUICK STEP,92h 58' 05'',+ 00h 58' 38'',,,2010,3642,21,334685,3518,time
7718,32,IVAN BASSO,LIQUIGAS-DOIMO,92h 58' 21'',+ 00h 58' 54'',,,2010,3642,21,334701,3534,time
7719,33,MARIO AERTS,OMEGA PHARMA - LOTTO,93h 01' 24'',+ 01h 01' 57'',,,2010,3642,21,334884,3717,time
7720,34,VOLODYMIR GUSTOV,CERVELO TEST TEAM,93h 08' 39'',+ 01h 09' 12'',,,2010,3642,21,335319,4152,time
7721,35,JUAN MANUEL GARATE,RABOBANK,93h 08' 51'',+ 01h 09' 24'',,,2010,3642,21,335331,4164,time
7722,36,GORKA VERDUGO,EUSKALTEL - EUSKADI,93h 08' 57'',+ 01h 09' 30'',,,2010,3642,21,335337,4170,time
7723,37,MICHAEL ROGERS,TEAM HTC - COLUMBIA,93h 08' 59'',+ 01h 09' 32'',,,2010,3642,21,335339,4172,time
7724,38,RÉMI PAURIOL,COFIDIS LE CREDIT EN LIGNE,93h 09' 40'',+ 01h 10' 13'',,,2010,3642,21,335380,4213,time
7725,39,KANSTANTSIN SIUTSOU,TEAM HTC - COLUMBIA,93h 12' 07'',+ 01h 12' 40'',,,2010,3642,21,335527,4360,time
7726,40,EGOI MARTINEZ,EUSKALTEL - EUSKADI,93h 17' 57'',+ 01h 18' 30'',,,2010,3642,21,335877,4710,time
7727,42,CHRISTOPHE LE MEVEL,FDJ,93h 21' 26'',+ 01h 21' 59'',,,2010,3642,21,336086,4919,time
7728,43,JANEZ BRAJKOVIC,TEAM RADIOSHACK,93h 22' 14'',+ 01h 22' 47'',,,2010,3642,21,336134,4967,time
7729,44,ANTHONY CHARTEAU,BBOX BOUYGUES TELECOM,93h 23' 00'',+ 01h 23' 33'',,,2010,3642,21,336180,5013,time
7730,45,CYRIL GAUTIER,BBOX BOUYGUES TELECOM,93h 24' 00'',+ 01h 24' 33'',,,2010,3642,21,336240,5073,time
7731,46,SERGIO MIGUEL MOREIRA PAULINHO,TEAM RADIOSHACK,93h 24' 31'',+ 01h 25' 04'',,,2010,3642,21,336271,5104,time
7732,47,MATTHEW LLOYD,OMEGA PHARMA - LOTTO,93h 28' 50'',+ 01h 29' 23'',,,2010,3642,21,336530,5363,time
7733,48,JOSÉ IVAN GUTIERREZ PALACIOS,CAISSE D'EPARGNE,93h 37' 14'',+ 01h 37' 47'',,,2010,3642,21,337034,5867,time
7734,49,DANIEL NAVARRO GARCIA,ASTANA,93h 37' 18'',+ 01h 37' 51'',,,2010,3642,21,337038,5871,time
7735,50,JAKOB FUGLSANG,TEAM SAXO BANK,93h 37' 20'',+ 01h 37' 53'',,,2010,3642,21,337040,5873,time
7736,51,STEVE MORABITO,BMC RACING TEAM,93h 37' 59'',+ 01h 38' 32'',,,2010,3642,21,337079,5912,time
7737,52,KOOS MOERENHOUT,RABOBANK,93h 39' 33'',+ 01h 40' 06'',,,2010,3642,21,337173,6006,time
7738,53,RAFAEL VALLS,FOOTON-SERVETTO,93h 41' 15'',+ 01h 41' 48'',,,2010,3642,21,337275,6108,time
7739,54,PAOLO TIRALONGO,ASTANA,93h 43' 49'',+ 01h 44' 22'',,,2010,3642,21,337429,6262,time
7740,55,MAXIME MONFORT,TEAM HTC - COLUMBIA,93h 43' 49'',+ 01h 44' 22'',,,2010,3642,21,337429,6262,time
7741,56,GRISCHA NIERMANN,RABOBANK,93h 45' 20'',+ 01h 45' 53'',,,2010,3642,21,337520,6353,time
7742,57,PIERRICK FEDRIGO,BBOX BOUYGUES TELECOM,93h 45' 25'',+ 01h 45' 58'',,,2010,3642,21,337525,6358,time
7743,58,PIERRE ROLLAND,BBOX BOUYGUES TELECOM,93h 45' 30'',+ 01h 46' 03'',,,2010,3642,21,337530,6363,time
7744,59,GEORGE HINCAPIE,BMC RACING TEAM,93h 45' 38'',+ 01h 46' 11'',,,2010,3642,21,337538,6371,time
7745,60,VASILI KIRYIENKA,CAISSE D'EPARGNE,93h 46' 42'',+ 01h 47' 15'',,,2010,3642,21,337602,6435,time
7746,61,SYLVESTER SZMYD,LIQUIGAS-DOIMO,93h 46' 50'',+ 01h 47' 23'',,,2010,3642,21,337610,6443,time
7747,62,IVAN VELASCO,EUSKALTEL - EUSKADI,93h 48' 45'',+ 01h 49' 18'',,,2010,3642,21,337725,6558,time
7748,63,JURGEN VAN DE WALLE,QUICK STEP,93h 50' 21'',+ 01h 50' 54'',,,2010,3642,21,337821,6654,time
7749,64,MATHIEU PERGET,CAISSE D'EPARGNE,93h 52' 27'',+ 01h 53' 00'',,,2010,3642,21,337947,6780,time
7750,65,ALEXANDR KOLOBNEV,KATUSHA TEAM,93h 54' 01'',+ 01h 54' 34'',,,2010,3642,21,338041,6874,time
7751,66,JÉRÔME PINEAU,QUICK STEP,93h 56' 46'',+ 01h 57' 19'',,,2010,3642,21,338206,7039,time
7752,67,GERAINT THOMAS,SKY PRO CYCLING,93h 58' 53'',+ 01h 59' 26'',,,2010,3642,21,338333,7166,time
7753,68,JOSÉ ROJAS,CAISSE D'EPARGNE,94h 00' 46'',+ 02h 01' 19'',,,2010,3642,21,338446,7279,time
7754,69,CHRIS ANKER SORENSEN,TEAM SAXO BANK,94h 03' 34'',+ 02h 04' 07'',,,2010,3642,21,338614,7447,time
7755,70,AMAEL MOINARD,COFIDIS LE CREDIT EN LIGNE,94h 03' 58'',+ 02h 04' 31'',,,2010,3642,21,338638,7471,time
7756,71,DAMIEN MONIER,COFIDIS LE CREDIT EN LIGNE,94h 08' 21'',+ 02h 08' 54'',,,2010,3642,21,338901,7734,time
7757,72,FRANCIS DE GREEF,OMEGA PHARMA - LOTTO,94h 11' 10'',+ 02h 11' 43'',,,2010,3642,21,339070,7903,time
7758,73,RUI COSTA,CAISSE D'EPARGNE,94h 11' 16'',+ 02h 11' 49'',,,2010,3642,21,339076,7909,time
7759,74,THOMAS ROHREGGER,TEAM MILRAM,94h 11' 45'',+ 02h 12' 18'',,,2010,3642,21,339105,7938,time
7760,75,MARTIN ELMIGER,AG2R LA MONDIALE,94h 14' 21'',+ 02h 14' 54'',,,2010,3642,21,339261,8094,time
7761,76,THOMAS VOECKLER,BBOX BOUYGUES TELECOM,94h 14' 55'',+ 02h 15' 28'',,,2010,3642,21,339295,8128,time
7762,77,IMANOL ERVITI,CAISSE D'EPARGNE,94h 18' 03'',+ 02h 18' 36'',,,2010,3642,21,339483,8316,time
7763,78,RÉMY DI GREGORIO,FDJ,94h 20' 22'',+ 02h 20' 55'',,,2010,3642,21,339622,8455,time
7764,79,EDUARD VORGANOV,KATUSHA TEAM,94h 26' 07'',+ 02h 26' 40'',,,2010,3642,21,339967,8800,time
7765,80,SEBASTIAN LANG,OMEGA PHARMA - LOTTO,94h 28' 26'',+ 02h 28' 59'',,,2010,3642,21,340106,8939,time
7766,81,ARKAITZ DURAN AROCA,FOOTON-SERVETTO,94h 28' 37'',+ 02h 29' 10'',,,2010,3642,21,340117,8950,time
7767,82,AITOR PEREZ ARRIETA,FOOTON-SERVETTO,94h 31' 05'',+ 02h 31' 38'',,,2010,3642,21,340265,9098,time
7768,83,EROS CAPECCHI,FOOTON-SERVETTO,94h 33' 26'',+ 02h 33' 59'',,,2010,3642,21,340406,9239,time
7769,84,LINUS GERDEMANN,TEAM MILRAM,94h 35' 03'',+ 02h 35' 36'',,,2010,3642,21,340503,9336,time
7770,85,YAROSLAV POPOVYCH,TEAM RADIOSHACK,94h 36' 44'',+ 02h 37' 17'',,,2010,3642,21,340604,9437,time
7771,86,ALIAKSANDR KUSCHYNSKI,LIQUIGAS-DOIMO,94h 38' 28'',+ 02h 39' 01'',,,2010,3642,21,340708,9541,time
7772,87,ALESSANDRO BALLAN,BMC RACING TEAM,94h 41' 26'',+ 02h 41' 59'',,,2010,3642,21,340886,9719,time
7773,88,NICOLAS VOGONDY,BBOX BOUYGUES TELECOM,94h 41' 30'',+ 02h 42' 03'',,,2010,3642,21,340890,9723,time
7774,89,JUAN ANTONIO FLECHA GIANNONI,SKY PRO CYCLING,94h 42' 28'',+ 02h 43' 01'',,,2010,3642,21,340948,9781,time
7775,90,JOHANNES FRÖHLINGER,TEAM MILRAM,94h 48' 11'',+ 02h 48' 44'',,,2010,3642,21,341291,10124,time
7776,91,CHRISTIAN KNEES,TEAM MILRAM,94h 52' 26'',+ 02h 52' 59'',,,2010,3642,21,341546,10379,time
7777,92,SÉBASTIEN MINARD,COFIDIS LE CREDIT EN LIGNE,94h 53' 18'',+ 02h 53' 51'',,,2010,3642,21,341598,10431,time
7778,93,MATTHIEU LADAGNOUS,FDJ,94h 54' 24'',+ 02h 54' 57'',,,2010,3642,21,341664,10497,time
7779,94,KRISTIJAN KOREN,LIQUIGAS-DOIMO,94h 55' 59'',+ 02h 56' 32'',,,2010,3642,21,341759,10592,time
7780,95,RUBEN PEREZ MORENO,EUSKALTEL - EUSKADI,94h 56' 05'',+ 02h 56' 38'',,,2010,3642,21,341765,10598,time
7781,96,BENOÎT VAUGRENARD,FDJ,94h 56' 53'',+ 02h 57' 26'',,,2010,3642,21,341813,10646,time
7782,97,CHRISTOPHE KERN,COFIDIS LE CREDIT EN LIGNE,94h 57' 22'',+ 02h 57' 55'',,,2010,3642,21,341842,10675,time
7783,98,RINALDO NOCENTINI,AG2R LA MONDIALE,94h 59' 57'',+ 03h 00' 30'',,,2010,3642,21,341997,10830,time
7784,99,MICHAËL BARRY,SKY PRO CYCLING,95h 00' 22'',+ 03h 00' 55'',,,2010,3642,21,342022,10855,time
7785,100,MATTHIEU SPRICK,BBOX BOUYGUES TELECOM,95h 00' 28'',+ 03h 01' 01'',,,2010,3642,21,342028,10861,time
7786,101,DAVID ZABRISKIE,GARMIN - TRANSITIONS,95h 00' 36'',+ 03h 01' 09'',,,2010,3642,21,342036,10869,time
7787,102,PAVEL BRUTT,KATUSHA TEAM,95h 02' 00'',+ 03h 02' 33'',,,2010,3642,21,342120,10953,time
7788,103,LUKE ROBERTS,TEAM MILRAM,95h 02' 55'',+ 03h 03' 28'',,,2010,3642,21,342175,11008,time
7789,104,BENJAMIN NOVAL GONZALEZ,ASTANA,95h 04' 10'',+ 03h 04' 43'',,,2010,3642,21,342250,11083,time
7790,105,FRANCESCO GAVAZZI,LAMPRE - FARNESE,95h 05' 32'',+ 03h 06' 05'',,,2010,3642,21,342332,11165,time
7791,106,MAXIME BOUET,AG2R LA MONDIALE,95h 06' 28'',+ 03h 07' 01'',,,2010,3642,21,342388,11221,time
7792,107,SERGE PAUWELS,SKY PRO CYCLING,95h 07' 36'',+ 03h 08' 09'',,,2010,3642,21,342456,11289,time
7793,108,ALEXANDR PLIUSCHIN,KATUSHA TEAM,95h 07' 53'',+ 03h 08' 26'',,,2010,3642,21,342473,11306,time
7794,109,SERGUEI IVANOV,KATUSHA TEAM,95h 07' 58'',+ 03h 08' 31'',,,2010,3642,21,342478,11311,time
7795,110,DAVID DE LA FUENTE,ASTANA,95h 09' 52'',+ 03h 10' 25'',,,2010,3642,21,342592,11425,time
7796,111,THOR HUSHOVD,CERVELO TEST TEAM,95h 11' 45'',+ 03h 12' 18'',,,2010,3642,21,342705,11538,time
7797,112,YUKIYA ARASHIRO,BBOX BOUYGUES TELECOM,95h 12' 08'',+ 03h 12' 41'',,,2010,3642,21,342728,11561,time
7798,113,SÉBASTIEN TURGOT,BBOX BOUYGUES TELECOM,95h 12' 53'',+ 03h 13' 26'',,,2010,3642,21,342773,11606,time
7799,114,GREGORY RAST,TEAM RADIOSHACK,95h 12' 59'',+ 03h 13' 32'',,,2010,3642,21,342779,11612,time
7800,115,INAKI ISASI,EUSKALTEL - EUSKADI,95h 13' 18'',+ 03h 13' 51'',,,2010,3642,21,342798,11631,time
7801,116,EDVALD BOASSON-HAGEN,SKY PRO CYCLING,95h 13' 45'',+ 03h 14' 18'',,,2010,3642,21,342825,11658,time
7802,117,MAARTEN WYNANTS,QUICK STEP,95h 14' 07'',+ 03h 14' 40'',,,2010,3642,21,342847,11680,time
7803,118,LLOYD MONDORY,AG2R LA MONDIALE,95h 15' 08'',+ 03h 15' 41'',,,2010,3642,21,342908,11741,time
7804,119,FABIAN WEGMANN,TEAM MILRAM,95h 16' 41'',+ 03h 17' 14'',,,2010,3642,21,343001,11834,time
7805,120,JURGEN ROELANDTS,OMEGA PHARMA - LOTTO,95h 17' 15'',+ 03h 17' 48'',,,2010,3642,21,343035,11868,time
7806,121,FABIAN CANCELLARA,TEAM SAXO BANK,95h 18' 31'',+ 03h 19' 04'',,,2010,3642,21,343111,11944,time
7807,122,FRANCESCO BELLOTTI,LIQUIGAS-DOIMO,95h 19' 14'',+ 03h 19' 47'',,,2010,3642,21,343154,11987,time
7808,123,MAURO DA DALTO,LAMPRE - FARNESE,95h 20' 37'',+ 03h 21' 10'',,,2010,3642,21,343237,12070,time
7809,124,DANIEL OSS,LIQUIGAS-DOIMO,95h 21' 07'',+ 03h 21' 40'',,,2010,3642,21,343267,12100,time
7810,125,GREGA BOLE,LAMPRE - FARNESE,95h 21' 55'',+ 03h 22' 28'',,,2010,3642,21,343315,12148,time
7811,126,JENS VOIGT,TEAM SAXO BANK,95h 22' 19'',+ 03h 22' 52'',,,2010,3642,21,343339,12172,time
7812,127,IGNATAS KONOVALOVAS,CERVELO TEST TEAM,95h 22' 24'',+ 03h 22' 57'',,,2010,3642,21,343344,12177,time
7813,128,BRIAN VANDBORG,LIQUIGAS-DOIMO,95h 23' 05'',+ 03h 23' 38'',,,2010,3642,21,343385,12218,time
