Team,Rider,Country,Year
TDF 1908 ***,JULIEN MAITRON,FRA,1908
TDF 1908 ***,ANDRÉ CARRE,FRA,1908
TDF 1908 ***,ANDRÉ SEVESTRE,FRA,1908
TDF 1908 ***,CHARLES CRUCHON,FRA,1908
TDF 1908 ***,LÉON GIRAULT,FRA,1908
TDF 1908 ***,ERNEST GOUJON,FRA,1908
TDF 1908 ***,ALEXANDRE GILLES,FRA,1908
TDF 1908 ***,FIRMIN COURT,FRA,1908
TDF 1908 ***,FRANÇOIS AUCOUTURIER,FRA,1908
TDF 1908 ***,JEAN DARCHE,FRA,1908
TDF 1908 ***,GASTON DAGORNEAU,FRA,1908
TDF 1908 ***,EDMOND MASSON,FRA,1908
TDF 1908 ***,LUIGI CHIODI,ITA,1908
TDF 1908 ***,ERNEST HAILLOTE,FRA,1908
TDF 1908 ***,JULES DELOFFRE,FRA,1908
TDF 1908 ***,ALFRED QUENON,FRA,1908
TDF 1908 ***,LUIGI GANNA,ITA,1908
TDF 1908 ***,EBERADO PAVESI,ITA,1908
TDF 1908 ***,ANGE VARALDE,FRA,1908
TDF 1908 ***,HENRI SERVERIN,FRA,1908
TDF 1908 ***,HUBERT SERRIERE,FRA,1908
TDF 1908 ***,ELOI GUICHARD,FRA,1908
TDF 1908 ***,HENRI ANTHOINE,FRA,1908
TDF 1908 ***,JEAN PERREARD,FRA,1908
TDF 1908 ***,MAURICE PELLERIN,FRA,1908
TDF 1908 ***,GIOVANNI ROSSIGNOLI,ITA,1908
TDF 1908 ***,ANGELO BEN,FRA,1908
TDF 1908 ***,JOSEPH CHANTEPERDRIX,FRA,1908
TDF 1908 ***,ALPHONSE CHARPIOT,FRA,1908
TDF 1908 ***,GIOVANNI CUNIOLO,ITA,1908
TDF 1908 ***,CLEMENTE CANEPARI,ITA,1908
TDF 1908 ***,FRANZ DÜLBERG,GER,1908
TDF 1908 ***,ANTOINE WATTELIER,FRA,1908
NIL-SUPRA,EDOUARD WATTELIER,FRA,1909
NIL-SUPRA,HENRI CORNET (GEBOREN JARDY),FRA,1909
NIL-SUPRA,AUGUSTINN RINGEVAL,FRA,1909
NIL-SUPRA,JULES DELOFFRE,FRA,1909
NIL-SUPRA,RENÉ DERCHE,FRA,1909
NIL-SUPRA,ERNEST RICAUX,FRA,1909
ALCYON,CYRILLE VAN HAUWAERT,BEL,1909
ALCYON,LOUIS TROUSSELIER,FRA,1909
ALCYON,FRANÇOIS FABER,LUX,1909
ALCYON,GUSTAVE GARRIGOU,FRA,1909
ALCYON,PAUL DUBOC,FRA,1909
ALCYON,JEAN ALAVOINE,FRA,1909
BIGUET-DUNLOP,OCTAVE LAPIZE,FRA,1909
BIGUET-DUNLOP,FRÉDÉRIC SAILLOT,FRA,1909
BIGUET-DUNLOP,CHARLES CRUCHON,FRA,1909
BIGUET-DUNLOP,ODIEL DEFRAEYE,BEL,1909
BIGUET-DUNLOP,FRANÇOIS LECLERC,SUI,1909
LE GLOBE,GEORGES FLEURY,FRA,1909
LE GLOBE,JULIEN MAITRON,FRA,1909
LE GLOBE,CONSTANT MENAGER,FRA,1909
LE GLOBE,JULIEN GABORY,FRA,1909
LE GLOBE,LUCIEN POTHIER,FRA,1909
LE GLOBE,LÉON LANNOY,FRA,1909
ATALA,LUIGI GANNA,ITA,1909
ATALA,LUIGI CHIODI,ITA,1909
ATALA,CESARE BRAMBILLA,ITA,1909
LEGNANO,CARLO GALETTI,ITA,1909
LEGNANO,GIOVANNI ROSSIGNOLI,ITA,1909
LEGNANO,CLEMENTE CANEPARI,ITA,1909
LEGNANO,MARIO GAJONI,ITA,1909
LEGNANO,GIOVANNI MARCHESE,ITA,1909
LEGNANO,ATTILIO ZAVATTI,ITA,1909
FELSINA,AUGUSTO PASQUALI,ITA,1909
FELSINA,ROMANO PUGLIOLI,ITA,1909
FELSINA,EZIO CORLAITA,ITA,1909
FELSINA,ILDEBRANDO GAMBERINI,ITA,1909
FELSINA,ANGELO MAGNANOLI,ITA,1909
FELSINA,MARIO NERI,ITA,1909
ISOLES,ALFRED LE BARS,FRA,1909
ISOLES,ALBERT LAGARNIER,FRA,1909
ISOLES,ROGER RIVIERE,FRA,1909
ISOLES,JOANNY MICHEL,FRA,1909
ISOLES,EUGÈNE LEROY,FRA,1909
ISOLES,GEORGES BRONCHARD,FRA,1909
ISOLES,ERNEST GARNIER,FRA,1909
ISOLES,ALCIDE MORNON,FRA,1909
ISOLES,CHARLES DELARBRE,FRA,1909
ISOLES,LOUIS DELHUMEAU,FRA,1909
ISOLES,GEORGES WOIRON,FRA,1909
ISOLES,GEORGES DEVILLY,FRA,1909
ISOLES,FRÉDÉRIC JARDIN,FRA,1909
ISOLES,FRÉDÉRIC RIGAUX,FRA,1909
ISOLES,RENÉ CHAUDE,FRA,1909
ISOLES,HENRI EVESQUE,FRA,1909
ISOLES,ANTOINE GREGORY,FRA,1909
ISOLES,FERDINAND PAYAN,FRA,1909
ISOLES,LÉON RABOT,FRA,1909
ISOLES,PAUL BOILLAT,SUI,1909
ISOLES,JEAN MEZIERE,FRA,1909
ISOLES,ANDRÉ HERBELIN,FRA,1909
ISOLES,ROBERT CHARPENTIER,FRA,1909
ISOLES,PAUL PIETROIS,FRA,1909
ISOLES,NOËL COMBELLES,FRA,1909
ISOLES,FRANÇOIS LAFOURCADE,FRA,1909
ISOLES,LUCIEN BARROY,FRA,1909
ISOLES,ANTOINE FAURE,FRA,1909
ISOLES,MAURICE PARDON,FRA,1909
ISOLES,EDMOND TAVENET,FRA,1909
ISOLES,LÉON ROULLIN,FRA,1909
ISOLES,EUGÈNE CHRISTOPHE,FRA,1909
ISOLES,LUCIEN LEMAN,FRA,1909
ISOLES,EUGÈNE VENTRESQUE,FRA,1909
ISOLES,CAMILLE MATHIEU,FRA,1909
ISOLES,LOUIS CONSTANT,FRA,1909
ISOLES,AUGUSTE JOOS,GER,1909
ISOLES,JOSEPH HABIERRE,FRA,1909
ISOLES,ALFRED VAIDIS,FRA,1909
ISOLES,HENRI ORY,FRA,1909
ISOLES,ERNEST GILIOLI,FRA,1909
ISOLES,RODOLPHE MEILI,FRA,1909
ISOLES,JEAN PERRUCA,SUI,1909
ISOLES,CHARLES PONSON,FRA,1909
ISOLES,"ERNEST, DIT ''FABER ERNEST'' PAUL",FRA,1909
ISOLES,LUCIEN GREJAUD,FRA,1909
ISOLES,LOUIS GARDENT,FRA,1909
ISOLES,JOSEPH BEAUGENDRE,FRA,1909
ISOLES,H. VEYSSIER,FRA,1909
ISOLES,ROBERT LECOINTE,FRA,1909
ISOLES,RENÉ FLEURY,FRA,1909
ISOLES,LÉOPOLD DUSSUCHET,FRA,1909
ISOLES,EUGÈNE MERVILLE,FRA,1909
ISOLES,CHARLES LAJUS,FRA,1909
ISOLES,OCTAVE DOURY,FRA,1909
ISOLES,LUCIEN COLIN,FRA,1909
ISOLES,LOUIS ONDET,FRA,1909
ISOLES,LOUIS GRASSET,FRA,1909
ISOLES,LOUIS CHRETIENNOT,FRA,1909
ISOLES,RAYMOND LACOT,FRA,1909
ISOLES,LOUIS DI MARIA,FRA,1909
ISOLES,AUGUSTE DENIZOT,FRA,1909
ISOLES,EMILE MOULIN,FRA,1909
ISOLES,AMÉDÉE DUTIRON,FRA,1909
ISOLES,ALDO BETTINI,ITA,1909
ISOLES,PIERRE DESVAGES,FRA,1909
ISOLES,EDMOND LABORDE,FRA,1909
ISOLES,JOSEPH TROLLER,FRA,1909
ISOLES,ETIENNE LEMPEREUR,FRA,1909
ISOLES,ALFRED FAURE,FRA,1909
ISOLES,ALBERT GUILLOT,FRA,1909
ISOLES,AUGUSTE DUFOUR,FRA,1909
ISOLES,ARMAND CHAMPEAUX,FRA,1909
ISOLES,ALFRED GUIDEZ,FRA,1909
ISOLES,PAUL TIXIDE,FRA,1909
ISOLES,ANTON JAECK,SUI,1909
ISOLES,ELOI GUICHARD,FRA,1909
ISOLES,LUCIEN ROQUEBERT,FRA,1909
ISOLES,LOUIS LAVALETTE,FRA,1909
ISOLES,AMLETO BELLONI,ITA,1909
ISOLES,HENRI ALAVOINE,FRA,1909
ISOLES,MAURICE PETIT,FRA,1909
ISOLES,EMILE LACHAISE,FRA,1909
ISOLES,JULES FREMONT,FRA,1909
ISOLES,PIERRE LANGLADE,FRA,1909
ISOLES,FERNAND LALLEMENT,FRA,1909
ISOLES,HENRI GANNE,FRA,1909
ISOLES,ALEXANDRE GILLES,FRA,1909
ISOLES,ANDRÉ BLAISE,BEL,1909
ISOLES,CHRISTOPHE LAURENT,FRA,1909
ISOLES,ANDRÉ GERARD,FRA,1909
ISOLES,EUGÈNE MOURA,FRA,1909
ISOLES,ERNEST FRAISSE,FRA,1909
ISOLES,ERNEST GOUJON,FRA,1909
ISOLES,HENRI ANTHOINE,FRA,1909
ISOLES,CHARLES PONSCARME,FRA,1909
ISOLES,FRANÇOIS ROCHE,FRA,1909
ISOLES,ALVISE PISONI,ITA,1909
ISOLES,ALBERT CHARTIER,FRA,1909
ISOLES,JOSEPH LEBLANC,FRA,1909
ISOLES,M. PAREL,FRA,1909
ISOLES,MARCEL HUGOT,FRA,1909
ISOLES,AUGUSTO RHO,ITA,1909
ISOLES,GABRIEL MAGNANT,FRA,1909
ISOLES,GEORGES OUDIN,FRA,1909
ISOLES,LOUIS FAUDON,FRA,1909
ISOLES,GEORGES NEMO,BEL,1909
ISOLES,ALBERT DUPONT,BEL,1909
ISOLES,PIERRE PROY,FRA,1909
ISOLES,PHILIPPE CORDIER,FRA,1909
ISOLES,PAUL CHAUVET,FRA,1909
ISOLES,ANTOINE WATTELIER,FRA,1909
ALCYON,FRANÇOIS FABER,LUX,1910
ALCYON,GUSTAVE GARRIGOU,FRA,1910
ALCYON,LOUIS TROUSSELIER,FRA,1910
ALCYON,OCTAVE LAPIZE,FRA,1910
ALCYON,ANDRÉ BLAISE,BEL,1910
ALCYON,CYRILLE VAN HAUWAERT,BEL,1910
ALCYON,MARCEL GODIVIER,FRA,1910
ALCYON,GEORGES CADOLLE,FRA,1910
ALCYON,EDOUARD LEONARD,FRA,1910
ALCYON,ALDO BETTINI,ITA,1910
LEGNANO,LUCIEN MAZAN DIT PETIT-BRETON,FRA,1910
LEGNANO,MAURICE BROCCO,FRA,1910
LEGNANO,JEAN-BAPTISTE DORTIGNACQ,FRA,1910
LEGNANO,MAURICE DECAUP,FRA,1910
LEGNANO,EMILE GEORGET,FRA,1910
LEGNANO,CONSTANT MENAGER,FRA,1910
LEGNANO,PIERINO ALBINI,ITA,1910
LEGNANO,ERNESTO AZZINI,ITA,1910
LEGNANO,LUIGI AZZINI,ITA,1910
LEGNANO,LAURO BORDIN,ITA,1910
LE GLOBE,OMER BEAUGENDRE,FRA,1910
LE GLOBE,HENRI CORNET (GEBOREN JARDY),FRA,1910
LE GLOBE,GEORGES PAULMIER,FRA,1910
LE GLOBE,ALPHONSE CHARPIOT,FRA,1910
LE GLOBE,JULIEN MAITRON,FRA,1910
LE GLOBE,LÉON LANNOY,FRA,1910
LE GLOBE,JULES DELOFFRE,FRA,1910
LE GLOBE,FRÉDÉRIC SAILLOT,FRA,1910
LE GLOBE,CHARLES CRUPELANDT,FRA,1910
LE GLOBE,MAURICE LOIT,FRA,1910
ISOLES,LOUIS BONINO,FRA,1910
ISOLES,JOSEPH LEBLANC,FRA,1910
ISOLES,AUGUSTINN RINGEVAL,FRA,1910
ISOLES,PAUL AMIOT,FRA,1910
ISOLES,NOËL COMBELLES,FRA,1910
ISOLES,LUCIEN ROQUEBERT,FRA,1910
ISOLES,CHARLES PAVESE,FRA,1910
ISOLES,FRANÇOIS LAFOURCADE,FRA,1910
ISOLES,LUCIEN LEMAN,FRA,1910
ISOLES,CHARLES CRUCHON,FRA,1910
ISOLES,LOUIS FAUDON,FRA,1910
ISOLES,EMILE LAMBOEUF,FRA,1910
ISOLES,EUGÈNE LEROY,FRA,1910
ISOLES,"ERNEST, DIT ''FABER ERNEST'' PAUL",FRA,1910
ISOLES,PIERRE PRIVAT,FRA,1910
ISOLES,PAUL COPPENS,FRA,1910
ISOLES,PIERRE BORDIGONI,FRA,1910
ISOLES,GABRIEL MATHONAT,FRA,1910
ISOLES,JOSEPH HABIERRE,FRA,1910
ISOLES,LOUIS PICARD,FRA,1910
ISOLES,ROBERT CHARPENTIER,FRA,1910
ISOLES,JEAN RIOU,FRA,1910
ISOLES,GEORGES FLEURY,FRA,1910
ISOLES,EMILE LAMY,FRA,1910
ISOLES,RAPHAËL GALIERO,FRA,1910
ISOLES,PAUL BOILLAT,SUI,1910
ISOLES,EUGÈNE MERVILLE,FRA,1910
ISOLES,ACHILLE VIOLLET,FRA,1910
ISOLES,EMILE ABBEG,FRA,1910
ISOLES,LOUIS JOUIN,FRA,1910
ISOLES,FRÉDÉRIC VAILLANT,FRA,1910
ISOLES,HENRI ORY,FRA,1910
ISOLES,GEORGES DEVILLY,FRA,1910
ISOLES,AUGUSTE DUFOUR,FRA,1910
ISOLES,EUGÈNE MOURA,FRA,1910
ISOLES,RENÉ CHAUDE,FRA,1910
ISOLES,GUILLAUME LE FLOCH,FRA,1910
ISOLES,PIERRE DESVAGES,FRA,1910
ISOLES,PIETRO GHISLOTTI,ITA,1910
ISOLES,ALBERT COGNAT,FRA,1910
ISOLES,EMILE GODARD,FRA,1910
ISOLES,PIERRE DELPLACE,FRA,1910
ISOLES,VICENTE BLANCO,ESP,1910
ISOLES,CHARLES CLODI,FRA,1910
ISOLES,ALBERT BAUDET,FRA,1910
ISOLES,AMÉDÉE DUTIRON,FRA,1910
ISOLES,HENRI ALAVOINE,FRA,1910
ISOLES,JOSEF WAGNER,SUI,1910
ISOLES,ADRIEN MELAYE,FRA,1910
ISOLES,CONSTANT COLLET,FRA,1910
ISOLES,JEAN PERRUCA,SUI,1910
ISOLES,LOUIS PENNEQUIN,FRA,1910
ISOLES,FRANÇOIS PICOLOT,FRA,1910
ISOLES,ROBERT JEANNET,FRA,1910
ISOLES,EMILE BESNIER,FRA,1910
ISOLES,ALBERT GUILLOT,FRA,1910
ISOLES,JULES DEFRANCE,FRA,1910
ISOLES,A. HELOIN,FRA,1910
ISOLES,HELIOT,FRA,1910
ISOLES,GEORGES PASQUIER,FRA,1910
ISOLES,JEAN BOUILLET,FRA,1910
ISOLES,CÉLESTIN GUILLERMOZ,FRA,1910
ISOLES,ANDRÉ KUHM,FRA,1910
ISOLES,AUGUSTE GUYON,FRA,1910
ISOLES,GEORGES CAUVRY,FRA,1910
ISOLES,JOSEPH WIRINGER,BEL,1910
ISOLES,CAMILLE BIERE,FRA,1910
ISOLES,ROBERT CHOPARD,SUI,1910
ISOLES,ADOLPHE HELIERE,FRA,1910
ISOLES,RAYMOND DIDIER,FRA,1910
ISOLES,ALEXANDRE RAMBAUDI,FRA,1910
ISOLES,MAURICE PARDON,FRA,1910
ISOLES,LUCIEN POTHIER,FRA,1910
ISOLES,PIERINO FIORE,ITA,1910
ISOLES,RENÉ BARTHOLET,FRA,1910
ISOLES,ANDRÉ HERBELIN,FRA,1910
ISOLES,CHARLES DUMONT,SUI,1910
ISOLES,OCTAVE DOURY,FRA,1910
ISOLES,JEAN-BAPTISTE CAMDESSOUCENS,FRA,1910
ISOLES,ANTOINE WATTELIER,FRA,1910
LA FRANCAISE,OCTAVE LAPIZE,FRA,1911
LA FRANCAISE,EMILE GEORGET,FRA,1911
LA FRANCAISE,LUCIEN MAZAN DIT PETIT-BRETON,FRA,1911
LA FRANCAISE,GEORGES PASSERIEU,FRA,1911
LA FRANCAISE,CHARLES CRUPELANDT,FRA,1911
LA FRANCAISE,MARCEL GODIVIER,FRA,1911
LA FRANCAISE,PAUL DUBOC,FRA,1911
LA FRANCAISE,ALPHONSE CHARPIOT,FRA,1911
LA FRANCAISE,CHARLES CRUCHON,FRA,1911
LA FRANCAISE,JULIEN MAITRON,FRA,1911
ALCYON,FRANÇOIS FABER,LUX,1911
ALCYON,GUSTAVE GARRIGOU,FRA,1911
ALCYON,LOUIS TROUSSELIER,FRA,1911
ALCYON,"ERNEST, DIT ''FABER ERNEST'' PAUL",FRA,1911
ALCYON,EUGÈNE CHRISTOPHE,FRA,1911
ALCYON,ANDRÉ BLAISE,BEL,1911
ALCYON,LOUIS HEUSGHEM,BEL,1911
ALCYON,JULES MASSELIS,BEL,1911
ALCYON,MAURICE BROCCO,FRA,1911
ALCYON,RENÉ VANDENBERGHE,BEL,1911
LE GLOBE,HENRI CORNET (GEBOREN JARDY),FRA,1911
LE GLOBE,HENRI DEVROYE,BEL,1911
LE GLOBE,MAURICE PARDON,FRA,1911
LE GLOBE,FRÉDÉRIC SAILLOT,FRA,1911
LE GLOBE,PHILIPPE PAUTRAT,FRA,1911
LE GLOBE,ALBERT DUPONT,BEL,1911
LE GLOBE,CONSTANT MENAGER,FRA,1911
LE GLOBE,FIRMIN LAMBOT,BEL,1911
LE GLOBE,LUCIEN POTHIER,FRA,1911
LE GLOBE,JULES NEMPON,FRA,1911
AUTOMOTO,ALFRED FAURE,FRA,1911
AUTOMOTO,GEORGES PAULMIER,FRA,1911
AUTOMOTO,FRANÇOIS LAFOURCADE,FRA,1911
AUTOMOTO,EDOUARD LEONARD,FRA,1911
AUTOMOTO,MAURICE LETURGIE,FRA,1911
AUTOMOTO,CONSTANT NIEDERGANG,FRA,1911
AUTOMOTO,ERNEST RICAUX,FRA,1911
ISOLES,LOUIS POYET,FRA,1911
ISOLES,EDOUARD CHAUDRON,FRA,1911
ISOLES,PIETRO GHISLOTTI,ITA,1911
ISOLES,ANDRÉ KUHM,FRA,1911
ISOLES,JULIEN GABORY,FRA,1911
ISOLES,PAUL TRIPPIER,FRA,1911
ISOLES,JEAN BRETHOUX,FRA,1911
ISOLES,LUCIEN ROQUEBERT,FRA,1911
ISOLES,LÉON RABOT,FRA,1911
ISOLES,ANDRÉ THIEULLENS,FRA,1911
ISOLES,HENRI ALAVOINE,FRA,1911
ISOLES,LUCIEN LEMAN,FRA,1911
ISOLES,PAUL COPPENS,FRA,1911
ISOLES,CHARLES PAVESE,FRA,1911
ISOLES,FRANÇOIS LEMOIGNE,FRA,1911
ISOLES,HENRI YVON,FRA,1911
ISOLES,RAPHAËL GALIERO,FRA,1911
ISOLES,GEORGES DEVILLY,FRA,1911
ISOLES,ERNEST GARGAT,FRA,1911
ISOLES,PAUL ARMBRUSTER,FRA,1911
ISOLES,HENRI ANTHOINE,FRA,1911
ISOLES,FERDINAND PAYAN,FRA,1911
ISOLES,FRANÇOIS LAFOURCADE,FRA,1911
ISOLES,GEORGES FLEURY,FRA,1911
ISOLES,LOUIS COLSAET,BEL,1911
ISOLES,PIERRE DANE,FRA,1911
ISOLES,ROGER RIVIERE,FRA,1911
ISOLES,LÉON RICHE,FRA,1911
ISOLES,EDOUARD WATTELIER,FRA,1911
ISOLES,LOUIS BONINO,FRA,1911
ISOLES,ADRIEN MELAYE,FRA,1911
ISOLES,CHARLES DUMONT,SUI,1911
ISOLES,OTTAVIO PRATESI,ITA,1911
ISOLES,PIERINO FIORE,ITA,1911
ISOLES,ALOIS CATTEAU,BEL,1911
ISOLES,ROBERT LAMON,BEL,1911
ISOLES,PAUL DEMAN,BEL,1911
ISOLES,VINCENT D'HULST,BEL,1911
ISOLES,EUGÈNE MERVILLE,FRA,1911
ISOLES,VICTOR CATHERA,FRA,1911
ISOLES,EUGÈNE MOURA,FRA,1911
ISOLES,EMILE LACHAISE,FRA,1911
ISOLES,JULES DELOFFRE,FRA,1911
ISOLES,MARIUS VILETTE,FRA,1911
ISOLES,RAYMOND HARQUET,FRA,1911
ISOLES,ANTOINE WATTELIER,FRA,1911
ISOLES,GEORGES NEMO,BEL,1911
LA FRANCAISE,EMILE GEORGET,FRA,1912
LA FRANCAISE,OCTAVE LAPIZE,FRA,1912
LA FRANCAISE,CHARLES CRUPELANDT,FRA,1912
LA FRANCAISE,MARCEL GODIVIER,FRA,1912
LA FRANCAISE,MAURICE BROCCO,FRA,1912
ALCYON,GUSTAVE GARRIGOU,FRA,1912
ALCYON,PAUL DUBOC,FRA,1912
ALCYON,ANDRÉ BLAISE,BEL,1912
ALCYON,LOUIS HEUSGHEM,BEL,1912
ALCYON,ODIEL DEFRAEYE,BEL,1912
PEUGEOT,LUCIEN MAZAN DIT PETIT-BRETON,FRA,1912
PEUGEOT,FÉLICIEN SALMON,BEL,1912
PEUGEOT,CHARLES DERUYTER,BEL,1912
PEUGEOT,PHILIPPE THYS,BEL,1912
PEUGEOT,MARCEL BUYSSE,BEL,1912
GRIFFON,ALEXANDRE CHAUVIERE,FRA,1912
GRIFFON,OSCAR EGG,SUI,1912
GRIFFON,HECTOR TIBERGHEN,BEL,1912
GRIFFON,M. FRAISSINET,FRA,1912
GRIFFON,GABRIEL FIGUET,FRA,1912
ARMOR,EUGÈNE CHRISTOPHE,FRA,1912
ARMOR,"ERNEST, DIT ''FABER ERNEST'' PAUL",FRA,1912
ARMOR,JEAN ALAVOINE,FRA,1912
ARMOR,CHARLES CRUCHON,FRA,1912
ARMOR,ROBERT LAMON,BEL,1912
J.B-LOUVET,JOSEPH VAN DAELE,BEL,1912
J.B-LOUVET,ALFONS SPIESSENS,BEL,1912
J.B-LOUVET,EDOUARD LEONARD,FRA,1912
J.B-LOUVET,VICENZO BORGARELLO,ITA,1912
J.B-LOUVET,PIERINO ALBINI,ITA,1912
AUTOMOTO,FRANÇOIS FABER,LUX,1912
AUTOMOTO,EUGÈNE DHERS,FRA,1912
AUTOMOTO,MAURICE LETURGIE,FRA,1912
AUTOMOTO,CONSTANT NIEDERGANG,FRA,1912
AUTOMOTO,JULIEN MAITRON,FRA,1912
LE GLOBE,HENRI CORNET (GEBOREN JARDY),FRA,1912
LE GLOBE,ALBERT DUPONT,BEL,1912
LE GLOBE,PIERRE-JOSEPH HEUSGHEM,BEL,1912
LE GLOBE,FIRMIN LAMBOT,BEL,1912
LE GLOBE,HENRI DEVROYE,BEL,1912
AIGLON,LOUIS ENGEL,FRA,1912
AIGLON,ANDRÉ HURET,FRA,1912
AIGLON,ROBERT LEFORT,FRA,1912
AIGLON,CHARLES KIPPERT,FRA,1912
AIGLON,CHARLES GUYOT,SUI,1912
THOMANN,HENRI PELISSIER,FRA,1912
THOMANN,LOUIS MOTTIAT,BEL,1912
THOMANN,JACQUES COOMANS,BEL,1912
THOMANN,ALPHONSE CHARPIOT,FRA,1912
THOMANN,RENÉ VANDENBERGHE,BEL,1912
ISOLES,LOUIS POYET,FRA,1912
ISOLES,MAURICE LELIAERT,BEL,1912
ISOLES,BENJAMIN OLIVIER,FRA,1912
ISOLES,LOUIS DELCAMPE,FRA,1912
ISOLES,ALBERT DUMAS,FRA,1912
ISOLES,HENRI ALAVOINE,FRA,1912
ISOLES,RENÉ SAL,FRA,1912
ISOLES,FRANÇOIS BERTRAND,FRA,1912
ISOLES,ERNEST TOBLER,FRA,1912
ISOLES,RENÉ BLANDET,FRA,1912
ISOLES,ANDRÉ THIEULLENS,FRA,1912
ISOLES,HENRI YVON,FRA,1912
ISOLES,RENÉ ETIEN,FRA,1912
ISOLES,AUGUSTE BERGERIOUX,FRA,1912
ISOLES,EDOUARD AELLIG,SUI,1912
ISOLES,CAMILLE MATHIEU,FRA,1912
ISOLES,LUC PETITJEAN,BEL,1912
ISOLES,LOUIS PETITJEAN,BEL,1912
ISOLES,ALBERT CARTIGNY,FRA,1912
ISOLES,JEAN CAMPANELLI,FRA,1912
ISOLES,FERNAND COURCELLES,FRA,1912
ISOLES,FRANÇOIS VAN HOOFSTADT,FRA,1912
ISOLES,ROGER LINON,FRA,1912
ISOLES,RENÉ GERWIG,FRA,1912
ISOLES,LOUIS FLAMAND,FRA,1912
ISOLES,JOANNY PANEL,FRA,1912
ISOLES,LOUIS BONINO,FRA,1912
ISOLES,YVES MERCIER,SUI,1912
ISOLES,RAYMOND HARQUET,FRA,1912
ISOLES,OCTAVE DOURY,FRA,1912
ISOLES,PAUL COPPENS,FRA,1912
ISOLES,HENRI MURAT,FRA,1912
ISOLES,AUGUSTINN RINGEVAL,FRA,1912
ISOLES,RAOUL GRIEUX,FRA,1912
ISOLES,EMILE EIGELDINGER,FRA,1912
ISOLES,LUCIEN CORNU,FRA,1912
ISOLES,LUC DE SMET,BEL,1912
ISOLES,LÉON VALLOTTON,FRA,1912
ISOLES,GASTON NEBOUX,FRA,1912
ISOLES,ERNEST LINOT,FRA,1912
ISOLES,ALBERT KOHLER,GER,1912
ISOLES,MAURICE CHEDEBOIS,FRA,1912
ISOLES,MOÏSE FUGERE,FRA,1912
ISOLES,JULES DELOFFRE,FRA,1912
ISOLES,LOUIS COLSAET,BEL,1912
ISOLES,GEORGES OUDIN,FRA,1912
ISOLES,GIOVANNI COCCHI,ITA,1912
ISOLES,ENRICO SALA,ITA,1912
ISOLES,EDUARDO CUCHETTI,ITA,1912
ISOLES,EMILIO ROSCIO,ITA,1912
ISOLES,LUIGI GORRET,FRA,1912
ISOLES,FERDINAND PAYAN,FRA,1912
ISOLES,PIERRE EVERAERT,FRA,1912
ISOLES,FRANCIS GANDEL,FRA,1912
ISOLES,FRANÇOIS LAFOURCADE,FRA,1912
ISOLES,HENRI MENAGER,FRA,1912
ISOLES,EMILE REUX,FRA,1912
ISOLES,FRANÇOIS D'HAEN,BEL,1912
ISOLES,LUCIEN DELAYGUE,FRA,1912
ISOLES,ADOLPHE DORION,FRA,1912
ISOLES,EMILE LACHAISE,FRA,1912
ISOLES,GEORGES DEVILLY,FRA,1912
ISOLES,EMILE DRUZ,FRA,1912
ISOLES,HENRI LECLERC,FRA,1912
ISOLES,CONSTANT COLLET,FRA,1912
ISOLES,HENRI SERVERIN,FRA,1912
ISOLES,MARCEL ROTTIE,FRA,1912
ISOLES,MAURICE BOREL,FRA,1912
ISOLES,JULES QUINARDT,FRA,1912
ISOLES,UGO AGOSTONI,ITA,1912
ISOLES,EMILE CAUDRELIER,FRA,1912
ISOLES,JEAN PERRUCA,SUI,1912
ISOLES,VINCENT D'HULST,BEL,1912
ISOLES,HENRI HANLET,BEL,1912
ISOLES,AUGUSTE BENOIT,BEL,1912
ISOLES,ANTOINE FAURE,FRA,1912
ISOLES,OTTAVIO PRATESI,ITA,1912
ISOLES,MAURICE DARTIGUE,FRA,1912
ISOLES,VICTOR CATHERA,FRA,1912
ISOLES,CHARLES DUMONT,SUI,1912
ISOLES,J. SCHWARSHAMPT,FRA,1912
LA FRANCAISE,EMILE GEORGET,FRA,1913
LA FRANCAISE,CHARLES CRUPELANDT,FRA,1913
LA FRANCAISE,OCTAVE LAPIZE,FRA,1913
LA FRANCAISE,PAUL DUBOC,FRA,1913
LA FRANCAISE,MAURICE BROCCO,FRA,1913
LA FRANCAISE,CHARLES CRUCHON,FRA,1913
LA FRANCAISE,ARTHUR MAERTENS,BEL,1913
LA FRANCAISE,PIERRE VANDEVELDE,BEL,1913
PEUGEOT,FRANÇOIS FABER,LUX,1913
PEUGEOT,JEAN ALAVOINE,FRA,1913
PEUGEOT,EUGÈNE CHRISTOPHE,FRA,1913
PEUGEOT,MARCEL BUYSSE,BEL,1913
PEUGEOT,PAUL HOSTEIN,FRA,1913
PEUGEOT,GUSTAVE GARRIGOU,FRA,1913
PEUGEOT,PHILIPPE THYS,BEL,1913
PEUGEOT,EMILE ENGEL,FRA,1913
AUTOMOTO,LUCIEN MAZAN DIT PETIT-BRETON,FRA,1913
AUTOMOTO,GEORGES PASSERIEU,FRA,1913
AUTOMOTO,PAUL DEMAN,BEL,1913
AUTOMOTO,MAURICE LETURGIE,FRA,1913
AUTOMOTO,VICTOR DOMS,BEL,1913
AUTOMOTO,CONSTANT NIEDERGANG,FRA,1913
AUTOMOTO,CHARLES CHARRON,FRA,1913
AUTOMOTO,CONSTANT MENAGER,FRA,1913
